name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,RP,e_RP,BP,e_BP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J08452106+1849327,131.337753,18.825775,177.29,6.58,ms,nan,nan,nan,nan,14.219,0.065,18.396,0.003,17.109,0.009,20.253,0.058,1,1.026,0.182,0.0042,14.92779,0.81831,116.74482,-5.09656,0.20606,2.74749,0.28107,3105.505,9.657,nan,nan,nan,nan,nan,0.215112127,0.004056075
2MASS J08452116+1853035,131.338203,18.88431,189.68,3.96,ms,nan,nan,nan,nan,13.63,0.037,17.491,0.003,16.243,0.006,19.266,0.036,0,1.017,0.2517,0.0053,31.95808,1.0887,93.7626,nan,nan,3.57703,0.3607,3242.617,7.936,2.132,nan,nan,nan,nan,0.288133909,0.003438718
2MASS J08452223+1813514,131.342662,18.230968,241.69,28.74,ms,nan,nan,nan,nan,15.172,0.14,19.786,0.004,18.385,0.021,21.36,0.14,0,0.981,0.1471,0.0106,9.15351,1.68056,130.63708,-12.12957,1.21352,2.23614,0.29193,3010.313,35.246,10.66,nan,nan,nan,nan,0.180711722,0.010845054
2MASS J08452235+1949401,131.343125,19.827812,183.17,12.4,ms,nan,nan,nan,nan,12.498,0.023,17.097,0.004,15.18,0.005,18.174,0.014,1,nan,0.2899,0.0174,40.03947,4.0298,83.41291,-5.95563,0.41926,3.92297,0.42242,3301.803,27.765,nan,nan,nan,nan,nan,0.312125019,0.010585411
2MASS J08452240+1902082,131.343355,19.035624,183.17,12.4,ms,nan,nan,nan,nan,12.828,0.026,17.232,0.016,15.51,0.005,18.501,0.018,1,nan,0.2734,0.0175,36.55747,3.70216,87.7109,-4.70486,0.15587,3.76922,0.41082,3275.462,27.929,nan,nan,nan,nan,nan,0.302082336,0.01064796
2MASS J08452570+1842480,131.357124,18.713346,187.54,3.03,ms,nan,nan,nan,nan,10.441,0.018,12.574,0.003,11.888,0.004,13.113,0.003,0,4.731,0.7873,0.0038,1139.13368,30.10735,21.94004,1.2854,0.0269,9.38149,0.93873,4879.03,25.491,12.368,nan,nan,nan,nan,0.76008464,0.002643516
2MASS J08452598+2025385,131.35828,20.427382,176.46,1.66,ms,nan,nan,nan,nan,10.878,0.018,13.647,0.003,12.773,0.004,14.446,0.003,0,2.495,0.6611,0.0019,440.37802,5.33683,29.77496,0.42127,0.02824,7.55528,0.75641,4184.346,7.474,14.519,nan,nan,nan,nan,0.646447484,0.001457337
2MASS J08452599+2025225,131.358296,20.422937,187.54,0.74,ms,nan,nan,nan,nan,11.21,0.02,14.132,0.003,13.204,0.004,15.016,0.003,0,1.006,0.6258,0.0011,348.45325,2.57575,32.56255,0.21006,0.02088,6.89457,0.68971,4021.829,5.864,14.38,nan,nan,nan,nan,0.619340284,0.00079962
2MASS J08452605+1941544,131.358559,19.698462,178.59,1.14,ms,nan,nan,nan,nan,12.183,0.02,15.639,0.003,14.52,0.004,16.92,0.006,0,1.018,0.4385,0.0015,109.92608,0.94584,53.92925,0,0,5.28836,0.52908,3556.686,3.349,21.3,nan,nan,nan,nan,0.445079343,0.000930205
2MASS J08452630+1947040,131.359619,19.784449,177.17,1.44,ms,nan,nan,nan,nan,11.72,0.023,15.362,0.003,14.186,0.004,16.763,0.005,1,1.768,0.4638,0.0017,133.0553,1.77406,50.23599,-0.86197,0.03473,5.52136,0.55228,3607.549,3.451,nan,nan,nan,nan,nan,0.474529565,0.002070824
2MASS J08452663+1914127,131.360999,19.236885,184.38,2.81,ms,nan,nan,nan,nan,13.037,0.028,17.085,0.003,15.79,0.005,18.918,0.021,1,1.012,0.2931,0.004,40.7554,0.916,82.60424,-5.43968,0.5306,3.95192,0.39686,3306.935,6.435,nan,nan,nan,nan,nan,0.314081283,0.002453457
2MASS J08452794+2139128,131.366451,21.65357,188.73,1.03,ms,nan,nan,nan,nan,9.257,0.019,10.41,0.003,9.973,0.004,10.681,0.003,0,1.405,1.1666,0.003,7177.5676,69.14295,10.04666,3.68864,0.03601,9.12072,0.91215,6145.074,7.732,4.822,nan,nan,nan,nan,1.206492447,0.003211938
2MASS J08452825+2023435,131.367717,20.395433,178.25,0.83,ms,nan,nan,nan,nan,7.864,0.021,8.461,0.003,8.214,0.004,8.59,0.003,0,1.021,1.8059,0.0063,41182.94409,502.0339,nan,6.46989,0.01843,nan,nan,7849.802,15.787,nan,nan,nan,nan,nan,1.764967006,0.002631093
2MASS J08452859+1859480,131.369157,18.996681,194.3,7.16,ms,nan,nan,nan,nan,14.397,0.067,18.462,0.003,17.166,0.009,20.308,0.07,1,1.066,0.1893,0.0044,16.40144,0.95719,114.05752,nan,nan,2.84617,0.2905,3121.576,9.474,nan,nan,nan,nan,nan,0.223598563,0.005400399
2MASS J08453049+2035245,131.37705,20.590157,182.8,0.8,ms,nan,nan,nan,nan,8.765,0.02,9.726,0.003,9.35,0.004,9.949,0.003,2,1.06,1.3086,0.0027,12880.83262,128.46139,7.90646,4.74548,0.01666,8.69867,0.86989,6496.401,6.63,nan,nan,nan,nan,nan,1.442448489,0.003779356
2MASS J08453218+1857521,131.3841,18.964481,186.1,2.74,ms,nan,nan,nan,nan,12.918,0.031,16.668,0.003,15.462,0.004,18.189,0.014,0,1.039,0.3464,0.0039,54.71863,1.18832,70.40478,-1.62403,0.16023,4.43318,0.4447,3392.235,6.22,18.217,nan,nan,nan,nan,0.346601932,0.002371528
2MASS J08453429+1654396,131.392887,16.911013,196.26,8.71,ms,nan,nan,nan,nan,14.163,0.054,18.137,0.003,16.844,0.009,19.987,0.05,1,1.001,0.2085,0.0052,21.06283,1.48315,107.31602,nan,nan,3.1027,0.31802,3163.359,11.366,nan,nan,nan,nan,nan,0.247414603,0.006478788
2MASS J08453624+2115211,131.401019,21.255865,179.42,1.51,ms,nan,nan,nan,nan,12.044,0.023,15.555,0.003,14.423,0.007,16.842,0.011,0,0.981,0.4477,0.0018,117.65595,1.62296,52.54421,nan,nan,5.37763,0.53803,3575.498,3.57,nan,nan,nan,nan,nan,0.455298985,0.002141915
2MASS J08453685+1835553,131.403581,18.598703,148.53,2.61,ms,nan,nan,nan,nan,12.062,0.021,15.927,0.003,14.682,0.004,17.442,0.011,0,3.314,0.3746,0.003,65.70459,2.3056,64.81095,nan,nan,4.67271,0.46777,3436.083,3.994,nan,nan,nan,nan,nan,0.370124932,0.00599131
2MASS J08453688+1843251,131.403683,18.72364,183.87,4.33,ms,nan,nan,nan,nan,13.682,0.042,17.648,0.003,16.37,0.006,19.401,0.039,0,0.974,0.2278,0.0028,27.06072,1.00655,101.01573,nan,nan,3.35817,0.33771,3205.214,6.1,1.826,nan,nan,nan,nan,0.271271878,0.003477183
2MASS J08453893+2229557,131.412221,22.498812,169.08,1.87,ms,nan,nan,nan,nan,12.481,0.028,15.997,0.003,14.846,0.004,17.357,0.008,0,0.975,0.3913,0.0019,79.62313,1.7613,61.74151,nan,nan,4.79341,0.47954,3458.335,2.534,nan,nan,nan,nan,nan,0.403502346,0.003800842
2MASS J08454049+2010255,131.418747,20.17375,180.58,1.85,ms,nan,nan,nan,nan,12.594,0.026,16.222,0.003,15.05,0.004,17.64,0.008,0,1.015,0.3848,0.0018,73.8969,1.51551,62.91318,0,0,4.74652,0.47482,3449.691,2.351,15.1,nan,nan,nan,nan,0.390537143,0.003526648
2MASS J08454088+1834574,131.42037,18.582624,178.14,4.5,ms,nan,nan,nan,nan,14.079,0.054,18.146,0.003,16.842,0.006,20.146,0.064,0,1.006,0.1964,0.003,17.9806,0.7176,111.5254,nan,nan,2.94044,0.29677,3136.931,6.537,2.342,nan,nan,nan,nan,0.232350689,0.003725963
2MASS J08454448+1940324,131.435343,19.67568,178.42,2.18,ms,nan,nan,nan,nan,12.417,0.023,16.114,0.003,14.907,0.004,17.593,0.011,0,1.806,0.3912,0.0021,79.60551,1.94373,61.74495,nan,nan,4.79327,0.47957,3458.309,2.794,11.3,nan,nan,nan,nan,0.403463896,0.004190708
2MASS J08454589+2029410,131.441214,20.49473,177.51,1.33,ms,nan,nan,nan,nan,12.101,0.022,15.572,0.003,14.454,0.004,16.851,0.006,1,0.989,0.4439,0.0016,114.19135,1.40677,53.12388,-1.09763,0.1428,5.34067,0.53428,3567.71,3.191,nan,nan,nan,nan,nan,0.450625936,0.001914325
2MASS J08454653+1902581,131.443902,19.049486,176.9,1.2,ms,nan,nan,nan,nan,7.534,0.027,7.994,0.003,7.796,0.004,8.095,0.003,0,1.06,1.8636,0.0052,65961.04191,996.9183,nan,nan,nan,nan,nan,8606.006,8.686,nan,nan,nan,nan,nan,1.868687045,0.011118435
2MASS J08454779+2042465,131.449153,20.712929,179.33,4.47,ms,nan,nan,nan,nan,13.237,0.033,17.2,0.003,15.936,0.005,18.902,0.023,0,1.033,0.2717,0.0065,36.21401,1.33071,88.17128,nan,nan,3.75323,0.38027,3272.729,10.448,4.655,nan,nan,nan,nan,0.301040353,0.003983367
2MASS J08454796+1936187,131.449872,19.605211,186.29,2.48,ms,nan,nan,nan,nan,13,0.029,17.047,0.003,15.76,0.005,18.858,0.025,1,1.025,0.3004,0.0035,42.44797,0.83407,80.78157,-4.99575,0.20112,4.01839,0.40309,3318.716,5.634,nan,nan,nan,nan,nan,0.318572867,0.002147902
2MASS J08454868+2131565,131.452843,21.532373,174.21,1.61,ms,nan,nan,nan,nan,12.568,0.024,16.387,0.003,15.173,0.004,17.933,0.01,1,1.056,0.3632,0.0025,60.0369,0.82289,67.00657,nan,nan,4.58054,0.45855,3419.09,3.941,nan,nan,nan,nan,nan,0.356840524,0.001502682
2MASS J08455142+1925272,131.464256,19.424242,177.79,1.33,ms,nan,nan,nan,nan,12.179,0.021,15.747,0.003,14.598,0.005,17.104,0.006,0,1.056,0.4261,0.0017,102.3562,1.02596,55.85911,-0.85079,0.17161,5.15604,0.51594,3528.798,3.898,21.472,nan,nan,nan,nan,0.437332696,0.001082859
2MASS J08455280+1919006,131.470008,19.316856,180.2,1.15,ms,nan,nan,nan,nan,12.103,0.019,15.569,0.003,14.454,0.004,16.832,0.007,0,1.025,0.4473,0.0014,117.25635,1.23764,52.60981,-0.29453,0.07903,5.37342,0.5375,3574.612,2.736,19.63,nan,nan,nan,nan,0.454767076,0.001641585
2MASS J08455319+2254434,131.471665,22.912081,178.16,0.8,ms,nan,nan,nan,nan,11.12,0.017,14.099,0.003,13.165,0.004,14.997,0.003,1,1.133,0.617,0.0011,331.70486,1.07428,33.30735,nan,nan,6.77642,0.67767,3983.953,2.106,nan,nan,nan,nan,nan,0.614294481,0.000245745
2MASS J08455916+1915126,131.496534,19.253527,176.65,2.15,ms,nan,nan,nan,nan,12.88,0.035,16.763,0.003,15.526,0.005,18.391,0.018,1,1.056,0.321,0.0032,47.55644,0.85499,75.93267,-4.04092,0.09275,4.20402,0.42141,3351.617,5.159,nan,nan,nan,nan,nan,0.331116586,0.001966886
2MASS J08455935+2013098,131.497332,20.219395,190.6,9.49,ms,nan,nan,nan,nan,14.446,0.085,18.732,0.003,17.385,0.013,20.473,0.084,0,0.952,0.1724,0.0057,13.23311,0.97565,120.38576,nan,nan,2.6269,0.27148,3083.699,12.873,nan,nan,nan,nan,nan,0.205953734,0.00540648
2MASS J08460002+1749387,131.500112,17.827442,184.22,3.12,ms,nan,nan,nan,nan,13.161,0.028,17.103,0.003,15.837,0.005,18.876,0.024,0,1.062,0.2907,0.0045,40.21287,1.00399,83.21489,nan,nan,3.93003,0.39506,3303.054,7.14,1.54,1.43E-14,2.63E-15,rx,nan,0.312602021,0.002722079
2MASS J08460196+2032031,131.50817,20.534212,193.94,10.39,ms,nan,nan,nan,nan,14.357,0.08,18.612,0.003,17.296,0.008,20.199,0.116,0,1.004,0.1809,0.0061,14.71718,1.16844,117.16755,nan,nan,2.73171,0.28605,3102.934,13.825,0.586,nan,nan,nan,nan,0.214032202,0.005806419
2MASS J08460223+1906595,131.509303,19.116543,187.68,3.55,ms,nan,nan,nan,nan,12.372,0.025,16.593,0.003,15.009,0.004,17.863,0.01,1,1.298,0.3578,0.005,58.27195,1.62451,68.07847,-3.58487,0.24133,4.53368,0.45542,3410.451,7.961,nan,nan,nan,nan,nan,0.353546864,0.003035166
2MASS J08460273+1701176,131.51138,17.021564,180.81,2.46,ms,nan,nan,nan,nan,13.227,0.028,16.88,0.003,15.68,0.005,18.403,0.02,0,1.001,0.3129,0.0036,45.47354,0.91303,77.80233,nan,nan,4.13086,0.41436,3338.65,5.756,nan,nan,nan,nan,nan,0.32617291,0.002194335
2MASS J08460318+1931471,131.51329,19.529766,183.86,2.06,ms,nan,nan,nan,nan,12.539,0.025,16.219,0.003,15.034,0.004,17.683,0.009,0,1.071,0.3881,0.0019,76.77856,1.72032,62.30941,nan,nan,4.77055,0.47726,3454.122,2.566,20.16,nan,nan,nan,nan,0.397182622,0.003849404
2MASS J08460817+1802272,131.534064,18.040899,172.66,3.63,ms,nan,nan,nan,nan,13.851,0.045,17.927,0.003,16.633,0.006,19.834,0.046,0,0.965,0.2048,0.0025,20.05177,0.66569,108.60503,-6.57492,0.23318,3.05225,0.30706,3155.142,5.455,1.17,nan,nan,nan,nan,0.242730968,0.003109535
2MASS J08460851+1953527,131.535472,19.897976,183.17,12.4,ms,nan,nan,nan,nan,13.233,0.037,17.967,0.013,16.014,0.006,19.213,0.05,1,nan,0.2097,0.0079,21.37062,2.31909,106.93923,-5.60108,0.46523,3.11758,0.32917,3165.782,17.209,nan,nan,nan,nan,nan,0.24879584,0.009808964
2MASS J08460919+2136288,131.538321,21.608027,170.28,2.36,ms,nan,nan,nan,nan,13.18,0.03,17.226,0.003,15.961,0.005,18.99,0.027,1,1.025,0.2554,0.0035,32.69764,0.73995,92.721,nan,nan,3.60874,0.3622,3248.036,5.301,nan,nan,nan,nan,nan,0.290482359,0.002297108
2MASS J08460965-0925357,131.540248,-9.426607,296.34,10.21,ms,nan,nan,nan,nan,14.223,0.089,18.038,0.003,16.808,0.009,19.659,0.061,0,0.934,0.3025,0.009,42.93719,2.18393,80.27669,nan,nan,4.03711,0.41176,3322.034,14.364,nan,nan,nan,nan,nan,0.319837774,0.00547634
2MASS J08461010+1931438,131.542086,19.528849,185.26,0.76,ms,nan,nan,nan,nan,11.372,0.018,14.406,0.003,13.443,0.004,15.354,0.003,0,1.084,0.594,0.001,309.10887,0.92247,35.34953,0.57968,0.2049,6.63741,0.66377,3937.992,1.941,15.81,nan,nan,nan,nan,0.608932415,0.000226473
2MASS J08461030+2259448,131.542938,22.995789,211.06,9.85,ms,nan,nan,nan,nan,15.086,0.141,19.766,0.004,18.325,0.026,21.858,0.198,1,1.007,0.1352,0.0043,7.5737,0.53678,135.78554,nan,nan,2.04075,0.21531,2970.697,14.318,nan,nan,nan,nan,nan,0.168522222,0.004405686
2MASS J08461307+2043432,131.554485,20.728682,179.92,0.55,ms,nan,nan,nan,nan,10.494,0.017,12.602,0.003,11.917,0.004,13.142,0.003,0,1.062,0.7723,0.0011,1030.85334,7.35219,22.72262,nan,nan,9.2741,0.92742,4794.536,5.071,nan,nan,nan,nan,nan,0.748524051,0.000925937
2MASS J08461381+2051247,131.55758,20.856882,173.28,0.95,ms,nan,nan,nan,nan,10.857,0.022,13.592,0.003,12.725,0.004,14.368,0.003,0,1.148,0.6625,0.0011,444.39979,3.20108,29.6698,0.55325,0.06038,7.5828,0.75859,4189.986,4.453,nan,nan,nan,nan,nan,0.647547343,0.000868328
2MASS J08461546+1942329,131.564425,19.709164,181.71,0.81,ms,nan,nan,nan,nan,7.786,0.02,8.334,0.003,8.116,0.004,8.443,0.003,0,1.012,1.8955,0.0084,48662.34428,761.35702,nan,nan,nan,nan,nan,8146.536,25.283,nan,nan,nan,nan,nan,1.787792171,0.001517004
2MASS J08461572+1805500,131.565506,18.097227,186.66,5.49,ms,nan,nan,nan,nan,14.341,0.074,18.461,0.003,17.159,0.007,20.409,0.076,0,0.994,0.1846,0.0035,15.41376,0.71678,115.80549,nan,nan,2.78247,0.28212,3111.202,7.592,0.44,nan,nan,nan,nan,0.217685143,0.004327679
2MASS J08461827+1843092,131.576151,18.719233,185.98,2.66,ms,nan,nan,nan,nan,13.259,0.036,17.126,0.003,15.879,0.005,18.829,0.024,0,1.047,0.2904,0.0038,40.14916,0.84715,83.28748,nan,nan,3.92744,0.39422,3302.595,6.046,nan,1.87E-14,2.88E-15,x,nan,0.312427005,0.002304855
2MASS J08462006+1841007,131.58362,18.683544,182.12,5.48,ms,nan,nan,nan,nan,12.257,0.026,16.137,0.003,14.849,0.004,17.665,0.011,0,2.427,0.3929,0.0051,81.18164,4.89731,61.44139,nan,nan,4.80558,0.48196,3460.58,6.784,7.93,2.17E-14,2.71E-15,x,nan,0.406869769,0.010175657
2MASS J08462006+2100321,131.583604,21.008923,181.1,5.26,ms,nan,nan,nan,nan,13.85,0.049,17.934,0.003,16.639,0.007,19.811,0.051,0,0.966,0.2101,0.0034,21.49926,0.98722,106.78379,nan,nan,3.12373,0.31575,3166.785,7.499,nan,nan,nan,nan,nan,0.24936725,0.00427456
2MASS J08462307+3845059,131.596132,38.751652,133.66,0.33,ms,nan,nan,nan,nan,9.636,0.018,11.551,0.003,10.913,0.004,12.02,0.003,0,0.966,0.8183,0.0007,1411.98529,6.48682,20.42124,1.59163,0.019,9.61705,0.96171,5088.855,4.479,nan,nan,nan,nan,nan,0.781844252,0.00046448
2MASS J08462344+2837226,131.597693,28.622953,153.5,2.32,ms,nan,nan,nan,nan,13.287,0.032,17.082,0.003,15.843,0.005,18.765,0.026,0,1.017,0.2458,0.0038,30.77664,0.75921,95.50706,nan,nan,3.52482,0.3541,3233.693,5.773,nan,nan,nan,nan,nan,0.284267112,0.002501503
2MASS J08462388+1958043,131.59953,19.967867,186.05,2.36,ms,nan,nan,nan,nan,12.612,0.022,16.39,0.003,15.181,0.004,17.911,0.016,0,0.97,0.3766,0.0022,67.28054,1.70509,64.42281,-4.59206,0.25357,4.6876,0.46902,3438.828,2.898,5.706,nan,nan,nan,nan,0.374242427,0.004347677
2MASS J08462499+2250329,131.604155,22.842489,167.45,5.74,ms,nan,nan,nan,nan,14.042,0.06,18.589,0.003,17.182,0.01,20.72,0.125,0,0.885,0.165,0.0039,12.05636,0.6101,123.28833,-6.05234,0.602,2.53717,0.25814,3066.847,8.933,nan,nan,nan,nan,nan,0.198875775,0.003751817
2MASS J08462594+1953356,131.608109,19.893244,198.49,17.06,ms,nan,nan,nan,nan,14.979,0.12,19.502,0.004,18.091,0.02,21.214,0.148,0,1.018,0.1409,0.0078,8.2891,1.09159,133.30455,nan,nan,2.13123,0.24658,2989.571,25.869,nan,nan,nan,nan,nan,0.174329488,0.007959629
2MASS J08462632+1750445,131.60968,17.845695,165.92,3.23,ms,nan,nan,nan,nan,13.507,0.039,17.57,0.003,16.304,0.006,19.337,0.029,1,0.964,0.2198,0.0023,24.37242,0.74916,103.59358,nan,nan,3.25237,0.32672,3187.737,5.057,nan,3.91E-15,1.04E-15,x,nan,0.261309879,0.002882529
2MASS J08462741+1912325,131.614239,19.209044,187.41,5.22,ms,nan,nan,nan,nan,13.916,0.049,18.088,0.003,16.789,0.006,19.943,0.056,1,1.021,0.2057,0.0033,20.29923,0.89368,108.28198,-6.13997,0.65712,3.06483,0.30965,3157.191,7.197,nan,nan,nan,nan,nan,0.24389879,0.004102023
2MASS J08462889+2221079,131.620407,22.352209,180.72,1.1,ms,nan,nan,nan,nan,7.637,0.024,8.16,0.003,7.946,0.004,8.264,0.003,0,1.028,1.8932,0.0041,58517.26183,797.09236,nan,7.5643,0.23523,nan,nan,8433.752,20.565,nan,nan,nan,nan,nan,1.829175414,0.003936793
2MASS J08463042+1938553,131.626778,19.648708,179.03,3.04,ms,nan,nan,nan,nan,13.287,0.032,17.418,0.003,16.118,0.005,19.296,0.025,1,0.958,0.2456,0.0043,30.73281,0.85149,95.57377,-5.41676,0.12247,3.52284,0.35431,3233.356,6.474,nan,nan,nan,nan,nan,0.284120836,0.002805383
2MASS J08463198+1858257,131.633274,18.973806,173.46,7.2,ms,nan,nan,nan,nan,14.602,0.083,18.916,0.003,17.576,0.017,20.83,0.089,0,0.959,0.1536,0.0038,10.15076,0.6389,127.92058,-3.32286,0.24551,2.35128,0.24475,3031.937,12.764,nan,1.80E-14,6.91E-15,x,nan,0.187365202,0.0039273
2MASS J08463304+1854242,131.63768,18.906729,185.05,0.6,ms,nan,nan,nan,nan,10.619,0.018,12.872,0.003,12.15,0.004,13.461,0.003,0,0.913,0.7406,0.0012,840.52508,6.29871,24.49621,0.92878,0.17025,9.15995,0.916,4648.903,5.327,nan,1.02E-14,7.69E-16,x,0,0.72193019,0.000972711
2MASS J08463327+1845394,131.638661,18.760958,163.89,1.85,ms,nan,nan,nan,nan,8.253,0.021,9.086,0.003,8.759,0.004,9.271,0.003,0,3.378,1.4505,0.0049,18870.19645,431.68973,nan,4.6971,0.0294,nan,nan,6786.738,17.191,nan,8.70E-14,1.91E-15,x,nan,1.601092347,0.010805662
2MASS J08463355+1814096,131.639829,18.236008,177.95,0.56,ms,nan,nan,nan,nan,10.597,0.018,12.839,0.003,12.111,0.004,13.435,0.003,0,1.035,0.7328,0.0011,798.93042,5.838,24.96384,0.8322,0.01699,9.13529,0.91354,4612.692,5.195,nan,nan,nan,nan,nan,0.715317673,0.000948591
2MASS J08463486+1915260,131.645283,19.257231,180.26,1.93,ms,nan,nan,nan,nan,12.873,0.025,16.668,0.003,15.451,0.005,18.223,0.012,0,0.953,0.338,0.0028,52.22414,0.82722,72.18981,-1.30259,0.11491,4.35696,0.43645,3378.725,4.55,30.95,nan,nan,nan,nan,0.341451521,0.001734752
2MASS J08463677+1913336,131.653235,19.226017,187.82,2.4,ms,nan,nan,nan,nan,12.897,0.026,16.426,0.003,15.27,0.005,17.781,0.013,1,0.975,0.3754,0.0022,66.34299,1.69365,64.65228,nan,nan,4.67878,0.46815,3437.203,2.919,nan,nan,nan,nan,nan,0.37180466,0.004379122
2MASS J08463789+2036516,131.657883,20.614353,164.11,5.06,ms,nan,nan,nan,nan,14.201,0.061,18.321,0.003,17.02,0.009,20.173,0.083,0,0.93,0.177,0.0035,14.0233,0.63792,118.61745,nan,nan,2.68278,0.27168,3094.195,8.05,nan,nan,nan,nan,nan,0.210361724,0.003380986
2MASS J08463821+1952448,131.659228,19.879122,186.32,3.21,ms,nan,nan,nan,nan,11.51,0.022,15.177,0.003,13.947,0.004,16.448,0.006,1,3.116,0.5074,0.0039,164.77611,4.51958,44.53959,-3.48522,0.08008,5.78602,0.57993,3680.268,10.772,nan,nan,nan,nan,nan,0.508923056,0.004211008
2MASS J08463894+1937088,131.662287,19.619125,184.46,2.34,ms,nan,nan,nan,nan,12.93,0.03,16.7,0.003,15.479,0.004,18.287,0.016,0,1.011,0.3402,0.0034,52.86202,0.99018,71.72035,-2.87492,0.20619,4.37679,0.43873,3382.24,5.373,7.71,nan,nan,nan,nan,0.342791601,0.002048502
2MASS J08464001+2134295,131.666713,21.574863,179.41,9.23,ms,nan,nan,nan,nan,14.59,0.069,19.077,0.004,17.751,0.015,20.707,0.08,0,0.98,0.1498,0.0047,9.55365,0.74718,129.50525,nan,nan,2.28378,0.24328,3019.26,15.746,nan,nan,nan,nan,nan,0.183464603,0.00484485
2MASS J08464032+1916304,131.668001,19.275114,170.66,3.32,ms,nan,nan,nan,nan,13.702,0.031,17.774,0.003,16.503,0.006,19.608,0.036,1,1.021,0.2118,0.0023,21.98645,0.67536,106.20573,-2.66806,0.08759,3.14671,0.3162,3170.528,5.054,nan,nan,nan,nan,nan,0.251500729,0.002880584
2MASS J08464164+2038493,131.673517,20.647036,174.68,7.49,ms,nan,nan,nan,nan,14.373,0.059,18.873,0.004,17.486,0.011,20.958,0.092,0,1.044,0.1561,0.004,10.56731,0.68758,126.88152,nan,nan,2.39606,0.24967,3040.346,13.181,nan,nan,nan,nan,nan,0.189952722,0.004055826
2MASS J08464281+1925343,131.678384,19.426195,182.23,2.34,ms,nan,nan,nan,nan,13.162,0.031,16.978,0.003,15.749,0.005,18.64,0.016,0,0.994,0.303,0.0034,43.05739,0.81631,80.15408,-2.76053,0.20302,4.04168,0.40533,3322.843,5.438,37.04,nan,nan,nan,nan,0.320146344,0.002073117
2MASS J08464732+1938410,131.697167,19.644739,183.79,0.6,ms,nan,nan,nan,nan,9.342,0.019,10.591,0.003,10.135,0.004,10.884,0.003,1,1.053,1.0807,0.0043,5826.05211,46.01231,11.77527,3.27893,0.01081,9.3103,0.93105,5990.886,5.125,nan,nan,nan,nan,nan,1.142369366,0.002135279
2MASS J08465012+2101129,131.708854,21.02025,177.91,0.47,ms,nan,nan,nan,nan,10.544,0.019,12.724,0.003,12.012,0.004,13.297,0.003,0,0.854,0.7501,0.001,893.49008,5.66228,23.94759,0.94572,0.01815,9.18963,0.91897,4692.503,4.507,nan,nan,nan,nan,nan,0.729891907,0.000823066
2MASS J08465270+4658210,131.7196,46.972515,148.75,0.81,ms,nan,nan,nan,nan,12.148,0.02,15.688,0.003,14.535,0.004,17.05,0.005,0,0.946,0.3937,0.001,81.8854,0.91066,61.30829,nan,nan,4.81101,0.48115,3461.579,1.281,nan,nan,nan,nan,nan,0.408369242,0.001921268
2MASS J08465370+1902569,131.723773,19.049152,179.23,3.54,ms,nan,nan,nan,nan,13.616,0.038,17.645,0.003,16.373,0.006,19.491,0.042,0,0.979,0.2249,0.0024,26.05513,0.81258,101.94014,nan,nan,3.32084,0.33357,3198.888,5.13,1.24,nan,nan,nan,nan,0.267666397,0.002923953
2MASS J08465563+1802010,131.731805,18.033628,178.15,11.25,ms,nan,nan,nan,nan,14.68,0.079,19.142,0.004,17.761,0.017,21.014,0.107,0,1.056,0.1463,0.0058,9.03812,0.86991,130.9748,-9.39458,0.61355,2.22202,0.24463,3007.66,19.216,1.18,nan,nan,nan,nan,0.179895532,0.005912484
2MASS J08465945+1954595,131.747719,19.916529,199.6,8.88,ms,nan,nan,nan,nan,14.473,0.07,18.764,0.003,17.433,0.014,20.768,0.117,0,0.965,0.1761,0.0051,13.85541,0.91177,118.98223,nan,nan,2.67118,0.27409,3092.015,11.533,nan,nan,nan,nan,nan,0.209446301,0.004843671
2MASS J08470401+0040219,131.766747,0.672756,260.33,1.99,ms,nan,nan,nan,nan,12.064,0.028,14.994,0.003,14.055,0.004,15.903,0.003,0,1.009,0.6096,0.0017,324.26452,1.73539,33.94801,nan,nan,6.73172,0.67325,3969.174,3.477,nan,nan,nan,nan,nan,0.61257031,0.000405659
2MASS J08470424+2216256,131.767689,22.273787,181.03,0.88,ms,nan,nan,nan,nan,11.283,0.018,14.312,0.003,13.359,0.004,15.242,0.004,0,1.042,0.5985,0.0011,313.44329,1.09187,34.93469,0.41379,0.18287,6.66485,0.66652,3947.063,2.265,nan,nan,nan,nan,nan,0.60999073,0.000264289
2MASS J08470496+1855428,131.770678,18.928574,182.83,3.43,ms,nan,nan,nan,nan,13.475,0.035,17.49,0.003,16.203,0.006,19.258,0.028,0,1.094,0.2425,0.0048,30.13449,0.92238,96.49979,nan,nan,3.49559,0.35205,3228.698,7.142,1.61,1.28E-14,1.43E-15,x,nan,0.282102642,0.003094921
2MASS J08470524+1902099,131.771849,19.036106,190.75,7.08,ms,nan,nan,nan,nan,14.268,0.06,18.479,0.003,17.152,0.01,20.4,0.078,0,1.035,0.1862,0.0044,15.74033,0.9253,115.21205,nan,nan,2.80397,0.28645,3114.704,9.542,1.75,nan,nan,nan,nan,0.219681271,0.005438683
