name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,RP,e_RP,BP,e_BP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J08332628+2331122,128.359538,23.520082,175.84,1.68,ms,nan,nan,nan,nan,12.369,0.021,16.023,0.003,14.842,0.005,17.474,0.009,1,0.998,0.3959,0.0016,84.01927,1.60858,60.91362,nan,nan,4.82717,0.48286,3464.559,2.196,nan,nan,nan,nan,nan,0.412838217,0.003294453
2MASS J08332700+1920288,128.362518,19.341335,173.92,6.14,ms,nan,nan,nan,nan,11.348,0.022,14.707,0.003,13.611,0.004,15.811,0.004,1,6.261,0.5411,0.0081,208.39908,14.70965,40.65271,-0.62835,0.07291,6.1084,0.6153,3772.991,21.542,nan,nan,nan,nan,nan,0.545644966,0.011848305
2MASS J08332709+4650598,128.362885,46.849953,153.62,0.36,ms,nan,nan,nan,nan,10.73,0.02,13.464,0.003,12.583,0.004,14.273,0.004,0,1.137,0.6504,0.0005,410.95206,1.42406,30.59005,nan,nan,7.34599,0.73467,4141.44,2.146,nan,nan,nan,nan,nan,0.638080739,0.000418511
2MASS J08332821+1843363,128.367558,18.726757,172.84,3.86,ms,nan,nan,nan,nan,14.018,0.043,18.013,0.003,16.728,0.009,19.799,0.11,0,1.042,0.2001,0.0027,18.87651,0.66577,110.21196,nan,nan,2.99031,0.30114,3145.053,5.79,1.628,nan,nan,nan,nan,0.236980328,0.003300176
2MASS J08332956+1225287,128.373197,12.424651,222.43,0.87,ms,nan,nan,nan,nan,10.673,0.018,12.465,0.003,11.856,0.004,12.918,0.003,0,0.897,0.8593,0.002,1563.31749,7.20952,18.62035,1.92167,0.04473,9.30453,0.93059,5168.712,3.497,nan,nan,nan,nan,nan,0.796742333,0.000699379
2MASS J08333385+1824300,128.391045,18.408346,201.87,7.16,ms,nan,nan,nan,nan,14.224,0.056,18.283,0.003,16.994,0.011,19.95,0.102,0,0.982,0.2038,0.0042,19.81312,1.11257,108.92144,nan,nan,3.03997,0.30912,3153.142,9.126,nan,nan,nan,nan,nan,0.241590984,0.00520167
2MASS J08333394+2004256,128.391453,20.073792,187.87,2.06,ms,nan,nan,nan,nan,12.547,0.023,16.156,0.003,14.987,0.005,17.572,0.009,0,1.023,0.3968,0.0019,84.84029,1.86079,60.76521,nan,nan,4.83327,0.48352,3465.685,2.513,14.59,nan,nan,nan,nan,0.414527501,0.003768937
2MASS J08333450+1957059,128.393776,19.951649,183.24,6.89,ms,nan,nan,nan,nan,14.321,0.063,18.444,0.003,17.143,0.011,20.22,0.071,0,1.115,0.1833,0.0043,15.16793,0.84246,116.2721,nan,nan,2.76522,0.28297,3108.393,9.781,0.799,nan,nan,nan,nan,0.216325016,0.004108212
2MASS J08333512+2024541,128.396354,20.415031,174.37,8.9,ms,nan,nan,nan,nan,14.489,0.078,18.831,0.003,17.504,0.011,20.744,0.118,0,1.032,0.1578,0.0047,10.84944,0.84149,126.20597,nan,nan,2.42539,0.2564,3045.856,15.62,nan,nan,nan,nan,nan,0.191647963,0.004806208
2MASS J08333747+3114258,128.406163,31.240511,158.64,3.39,ms,nan,nan,nan,nan,13.817,0.049,17.969,0.003,16.657,0.007,19.939,0.063,0,1.103,0.1922,0.0026,17.03689,0.5749,113.00258,nan,nan,2.88515,0.29052,3127.926,5.544,nan,nan,nan,nan,nan,0.227217685,0.00315983
2MASS J08333802+1857175,128.408453,18.95488,179.99,1.77,ms,nan,nan,nan,nan,12.52,0.019,16.064,0.003,14.912,0.005,17.449,0.012,0,1.057,0.3967,0.0017,84.75972,1.66953,60.7797,nan,nan,4.83268,0.48342,3465.575,2.259,11.93,nan,nan,nan,nan,0.414362455,0.003388486
2MASS J08333838+2028525,128.409919,20.481268,191.25,4.19,ms,nan,nan,nan,nan,13.43,0.028,17.292,0.003,16.065,0.005,18.916,0.025,1,0.988,0.2775,0.0058,37.39814,1.20758,86.6134,nan,nan,3.80774,0.38456,3282.044,9.201,nan,nan,nan,nan,nan,0.304591927,0.003507915
2MASS J08333967+1228548,128.415325,12.481892,228.75,3.83,ms,nan,nan,nan,nan,12.982,0.03,16.626,0.003,15.45,0.005,18.052,0.013,0,1.036,0.3934,0.0029,81.62685,2.72896,61.35702,nan,nan,4.80902,0.48135,3461.213,3.809,nan,nan,nan,nan,nan,0.40781987,0.005712775
2MASS J08333989+2710124,128.416215,27.17012,175.03,1.22,ms,nan,nan,nan,nan,12.026,0.021,15.411,0.003,14.313,0.004,16.631,0.005,0,1.014,0.4565,0.0015,125.80946,1.44533,51.27164,nan,nan,5.46047,0.54623,3592.958,2.977,nan,nan,nan,nan,nan,0.465774776,0.001785904
2MASS J08334264+0420076,128.427699,4.33545,244.63,2.69,ms,nan,nan,nan,nan,12.221,0.024,15.387,0.003,14.372,0.004,16.43,0.004,0,0.999,0.5476,0.0026,220.18203,4.81948,39.94999,nan,nan,6.16804,0.61725,3790.363,6.839,nan,nan,nan,nan,nan,0.5551994,0.003761427
2MASS J08334273+2014401,128.428055,20.24448,185.51,0.56,ms,nan,nan,nan,nan,10.9,0.02,13.397,0.003,12.595,0.004,14.09,0.003,0,1.054,0.6921,0.0004,557.35146,4.88446,27.56156,0.615,0.04828,8.33456,0.83381,4329.884,5.305,nan,nan,nan,nan,nan,0.675830645,0.001212621
2MASS J08334294+2345424,128.428952,23.761784,171.07,0.38,ms,nan,nan,nan,nan,10.332,0.019,12.335,0.003,11.677,0.004,12.843,0.003,0,0.971,0.7915,0.0006,1173.14848,4.98306,21.72366,1.39277,0.05451,9.42216,0.94224,4907.782,4.142,nan,nan,nan,nan,nan,0.763066241,0.00042952
2MASS J08334395+1847508,128.433139,18.797457,186.95,1.69,ms,nan,nan,nan,nan,12.635,0.021,16.158,0.003,14.997,0.005,17.557,0.009,0,1.071,0.3958,0.0016,83.86965,1.52074,60.94087,nan,nan,4.82605,0.48274,3464.352,2.081,nan,nan,nan,nan,nan,0.412528581,0.003121662
2MASS J08334526+1939160,128.438598,19.654448,183.17,12.4,ms,nan,nan,nan,nan,12.668,0.026,16.849,0.009,15.422,0.005,18.467,0.014,0,5.797,0.3201,0.0174,47.32316,4.77088,76.13538,nan,nan,4.19599,0.44797,3350.194,27.81,nan,nan,nan,nan,nan,0.330573799,0.010602388
2MASS J08334584+3527443,128.441025,35.462307,131.72,1.72,ms,nan,nan,nan,nan,13.069,0.03,16.997,0.003,15.753,0.005,18.675,0.029,0,1.003,0.2237,0.0016,25.66724,0.5299,102.30896,nan,nan,3.30546,0.33121,3196.383,3.413,nan,nan,nan,nan,nan,0.266238313,0.001945612
2MASS J08334683+2010238,128.445162,20.173279,144.42,14.54,ms,nan,nan,nan,nan,15.499,0.19,20.388,0.006,18.869,0.035,21.254,0.12,0,0.996,0.0919,0.002,2.83583,0.40973,156.57592,nan,nan,0.95419,0.17179,2718.598,39.073,nan,nan,nan,nan,nan,0.123859819,0.003907293
2MASS J08334697+2126276,128.445734,21.441017,182.27,0.66,ms,nan,nan,nan,nan,11.148,0.023,14.033,0.003,13.111,0.004,14.907,0.003,0,1.008,0.6302,0.001,359.12108,2.46066,32.20103,nan,nan,6.97113,0.69733,4045.839,5.437,14.661,nan,nan,nan,nan,0.622614379,0.000741398
2MASS J08335077+1946586,128.461577,19.782969,190.64,0.99,ms,nan,nan,nan,nan,11.725,0.019,14.875,0.003,13.856,0.004,15.925,0.004,0,1.057,0.5445,0.0012,214.38829,2.26942,40.28886,0.21571,0.05721,6.13913,0.61402,3781.94,3.326,nan,nan,nan,nan,nan,0.550567075,0.001829233
2MASS J08335224+1926118,128.467695,19.436613,196.34,10,ms,nan,nan,nan,nan,14.447,0.066,18.379,0.004,17.09,0.01,20.362,0.092,0,1.019,0.1952,0.006,17.70055,1.43327,111.95322,nan,nan,2.92434,0.30314,3134.309,13.006,nan,nan,nan,nan,nan,0.2308561,0.007413251
2MASS J08335770+0624183,128.490442,6.405106,224.46,1.04,ms,nan,nan,nan,nan,10.913,0.021,12.915,0.003,12.253,0.004,13.424,0.004,0,1.076,0.7926,0.0011,1181.78816,9.28234,21.67012,1.06282,0.11332,9.4345,0.94354,4914.952,7.645,nan,nan,nan,nan,nan,0.763809793,0.000792828
2MASS J08335924+1921454,128.496871,19.362631,191.99,1.65,ms,nan,nan,nan,nan,11.001,0.019,14.173,0.003,13.157,0.004,15.213,0.004,1,1.891,0.627,0.0022,351.27474,5.41475,32.46538,-0.49227,0.16904,6.91504,0.69259,4028.25,12.18,15.285,nan,nan,nan,nan,0.620215886,0.001660847
2MASS J08340008+0948270,128.50036,9.807517,200.35,4.23,ms,nan,nan,nan,nan,13.19,0.033,17.109,0.003,15.865,0.006,18.807,0.02,0,1.164,0.3122,0.0055,45.28498,1.40911,77.97848,nan,nan,4.12407,0.41543,3337.447,8.872,nan,nan,nan,nan,nan,0.325714257,0.003382392
2MASS J08340049+1855361,128.502051,18.926706,186.48,2.29,ms,nan,nan,nan,nan,12.51,0.024,16.267,0.003,15.072,0.005,17.801,0.012,0,1.042,0.3867,0.0021,75.58243,1.85476,62.55641,nan,nan,4.76069,0.47631,3452.303,2.808,nan,nan,nan,nan,nan,0.394454995,0.004211499
2MASS J08340155+2100390,128.506477,21.010847,195.27,5.34,ms,nan,nan,nan,nan,13.893,0.04,17.871,0.003,16.595,0.006,19.732,0.045,0,1.075,0.2227,0.0033,25.3164,1.09418,102.64873,nan,nan,3.29134,0.33198,3194.084,7.068,nan,nan,nan,nan,nan,0.264927932,0.004028596
2MASS J08340246+1919219,128.510263,19.322771,182.21,4.88,ms,nan,nan,nan,nan,11.759,0.019,15.398,0.003,14.222,0.004,16.649,0.008,0,3.389,0.4662,0.0056,135.54007,5.91108,49.89924,nan,nan,5.5389,0.55537,3612.371,11.123,nan,nan,nan,nan,nan,0.477422353,0.006673957
2MASS J08340314+2020305,128.513108,20.34182,185.93,2.17,ms,nan,nan,nan,nan,12.968,0.026,16.709,0.003,15.508,0.005,18.217,0.019,0,0.973,0.3412,0.0031,53.15626,0.91682,71.50689,nan,nan,4.38586,0.43947,3383.847,4.951,28.59,3.75E-13,1.54E-13,r,0,0.343404303,0.001887623
2MASS J08340356+1947429,128.514837,19.795275,180.06,0.7,ms,nan,nan,nan,nan,10.678,0.024,12.966,0.003,12.227,0.004,13.575,0.003,1,1.027,0.7217,0.0009,750.53608,3.6151,25.64095,0.79392,0.02621,9.10197,0.9102,4555.63,4.77,nan,nan,nan,nan,nan,0.709672262,0.000357744
2MASS J08340433+1658247,128.518057,16.973534,188.14,3.38,ms,nan,nan,nan,nan,13.493,0.042,17.415,0.003,16.166,0.006,19.168,0.04,0,0.955,0.2586,0.0046,33.37658,0.97832,91.79665,nan,nan,3.63723,0.36592,3252.905,6.844,nan,nan,nan,nan,nan,0.29259199,0.002965619
2MASS J08340436+2034303,128.518177,20.5751,177.52,0.47,ms,nan,nan,nan,nan,10.442,0.025,12.5,0.003,11.82,0.004,13.034,0.003,0,1.004,0.7824,0.0007,1101.2971,5.34069,22.19183,1.45545,0.03717,9.33856,0.93388,4846.023,4.727,nan,nan,nan,nan,nan,0.756661594,0.000490234
2MASS J08340489+2040473,128.520392,20.679821,181.05,1.54,ms,nan,nan,nan,nan,12.391,0.024,16.107,0.003,14.906,0.004,17.627,0.01,0,1.066,0.3943,0.0015,82.46108,1.40862,61.20052,nan,nan,4.81541,0.48166,3462.391,1.962,nan,nan,nan,nan,nan,0.409586259,0.002942425
2MASS J08340534+0356098,128.522268,3.936081,243.54,9.36,ms,nan,nan,nan,nan,14.073,0.068,17.944,0.003,16.721,0.007,19.697,0.034,0,0.957,0.2623,0.0096,34.16768,2.15082,90.75592,nan,nan,3.6697,0.3766,3258.454,14.461,nan,nan,nan,nan,nan,0.29499667,0.006266579
2MASS J08340655+2514002,128.527319,25.233416,180.15,0.91,ms,nan,nan,nan,nan,7.538,0.02,7.999,0.003,7.817,0.004,8.085,0.003,0,1.064,1.8756,0.0039,68281.25472,779.94805,nan,nan,nan,nan,nan,8626.024,6.577,nan,nan,nan,nan,nan,1.894310915,0.00841838
2MASS J08340669+2049468,128.527886,20.82967,185.91,4.28,ms,nan,nan,nan,nan,13.865,0.042,17.815,0.003,16.545,0.006,19.522,0.049,0,0.953,0.2199,0.0027,24.40796,0.88749,103.55717,nan,nan,3.25387,0.32744,3187.98,5.966,1.15,nan,nan,nan,nan,0.261448606,0.003400469
2MASS J08340878+2119154,128.536596,21.320953,167.63,1.14,ms,nan,nan,nan,nan,11.829,0.001,15.277,0.003,14.136,0.009,16.332,0.019,0,1.051,0.4604,0.0015,129.62234,1.45423,50.71633,nan,nan,5.49657,0.54976,3600.738,2.907,nan,nan,nan,nan,nan,0.470442729,0.001744278
2MASS J08341024+1948177,128.542684,19.804943,185.23,0.57,ms,nan,nan,nan,nan,10.989,0.019,13.541,0.003,12.719,0.004,14.26,0.003,0,1.02,0.6803,0.0007,498.44531,2.14173,28.38068,0.53869,0.18356,7.97751,0.79789,4261.192,2.66,nan,nan,nan,nan,nan,0.661432367,0.000518725
2MASS J08341035+4617097,128.543161,46.286037,161.37,3.7,ms,nan,nan,nan,nan,13.532,0.033,17.669,0.003,16.436,0.02,19.689,0.111,0,1.12,0.2109,0.0027,21.72563,0.78675,106.51313,nan,nan,3.13447,0.31556,3168.534,5.942,nan,nan,nan,nan,nan,0.250364526,0.003386905
2MASS J08341139+2104148,128.547494,21.070778,180.56,6.16,ms,nan,nan,nan,nan,14.088,0.046,18.07,0.003,16.805,0.007,19.982,0.055,0,0.966,0.2022,0.004,19.39947,1.04748,109.48157,nan,nan,3.01833,0.30661,3149.618,8.784,nan,nan,nan,nan,nan,0.239582168,0.005006949
2MASS J08341389+2123521,128.557876,21.397833,186.31,3.23,ms,nan,nan,nan,nan,13.297,0.036,17.225,0.003,15.983,0.005,18.895,0.032,0,1.021,0.2788,0.0046,37.65543,0.96231,86.28554,nan,nan,3.81935,0.38432,3284.029,7.306,1.56,nan,nan,nan,nan,0.305348745,0.002785463
2MASS J08341466+2658397,128.561095,26.977709,178.95,6.01,ms,nan,nan,nan,nan,13.922,0.047,18.219,0.003,16.891,0.008,20.225,0.069,0,1.131,0.1929,0.004,17.17998,0.91308,112.77197,nan,nan,2.89373,0.29421,3129.323,8.65,nan,nan,nan,nan,nan,0.228013969,0.004930382
2MASS J08341803+1828154,128.575161,18.470959,179.61,4.52,ms,nan,nan,nan,nan,13.72,0.037,17.623,0.003,16.342,0.012,19.432,0.056,0,1.112,0.2264,0.003,26.55984,1.05598,101.47059,nan,nan,3.33991,0.33616,3202.093,6.512,nan,nan,nan,nan,nan,0.269493078,0.003712109
2MASS J08342092+2031444,128.587175,20.529016,188.97,4.86,ms,nan,nan,nan,nan,14.159,0.054,18.194,0.003,16.906,0.008,19.973,0.059,0,1.02,0.2008,0.0031,19.05081,0.77413,109.96568,nan,nan,2.99973,0.30274,3146.589,6.653,0.7,nan,nan,nan,nan,0.237855452,0.003792369
2MASS J08342121+2152438,128.588398,21.878857,195.59,0.7,ms,nan,nan,nan,nan,10.629,0.022,12.655,0.003,11.989,0.004,13.173,0.003,0,0.969,0.7884,0.0009,1147.89841,7.15223,21.88341,1.21296,0.02128,9.39123,0.93916,4886.52,6.07,nan,nan,nan,nan,nan,0.760861351,0.000629433
2MASS J08342412+1947362,128.600501,19.793392,185.37,0.64,ms,nan,nan,nan,nan,10.629,0.022,12.857,0.003,12.142,0.004,13.437,0.003,0,1.039,0.7435,0.0012,856.06352,6.76938,24.33012,0.93577,0.03026,9.16884,0.91689,4661.973,5.62,nan,nan,nan,nan,nan,0.724316783,0.001026212
2MASS J08342609+1603034,128.608731,16.050961,163.23,2.68,ms,nan,nan,nan,nan,13.499,0.037,17.514,0.003,16.262,0.007,19.213,0.044,0,1.041,0.2209,0.002,24.73559,0.64137,103.22464,nan,nan,3.26754,0.32781,3190.207,4.276,nan,nan,nan,nan,nan,0.262718136,0.002437261
2MASS J08342626+1712441,128.609454,17.212252,213.45,4.98,ms,nan,nan,nan,nan,13.976,0.045,17.702,0.003,16.456,0.011,19.263,0.037,0,0.96,0.2571,0.0059,33.05675,1.25886,92.22839,nan,nan,3.62388,0.36607,3250.624,8.854,nan,nan,nan,nan,nan,0.291603615,0.003836561
2MASS J08342738+1841501,128.614108,18.697277,175.23,7.69,ms,nan,nan,nan,nan,14.465,0.059,18.668,0.004,17.364,0.012,20.849,0.144,0,1.083,0.1661,0.005,12.21681,0.79326,122.87149,-5.73837,0.42905,2.5499,0.2621,3069.239,11.384,nan,nan,nan,nan,nan,0.199880525,0.004781311
2MASS J08343109+2037456,128.629546,20.62936,184.48,4.7,ms,nan,nan,nan,nan,14.117,0.054,18.264,0.003,16.938,0.01,20.284,0.092,0,1.039,0.1941,0.003,17.44329,0.70213,112.35392,nan,nan,2.90933,0.29373,3131.863,6.592,0.38,nan,nan,nan,nan,0.229462176,0.003757328
2MASS J08343162+2314105,128.63179,23.236275,166.85,0.42,ms,nan,nan,nan,nan,8.678,0.02,9.712,0.003,9.318,0.004,9.95,0.003,0,0.909,1.2594,0.0017,10717.71767,66.82272,8.56186,nan,nan,8.8257,0.88258,6373.568,4.153,nan,nan,nan,nan,nan,1.372433526,0.002367104
2MASS J08343369+1643364,128.640412,16.726795,200.32,4.19,ms,nan,nan,nan,nan,13.535,0.036,17.364,0.003,16.143,0.008,18.919,0.04,0,1.115,0.281,0.0055,38.12632,1.17531,85.6949,nan,nan,3.8404,0.38747,3287.628,8.79,nan,nan,nan,nan,nan,0.306720555,0.003351369
2MASS J08343429+2122073,128.642899,21.3687,201.52,7.85,ms,nan,nan,nan,nan,12.644,0.025,16.667,0.004,15.314,0.004,18.309,0.02,0,2.381,0.3676,0.0101,61.52063,3.54269,66.14418,nan,nan,4.61888,0.47018,3426.158,16.21,15.1,2.14E-14,3.93E-15,x,nan,0.359535338,0.006180181
2MASS J08343431+1847565,128.642993,18.79904,188.26,2.07,ms,nan,nan,nan,nan,12.345,0.024,16.039,0.003,14.864,0.005,17.474,0.01,0,1.087,0.4085,0.0025,92.46351,1.35078,58.75053,-3.47365,0.24307,4.96011,0.49696,3489.068,5.669,8.858,nan,nan,nan,nan,0.42629675,0.001574653
2MASS J08343499+1904229,128.645804,19.073046,180.62,3.37,ms,nan,nan,nan,nan,13.352,0.027,17.347,0.003,16.075,0.006,19.103,0.05,0,1.039,0.2562,0.0047,32.86886,1.00057,92.48508,-3.0634,0.31031,3.61598,0.36398,3249.273,7.104,nan,nan,nan,nan,nan,0.291018493,0.003078236
2MASS J08343646+1823530,128.651926,18.398083,189.26,0.97,ms,nan,nan,nan,nan,11.432,0.019,14.458,0.003,13.487,0.004,15.417,0.004,0,1.02,0.5934,0.0012,308.55821,1.12894,35.40308,0.4093,0.17792,6.6339,0.66343,3936.831,2.379,nan,nan,nan,nan,nan,0.608796902,0.000277564
2MASS J08343743+0457174,128.655992,4.954843,217.13,6.75,ms,nan,nan,nan,nan,14.2,0.058,18.224,0.003,16.947,0.008,19.995,0.061,0,0.963,0.2159,0.0037,23.17416,1.13945,104.8625,nan,nan,3.20067,0.32383,3179.316,8.017,nan,nan,nan,nan,nan,0.256509893,0.004569957
2MASS J08343970+1908126,128.665424,19.136856,178.86,1.98,ms,nan,nan,nan,nan,12.794,0.021,16.613,0.003,15.39,0.006,18.212,0.014,0,1.018,0.3426,0.0029,53.58134,0.87713,71.20188,-5.39735,0.16131,4.39887,0.44069,3386.153,4.701,13.89,nan,nan,nan,nan,0.344283505,0.001792348
2MASS J08344714+1801162,128.696419,18.021179,189.94,0.63,ms,nan,nan,nan,nan,10.83,0.019,13.236,0.003,12.467,0.004,13.88,0.003,0,0.982,0.7063,0.0008,690.93516,2.89831,26.62058,0.61401,0.12307,8.96146,0.89631,4473.495,4.155,nan,nan,nan,nan,nan,0.7035121,0.000311649
2MASS J08344851+1755588,128.702154,17.933027,172.87,4.93,ms,nan,nan,nan,nan,13.917,0.054,18.046,0.003,16.752,0.007,20.02,0.083,0,0.97,0.1983,0.0034,18.43752,0.83121,110.84534,nan,nan,2.96618,0.30005,3141.123,7.366,nan,nan,nan,nan,nan,0.234739944,0.004198378
2MASS J08344871+2018404,128.702999,20.311243,183.17,12.4,ms,nan,nan,nan,nan,15.545,0.137,20.353,0.014,18.542,0.034,21.371,0.145,0,nan,0.1089,0.0033,4.64294,0.33025,148.04466,nan,nan,1.47306,0.16998,2849.164,18.847,nan,nan,nan,nan,nan,0.143200933,0.002984185
2MASS J08344931+1725480,128.705485,17.430023,179.56,1.66,ms,nan,nan,nan,nan,12.296,0.021,15.969,0.003,14.786,0.005,17.417,0.013,0,1.011,0.405,0.0021,90.64712,1.11671,59.33521,nan,nan,4.91805,0.49249,3481.314,4.786,nan,nan,nan,nan,nan,0.424142652,0.001329381
2MASS J08344967+1847040,128.706999,18.784451,186.89,2.1,ms,nan,nan,nan,nan,11.956,0.022,15.409,0.003,14.288,0.004,16.605,0.006,0,1.855,0.4709,0.0046,140.03504,2.48532,49.25217,nan,nan,5.5709,0.55753,3621.163,6.112,nan,nan,nan,nan,nan,0.482552265,0.002903267
2MASS J08345385+1801055,128.724393,18.018211,180.79,4.22,ms,nan,nan,nan,nan,13.759,0.045,17.821,0.003,16.55,0.007,19.695,0.063,0,1.079,0.2162,0.0028,23.26246,0.85763,104.76616,nan,nan,3.20457,0.3226,3179.951,6.047,nan,nan,nan,nan,nan,0.256872005,0.003447039
2MASS J08345495+2138544,128.72897,21.648472,189.05,3.6,ms,nan,nan,nan,nan,13.39,0.028,17.253,0.003,16.004,0.006,19.024,0.03,0,1.103,0.2792,0.005,37.74951,1.05947,86.16657,nan,nan,3.82358,0.38522,3284.752,8.014,nan,nan,nan,nan,nan,0.305624181,0.003055309
2MASS J08345513+2006198,128.729723,20.105513,181.21,1.36,ms,nan,nan,nan,nan,11.907,0.02,15.17,0.003,14.112,0.004,16.296,0.005,0,1.045,0.5018,0.0017,158.50221,1.91441,45.22907,nan,nan,5.72977,0.57324,3664.814,4.78,nan,nan,nan,nan,nan,0.502881944,0.001868362
2MASS J08345539+2011040,128.730817,20.184462,183.17,12.4,ms,nan,nan,nan,nan,13.01,0.028,17.801,0.004,15.746,0.018,18.986,0.022,1,nan,0.2189,0.0079,24.0889,2.60374,103.88652,nan,nan,3.24037,0.3407,3185.782,17.144,nan,nan,nan,nan,nan,0.26019584,0.009772113
2MASS J08345583+1836354,128.73266,18.60984,169.53,10.38,ms,nan,nan,nan,nan,14.868,0.082,19.166,0.004,17.792,0.022,21.011,0.199,0,1.007,0.1406,0.0056,8.25219,0.76977,133.426,nan,nan,2.12676,0.2307,2988.638,18.649,nan,nan,nan,nan,nan,0.174042362,0.005738031
2MASS J08345600+1619318,128.733338,16.325516,185.65,6.3,ms,nan,nan,nan,nan,14.096,0.056,18.418,0.004,17.092,0.014,20.291,0.098,0,1.042,0.1863,0.004,15.76478,0.84725,115.16825,nan,nan,2.80556,0.28565,3114.963,8.744,nan,nan,nan,nan,nan,0.219829061,0.004984144
2MASS J08345733+1729160,128.738894,17.487801,197.82,10.49,ms,nan,nan,nan,nan,14.455,0.07,18.636,0.003,17.319,0.018,20.224,0.088,0,0.972,0.1819,0.006,14.90698,1.17133,116.78625,nan,nan,2.74594,0.28717,3105.253,13.688,nan,nan,nan,nan,nan,0.215006092,0.005748863
2MASS J08345927+2108373,128.746988,21.143705,186.13,3.71,ms,nan,nan,nan,nan,13.448,0.033,17.561,0.003,16.249,0.006,19.579,0.051,0,1.031,0.2387,0.0051,29.42121,0.95684,97.64198,nan,nan,3.46239,0.34907,3223.024,7.581,0.26,nan,nan,nan,nan,0.279643699,0.0032853
2MASS J08345931+1340506,128.747136,13.680729,202.7,2.86,ms,nan,nan,nan,nan,12.854,0.027,16.682,0.003,15.46,0.005,18.258,0.015,0,0.989,0.3673,0.0037,61.42443,1.27867,66.19906,nan,nan,4.61642,0.46277,3425.705,5.965,nan,nan,nan,nan,nan,0.359362602,0.002274248
2MASS J08345963+2105492,128.748494,21.097,180.99,0.71,ms,nan,nan,nan,nan,9.684,0.019,11.013,0.003,10.513,0.004,11.34,0.003,0,0.996,0.9979,0.0013,3896.40185,23.86259,13.86162,2.91682,0.18097,9.57314,0.95737,5759.701,6.629,nan,nan,nan,nan,nan,1.009940181,0.001325811
2MASS J08345969+2317592,128.748715,23.299805,181.23,4.21,ms,nan,nan,nan,nan,13.969,0.038,17.957,0.003,16.673,0.007,19.765,0.086,0,1.023,0.2089,0.0028,21.16931,0.77671,107.18487,nan,nan,3.10787,0.31298,3164.201,6.019,nan,nan,nan,nan,nan,0.24789474,0.003430768
2MASS J08350378+2049523,128.765757,20.831211,184.1,1.39,ms,nan,nan,nan,nan,12.359,0.02,15.636,0.003,14.566,0.004,16.81,0.006,1,1.002,0.4453,0.0016,115.48401,1.43332,52.90469,nan,nan,5.35459,0.53568,3570.643,3.214,nan,nan,nan,nan,nan,0.452385851,0.00192853
2MASS J08350623+1849246,128.775993,18.823517,183.59,2.37,ms,nan,nan,nan,nan,12.952,0.024,16.79,0.003,15.561,0.005,18.44,0.027,0,1.011,0.3279,0.0034,49.40804,0.94164,74.37918,-3.8986,0.32003,4.26641,0.42775,3362.676,5.466,9.65,nan,nan,nan,nan,0.335332795,0.002083944
2MASS J08350633+1956480,128.776389,19.946667,199.32,6.96,ms,nan,nan,nan,nan,13.987,0.046,18.376,0.003,17.024,0.015,20.338,0.074,0,1,0.1972,0.0041,18.16239,1.00394,111.2522,-9.89145,1.23662,2.95076,0.30019,3138.611,8.987,nan,nan,nan,nan,nan,0.233308505,0.005122554
2MASS J08350789+2020232,128.78288,20.339781,197.38,2.27,ms,nan,nan,nan,nan,12.746,0.02,16.33,0.003,15.163,0.004,17.731,0.01,1,0.978,0.3915,0.002,79.8445,1.83591,61.69842,nan,nan,4.79515,0.47973,3458.656,2.633,nan,nan,nan,nan,nan,0.40398464,0.003949171
2MASS J08350805+1959253,128.783579,19.990372,183.17,12.4,ms,nan,nan,nan,nan,10.447,0.019,12.91,0.004,12.085,0.004,13.553,0.003,1,nan,0.7315,0.0216,792.54227,118.18911,25.03883,0.63101,0.02928,9.13139,0.91563,4606.964,99.176,nan,nan,nan,nan,nan,0.714271716,0.01811036
2MASS J08351477+1916317,128.811569,19.275478,187.08,1.71,ms,nan,nan,nan,nan,12.073,0.022,15.762,0.003,14.583,0.004,17.195,0.01,0,1.157,0.4362,0.0021,108.46062,1.32139,54.28619,-2.3634,0.09653,5.26347,0.52683,3551.44,4.733,11.994,3.81E-14,1.16E-14,r,nan,0.44362218,0.001314775
2MASS J08351521+1922315,128.813405,19.375435,177.12,6.89,ms,nan,nan,nan,nan,14.324,0.06,18.515,0.003,17.195,0.015,20.475,0.105,0,1.034,0.1755,0.0044,13.75804,0.79075,119.19641,nan,nan,2.66438,0.27182,3090.739,10.113,nan,nan,nan,nan,nan,0.208910306,0.004247296
2MASS J08351587+1750446,128.816143,17.845741,203.76,9.38,ms,nan,nan,nan,nan,14.87,0.105,18.802,0.004,17.465,0.016,20.68,0.103,0,0.992,0.1765,0.0052,13.91898,0.94843,118.84346,nan,nan,2.67559,0.27499,3092.843,11.928,nan,nan,nan,nan,nan,0.209794182,0.005009881
2MASS J08351605+1912077,128.81689,19.202156,197.38,3.81,ms,nan,nan,nan,nan,13.456,0.032,17.367,0.003,16.123,0.006,19.101,0.035,0,1.017,0.2767,0.0051,37.23489,1.0593,86.82335,nan,nan,3.80032,0.38299,3280.778,8.122,nan,nan,nan,nan,nan,0.304109023,0.003096455
