name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,BP,e_BP,RP,e_RP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J04570066+1354446,74.252790,13.912389,56.1392212,0.048193,ms,nan,nan,nan,nan,8.119,0.017,10.488,0.003,11.132,0.003,9.721,0.004,0,0.942,0.709,0.000,701.29212,1.33190,26.44104,nan,nan,9.02252,0.90229,4488.26419,1.883499805,nan,nan,nan,nan,nan,0.704619814,0.000141262
2MASS J04571847+2136085,74.326968,21.602362,61.695713,0.14705085,ms,nan,nan,nan,nan,11.331,0.018,15.361,0.003,17.163,0.005,14.085,0.004,0,1.068,0.219,0.000,24.14886,0.10433,103.82420,-4.18038,0.06113,3.24292,0.32432,3186.197395,0.720114011,nan,nan,nan,nan,nan,0.260432515,0.000410465
2MASS J04572691+2201031,74.362148,22.017550,54.5250397,0.270525,ms,nan,nan,nan,nan,12.115,0.024,16.395,0.003,18.309,0.029,15.032,0.005,0,1.440,0.151,0.000,9.70122,0.07506,129.10249,nan,nan,2.30085,0.23024,3022.465156,1.611703451,nan,nan,nan,nan,nan,0.184450817,0.000495909
2MASS J04572755+1356427,74.364807,13.945210,54.7177925,0.10733795,ms,nan,nan,nan,nan,11.081,0.021,14.989,0.003,16.722,0.006,13.733,0.004,0,1.095,0.225,0.000,26.16875,0.09846,101.83343,nan,nan,3.32530,0.33255,3199.615214,0.627310836,nan,nan,nan,nan,nan,0.268080672,0.000357567
2MASS J04574644+1628202,74.443535,16.472298,65.4950485,0.179348,ms,nan,nan,nan,nan,10.589,0.019,14.423,0.003,16.026,0.006,13.194,0.004,0,1.331,0.335,0.001,51.28207,0.23044,72.90044,-4.63907,0.03677,4.32722,0.43278,3373.454786,1.298128362,nan,nan,nan,nan,nan,0.339442137,0.000494911
2MASS J04574950+1400079,74.456280,14.002206,54.2509308,0.0501175,ms,nan,nan,nan,nan,7.235,0.017,8.711,0.003,9.072,0.003,8.181,0.004,0,0.891,0.947,0.000,2763.06955,9.99947,15.41091,nan,nan,9.46446,0.94652,5526.564767,2.745508527,8.5331,1.90E-13,7.31E-14,r,nan,0.922647742,0.00050988
2MASS J04575778+1427071,74.490773,14.451995,48.3809776,0.066946,ms,nan,nan,nan,nan,10.459,0.022,14.372,0.003,16.056,0.006,13.123,0.004,0,1.185,0.261,0.000,33.88794,0.10732,91.11959,-4.35146,0.05489,3.65830,0.36586,3256.506465,0.749031441,2.0494,nan,nan,nan,nan,0.294152802,0.00032458
2MASS J04581296+4003248,74.554020,40.056911,48.2948608,0.0519104,ms,nan,nan,nan,nan,5.862,0.018,7.126,0.003,7.357,0.003,6.709,0.004,2,0.977,1.204,0.000,9042.98323,33.03087,9.39800,nan,nan,8.95724,0.89573,6261.528346,1.58343639,nan,7.77E-13,1.23E-13,r,nan,1.304974197,0.001630939
2MASS J04581370-0246267,74.557109,-2.774090,52.5425835,0.09884835,ms,nan,nan,nan,nan,11.166,0.023,15.235,0.003,17.059,0.006,13.953,0.004,2,1.061,0.207,0.000,20.56504,0.07527,107.94053,nan,nan,3.07817,0.30784,3159.363922,0.61027919,nan,nan,nan,nan,nan,0.245137436,0.000347859
2MASS J04581443-1420328,74.560134,-14.342457,39.8519096,0.06567955,ms,nan,nan,nan,nan,11.459,0.019,15.709,0.003,17.834,0.011,14.365,0.004,0,1.027,0.151,0.000,9.73657,0.03144,129.00712,nan,nan,2.30490,0.23052,3023.225762,0.674210754,nan,nan,nan,nan,nan,0.18468485,0.000207449
2MASS J04582223+1919017,74.592666,19.317163,58.8641663,0.17173385,ms,nan,nan,nan,nan,11.815,0.021,15.922,0.003,17.841,0.011,14.622,0.004,0,1.058,0.182,0.000,14.99107,0.07090,116.61930,-5.99958,0.05687,2.75219,0.27527,3106.27054,0.853813366,0.4655,nan,nan,nan,nan,0.215433627,0.000358602
2MASS J04582619-0343586,74.609144,-3.732951,51.0204773,0.0744648,ms,nan,nan,nan,nan,5.627,0.017,6.913,0.003,7.087,0.003,6.423,0.004,2,1.143,1.300,0.001,12479.59973,54.43773,8.01362,nan,nan,8.72015,0.87202,6475.257349,2.908203377,nan,3.32E-13,1.02E-13,r,0,1.430396689,0.001657676
2MASS J04582806-0026479,74.616941,-0.446643,53.8106346,0.23631475,ms,nan,nan,nan,nan,11.778,0.025,16.124,0.003,18.235,0.013,14.772,0.004,0,1.402,0.161,0.000,11.46924,0.07932,124.79492,nan,nan,2.48725,0.24884,3057.472801,1.441133192,0.3594,1.16E-14,1.77E-15,x,nan,0.1952224,0.000443426
2MASS J04583816+1613206,74.659024,16.222397,49.1172295,0.1168919,ms,nan,nan,nan,nan,11.084,0.026,15.291,0.003,17.306,0.007,13.972,0.004,2,1.091,0.195,0.000,17.77178,0.07669,111.84358,-2.69310,0.05838,2.92846,0.29288,3134.979849,0.719294636,nan,nan,nan,nan,nan,0.231238514,0.000409998
2MASS J04584566+1212343,74.690273,12.209540,57.9,4.5,uc,nan,nan,nan,nan,14.015,0.057,20.346,0.008,21.546,0.446,18.746,0.075,0,1.099,0.077,0.001,0.98905,0.05718,0.00000,nan,nan,nan,nan,2297.822503,65.0907589,nan,nan,nan,nan,nan,0.101652219,0.000813634
2MASS J04590311+1215449,74.762972,12.262493,44.4172058,0.0656147,ms,nan,nan,nan,nan,10.948,0.016,15.046,0.003,16.946,0.006,13.748,0.004,0,1.076,0.197,0.000,18.11588,0.05746,111.32177,-11.66155,0.18121,2.94813,0.29483,3138.183086,0.528950738,nan,nan,nan,nan,nan,0.233064359,0.000301502
2MASS J04591707+0625512,74.821160,6.430906,59.13660556,1.678626296,ms,nan,nan,nan,nan,7.793,0.027,10.773,0.009,11.044,0.003,9.516,0.004,1,nan,0.696,0.003,605.14564,46.78008,27.32004,nan,nan,8.56507,0.88155,4379.907137,45.27349322,nan,nan,nan,nan,nan,0.687264488,0.010348227
2MASS J04591981+1023096,74.832560,10.386007,45.332077,0.06649395,ms,nan,nan,nan,nan,9.295,0.022,12.797,0.003,14.112,0.004,11.663,0.004,0,1.230,0.417,0.000,96.86114,0.25705,57.40751,nan,nan,5.05371,0.50539,3507.229572,1.035906412,nan,nan,nan,nan,nan,0.431341548,0.000287752
2MASS J04592758+1920376,74.864939,19.343782,46.7359123,0.05616,ms,nan,nan,nan,nan,10.353,0.018,14.241,0.003,15.913,0.004,12.998,0.004,0,1.249,0.268,0.000,35.32842,0.10477,89.29512,-3.70951,0.02623,3.71601,0.37162,3266.367717,0.701467441,nan,nan,nan,nan,nan,0.298426011,0.000303969
2MASS J04593253+1304549,74.885583,13.081928,48.2079239,0.8403969,uc,nan,nan,nan,nan,13.441,0.038,19.123,0.005,21.388,0.273,17.615,0.019,0,1.094,0.081,0.000,1.47111,0.03522,162.16866,nan,nan,0.52239,0.05329,2461.733339,8.112897585,nan,nan,nan,nan,nan,0.106782223,0.00054086
2MASS J04594432+1555002,74.934698,15.916748,44.613224,0.05311015,ms,nan,nan,nan,nan,5.645,0.016,6.651,0.003,6.863,0.003,6.269,0.004,0,0.870,1.292,0.001,12118.77404,47.96800,8.11501,nan,nan,8.74007,0.87401,6455.654322,2.639403556,nan,4.35E-13,1.00E-13,r,nan,1.419222963,0.00150446
2MASS J04595855-0333123,74.993975,-3.553418,46.2962963,1.757544582,ms,nan,nan,nan,nan,8.906,0.023,12.700,0.003,14.147,0.003,11.465,0.004,0,31.407,0.432,0.009,105.60951,5.31042,55.00295,-3.38426,0.03111,5.21407,0.52929,3541.027688,19.17589365,4.4763,9.61E-13,1.03E-13,rs,nan,0.440729913,0.005326637
2MASS J05000330+1554531,75.013750,15.914758,43.0173454,0.05913165,ms,nan,nan,nan,nan,10.926,0.022,14.969,0.003,16.816,0.007,13.682,0.004,0,1.098,0.197,0.000,18.21364,0.05566,111.17582,-4.26799,0.09602,2.95365,0.29538,3139.082105,0.50970312,0.3768,nan,nan,nan,nan,0.2335768,0.000290531
2MASS J05001195+0551197,75.049805,5.855478,51.3100624,0.11167335,ms,nan,nan,nan,nan,10.367,0.021,14.323,0.003,16.027,0.005,13.063,0.004,0,1.819,0.282,0.001,38.37985,0.14495,85.38182,nan,nan,3.85163,0.38522,3289.546566,1.091416371,nan,nan,nan,nan,nan,0.307452128,0.000416102
2MASS J05001936+1207342,75.080683,12.126167,48.3938904,0.35620305,uc,nan,nan,nan,nan,12.903,0.025,17.853,0.003,20.676,0.113,16.382,0.007,0,0.974,0.093,0.000,3.00070,0.03166,156.15099,nan,nan,1.01401,0.10201,2734.959273,3.038380903,nan,nan,nan,nan,nan,0.125495927,0.000303838
2MASS J05003894+2422581,75.162261,24.382833,56.512085,0.20970345,ms,nan,nan,nan,nan,12.175,0.017,16.535,0.003,18.689,0.028,15.182,0.005,0,1.007,0.148,0.000,9.29275,0.05527,130.23642,-10.64233,0.26858,2.25295,0.22539,3013.470124,1.239941288,0.2902,1.70E-14,3.18E-15,r,nan,0.181683115,0.00038152
2MASS J05003970+0907339,75.165452,9.126097,56.147934,0.2794342,ms,nan,nan,nan,nan,12.190,0.025,16.595,0.003,18.854,0.051,15.226,0.006,0,1.066,0.145,0.000,8.82944,0.06851,131.59931,nan,nan,2.19601,0.21977,3002.775783,1.616293581,nan,nan,nan,nan,nan,0.178392549,0.000497321
2MASS J05004888+0443591,75.203673,4.733084,51.9989052,0.0528545,ms,nan,nan,nan,nan,7.589,0.026,9.453,0.003,9.922,0.003,8.825,0.004,0,0.905,0.816,0.000,1385.25486,3.85760,20.55090,nan,nan,9.60944,0.96094,5070.179184,2.717378053,nan,nan,nan,nan,nan,0.779907471,0.000281802
2MASS J05005520+1848267,75.230029,18.807442,42.9846878,0.08998485,ms,nan,nan,nan,nan,11.118,0.019,15.500,0.003,17.682,0.017,14.139,0.005,0,1.001,0.168,0.000,12.57576,0.04621,121.96399,-9.83113,0.08086,2.57781,0.25780,3074.479551,0.663722631,nan,nan,nan,nan,nan,0.202081412,0.000278764
2MASS J05011507+1741385,75.312797,17.694031,42.8656502,0.07863425,ms,nan,nan,nan,nan,11.306,0.019,15.518,0.003,17.539,0.014,14.196,0.004,0,0.989,0.167,0.000,12.37381,0.04163,122.47037,-2.51506,0.05536,2.56221,0.25624,3071.550063,0.60778481,nan,nan,nan,nan,nan,0.200851026,0.00025527
2MASS J05011599+1608409,75.316658,16.144697,65.2468109,0.21004865,ms,nan,nan,nan,nan,11.708,0.018,15.798,0.003,17.692,0.012,14.494,0.004,0,1.009,0.202,0.000,19.23411,0.10568,109.70977,-7.48509,0.41012,3.00955,0.30101,3148.187938,0.915279995,1.4472,nan,nan,nan,nan,0.238767125,0.00052171
2MASS J05013497+0756429,75.395710,7.945268,47.4201889,0.11011315,ms,nan,nan,nan,nan,11.996,0.021,16.072,0.003,18.082,0.021,14.752,0.004,0,1.069,0.152,0.000,9.83507,0.03991,128.74365,nan,nan,2.31610,0.23165,3025.330421,0.846770448,nan,nan,nan,nan,nan,0.185332437,0.000260545
2MASS J05013603+1355586,75.400156,13.932969,42.5858917,0.0251236,ms,nan,nan,nan,nan,7.918,0.020,10.743,0.003,11.586,0.003,9.845,0.004,2,1.018,0.637,0.000,376.81966,1.00023,31.63439,nan,nan,7.09328,0.70936,4084.141989,2.110657322,nan,2.75E-14,8.20E-15,r,nan,0.627837544,0.000287817
2MASS J05013765+1224589,75.406899,12.416371,50.2023735,0.07581905,ms,nan,nan,nan,nan,7.869,0.024,10.891,0.003,11.833,0.003,9.931,0.004,1,1.788,0.657,0.000,428.37043,1.11694,30.09756,nan,nan,7.47162,0.74720,4167.194433,1.615582697,nan,nan,nan,nan,nan,0.643102914,0.000315039
2MASS J05021345+1442367,75.556056,14.710217,45.8651886,0.75868795,uc,nan,nan,nan,nan,12.955,0.029,18.899,0.005,21.676,0.117,17.326,0.017,0,1.110,0.082,0.000,1.58155,0.03596,161.72156,nan,nan,0.49014,0.05003,2486.552719,7.70895835,nan,nan,nan,nan,nan,0.108436848,0.000513931
2MASS J05024838+1337578,75.701605,13.632730,54.9752121,0.15522195,ms,nan,nan,nan,nan,11.876,0.019,16.165,0.003,18.249,0.012,14.827,0.005,2,0.964,0.161,0.000,11.51285,0.05435,124.69919,nan,nan,2.49148,0.24920,3058.266379,0.984819787,nan,1.04E-13,3.09E-14,s,nan,0.195466578,0.000303021
2MASS J05025164+1727026,75.715171,17.450735,27.748064,0.0295105,ms,nan,nan,nan,nan,10.819,0.018,15.286,0.003,17.563,0.009,13.912,0.005,0,0.991,0.135,0.000,7.57672,0.01984,135.77447,nan,nan,2.04115,0.20413,2970.780549,0.546749186,nan,nan,nan,nan,nan,0.168547861,0.000168231
2MASS J05030574+2135238,75.773921,21.589956,54.4684753,0.58062745,ms,nan,nan,nan,nan,4.245,0.021,4.597,0.003,4.665,0.003,4.440,0.005,2,1.115,2.292,0.030,163630.06797,5076.32413,0.00000,nan,nan,nan,nan,9856.162783,42.21772243,nan,nan,nan,nan,nan,2.25033405,0.015499935
2MASS J05030630+1940436,75.776286,19.678787,59.3723297,0.16651915,ms,nan,nan,nan,nan,11.754,0.020,15.859,0.003,17.742,0.015,14.558,0.004,0,1.015,0.187,0.000,15.87763,0.07785,114.96724,nan,nan,2.81288,0.28133,3116.154686,0.817035051,nan,nan,nan,nan,nan,0.220508171,0.00046571
2MASS J05030708+1901048,75.779534,19.018017,53.2777252,0.07597925,ms,nan,nan,nan,nan,8.408,0.017,11.216,0.003,12.058,0.003,10.319,0.004,0,1.216,0.639,0.001,380.94549,1.33665,31.50781,0.45772,0.18107,7.12093,0.71215,4092.812345,2.788822929,nan,nan,nan,nan,nan,0.629019865,0.000380294
2MASS J05030765+1343505,75.781897,13.730695,53.7724228,0.0581932,ms,nan,nan,nan,nan,7.226,0.027,8.792,0.003,9.166,0.003,8.249,0.004,0,1.109,0.934,0.001,2513.41912,8.21386,15.84336,2.25409,0.17968,9.21011,0.92103,5463.868373,1.574402195,8.9610,1.36E-13,1.85E-14,rs,nan,0.904159707,0.000960385
2MASS J05031907+0350252,75.829499,3.840347,45.8860741,0.09864615,ms,nan,nan,nan,nan,11.423,0.021,15.557,0.003,17.508,0.008,14.245,0.004,0,1.110,0.173,0.000,13.31571,0.04985,120.19462,nan,nan,2.63289,0.26331,3084.82536,0.676205438,nan,nan,nan,nan,nan,0.206426651,0.000284006
2MASS J05033266+1808525,75.886114,18.147926,50.0961456,0.1298523,ms,nan,nan,nan,nan,11.547,0.020,15.776,0.003,17.796,0.016,14.442,0.004,0,1.024,0.171,0.000,13.06342,0.05622,120.78331,-4.21931,0.07824,2.61446,0.26148,3081.364024,0.777041801,nan,nan,nan,nan,nan,0.20497289,0.000326358
2MASS J05034293+1709134,75.928884,17.153725,65.5046539,0.06924435,ms,nan,nan,nan,nan,9.490,0.020,12.695,0.003,13.772,0.003,11.662,0.004,0,1.253,0.522,0.000,182.23556,0.50114,42.80840,nan,nan,5.92773,0.59279,3720.362274,1.093256449,nan,nan,nan,nan,nan,0.524596162,0.000427364
2MASS J05035293+3405160,75.970556,34.087803,33.1762466,0.02705955,ms,nan,nan,nan,nan,7.991,0.020,11.148,0.003,12.194,0.003,10.133,0.004,0,1.184,0.529,0.000,191.72003,0.48623,41.96675,nan,nan,5.99707,0.59972,3740.560437,1.008362138,nan,nan,nan,nan,nan,0.532491807,0.000394178
2MASS J05041128+3615366,76.047025,36.260185,38.77471888,0.947191659,ms,nan,nan,nan,nan,11.215,0.020,15.287,0.003,16.980,0.007,13.977,0.004,0,9.760,0.168,0.003,12.48435,0.44956,122.19190,nan,nan,2.57078,0.25933,3073.159357,6.401603813,nan,nan,nan,nan,nan,0.20152693,0.002688674
2MASS J05054038+0627545,76.418252,6.465158,60.1977882,1.70761485,ms,nan,nan,nan,nan,7.518,0.021,9.684,0.003,10.117,0.003,8.943,0.004,2,21.130,0.830,0.014,1462.24550,46.21710,19.87584,1.32053,0.15709,9.53892,0.96011,5117.914599,23.6499455,nan,nan,nan,nan,nan,0.78658292,0.004729989
2MASS J05055408+1034509,76.475337,10.580813,42.5165596,0.04242325,ms,nan,nan,nan,nan,10.017,0.022,13.799,0.003,15.242,0.026,12.526,0.008,0,1.317,0.296,0.000,41.49439,0.10360,81.79351,nan,nan,3.98128,0.39815,3312.137368,0.721949588,nan,nan,nan,nan,nan,0.316064872,0.000275243
2MASS J05061798+1748591,76.574954,17.816420,53.4782753,0.0622559,ms,nan,nan,nan,nan,7.128,0.017,8.630,0.003,8.989,0.003,8.104,0.004,2,1.093,0.954,0.001,2890.64971,8.52514,15.17077,2.50192,0.23527,9.60839,0.96088,5560.353479,2.131569626,nan,3.15E-13,8.70E-14,r,nan,0.931555531,0.000937891
2MASS J05062050-1218574,76.585437,-12.315963,62.8572044,0.0487633,ms,nan,nan,nan,nan,9.515,0.020,12.424,0.003,13.320,0.003,11.489,0.004,0,1.224,0.541,0.000,208.29934,0.64925,40.65889,nan,nan,6.10788,0.61080,3772.839642,0.982940985,nan,nan,nan,nan,nan,0.545561803,0.000540618
2MASS J05070919+1536494,76.788305,15.613738,44.7008362,0.04351805,ms,nan,nan,nan,nan,9.247,0.018,12.758,0.003,14.060,0.006,11.623,0.004,0,1.335,0.417,0.000,97.36427,0.21673,57.26000,nan,nan,5.06331,0.50635,3509.254607,0.869075416,nan,nan,nan,nan,nan,0.431904058,0.00024141
2MASS J05071004+1316112,76.791850,13.269792,51.3144913,0.1639271,ms,nan,nan,nan,nan,10.839,0.019,14.904,0.003,16.761,0.006,13.617,0.004,0,2.464,0.222,0.000,25.16104,0.13735,102.80112,-1.05834,0.05115,3.28503,0.32855,3193.055853,0.909357016,nan,nan,nan,nan,nan,0.264341836,0.000518333
2MASS J05073495+1439142,76.895664,14.653956,53.2133102,0.1462765,ms,nan,nan,nan,nan,9.524,0.023,13.532,0.003,14.889,0.015,12.211,0.018,0,4.055,0.382,0.001,71.46583,0.43479,63.44677,nan,nan,4.72551,0.47257,3445.817349,0.70244856,7.1875,1.26E-13,5.70E-14,r,nan,0.384726024,0.001053673
2MASS J05073527+1841339,76.896999,18.692751,68.0947418,0.08777235,ms,nan,nan,nan,nan,8.565,0.017,10.962,0.003,11.613,0.003,10.192,0.004,0,1.046,0.704,0.000,680.95857,1.50231,26.79754,0.74287,0.14513,8.90178,0.89022,4459.056707,2.187587111,nan,nan,nan,nan,nan,0.702429253,0.000164069
2MASS J05081333+2159250,77.055547,21.990280,62.3159485,0.0742359,ms,nan,nan,nan,nan,9.037,0.017,12.051,0.003,12.989,0.003,11.077,0.004,0,1.264,0.583,0.001,290.82131,1.22656,36.38524,0.32878,0.14972,6.52792,0.65283,3901.790453,2.437091155,nan,nan,nan,nan,nan,0.600947613,0.000609273
2MASS J05081541+1522383,77.064247,15.377312,49.900959,0.0899353,ms,nan,nan,nan,nan,11.156,0.019,15.231,0.003,17.101,0.008,13.938,0.005,0,1.062,0.201,0.000,19.02367,0.06775,110.00384,nan,nan,2.99827,0.29985,3146.350349,0.593777287,nan,nan,nan,nan,nan,0.237719699,0.000338453
2MASS J05084113+1444397,77.171415,14.744383,64.6512451,0.23573685,ms,nan,nan,nan,nan,12.113,0.022,16.282,0.003,18.197,0.028,14.973,0.004,0,1.074,0.174,0.000,13.49167,0.07708,119.79247,nan,nan,2.64554,0.26461,3087.200964,1.030930298,nan,nan,nan,nan,nan,0.207424405,0.000432991
2MASS J05085149+1415114,77.214581,14.253179,38.7657166,0.13984485,uc,nan,nan,nan,nan,12.095,0.020,16.865,0.003,19.577,0.034,15.435,0.005,0,1.060,0.110,0.000,4.73857,0.01912,147.56760,nan,nan,1.49823,0.14991,2854.756376,1.104408616,nan,nan,nan,nan,nan,0.144086426,0.000174865
2MASS J05090304+1257510,77.262674,12.964176,50.8004951,1.4921646,ms,nan,nan,nan,nan,7.084,0.018,9.039,0.003,9.499,0.003,8.414,0.004,1,28.504,0.884,0.006,1827.56894,102.22752,17.61943,nan,nan,8.63389,0.88256,5293.499286,32.50188842,9.5698,4.02E-13,9.45E-14,r,nan,0.821545195,0.011818869
2MASS J05091578+1934210,77.315775,19.572508,64.8434143,0.07120515,ms,nan,nan,nan,nan,9.943,0.017,13.413,0.003,14.699,0.003,12.293,0.004,0,1.187,0.434,0.000,106.80640,0.24825,54.69838,nan,nan,5.23497,0.52351,3545.432508,0.907438165,nan,nan,nan,nan,nan,0.441953474,0.000252066
2MASS J05091963+0949465,77.331831,9.829600,53.1793747,0.4648838,ms,nan,nan,nan,nan,4.861,0.023,5.394,0.003,5.494,0.003,5.177,0.005,2,2.805,1.882,0.006,60672.49965,1173.58323,0.00000,nan,nan,nan,nan,8488.729781,29.12108604,nan,nan,nan,nan,nan,1.839699701,0.005574608
2MASS J05094039+0812505,77.418299,8.214033,53.1482086,0.4439964,ms,nan,nan,nan,nan,9.653,0.020,13.612,0.003,15.308,0.004,12.342,0.004,2,7.618,0.375,0.001,66.29338,1.11265,64.66454,nan,nan,4.67831,0.46795,3437.116483,1.927619202,nan,7.87E-13,1.30E-13,r,nan,0.371674725,0.002891429
2MASS J05094509+2801499,77.437885,28.030542,65.036705,0.1616135,ms,nan,nan,nan,nan,5.427,0.016,5.982,0.003,6.089,0.003,5.747,0.004,2,0.971,1.928,0.002,52164.25183,323.10985,0.00000,nan,nan,nan,nan,8259.063614,9.386161014,nan,1.96E-13,6.52E-14,r,nan,1.795735035,0.001796779
2MASS J05094550+2802000,77.439589,28.033337,73.90983001,28.73360723,ms,nan,nan,nan,nan,6.953,0.017,8.937,0.015,8.843,0.003,7.961,0.004,2,nan,1.008,0.124,4096.89774,3866.06519,13.59418,nan,nan,9.52119,1.11686,5792.720815,371.0823045,nan,2.22E-13,6.81E-14,r,nan,1.024117768,0.197910562
2MASS J05100235+0034347,77.509793,0.576312,43.1804771,0.44384575,uc,nan,nan,nan,nan,12.940,0.034,18.363,0.003,21.069,0.126,16.840,0.012,0,1.033,0.088,0.000,2.22028,0.01197,158.60128,nan,nan,0.70275,0.07055,2631.625065,2.334170832,nan,nan,nan,nan,nan,0.116130005,0.000186734
2MASS J05101481-1437578,77.561715,-14.632747,51.1780853,0.11548615,ms,nan,nan,nan,nan,11.632,0.022,15.927,0.003,17.994,0.010,14.585,0.004,2,1.058,0.166,0.000,12.17424,0.04719,122.98138,nan,nan,2.54654,0.25468,3068.607757,0.700093315,nan,nan,nan,nan,nan,0.199615258,0.000294039
2MASS J05102443+1025047,77.601812,10.417983,67.1833344,0.0756073,ms,nan,nan,nan,nan,8.683,0.021,11.224,0.003,11.934,0.003,10.415,0.004,0,1.120,0.684,0.000,510.62647,1.15909,28.11831,nan,nan,8.06218,0.80626,4276.17135,1.406722582,nan,nan,nan,nan,nan,0.664353413,0.000274311
2MASS J05102793+0109080,77.616404,1.152226,64.149971,0.2619572,ms,nan,nan,nan,nan,10.326,0.025,14.324,0.003,15.720,0.010,12.945,0.009,0,2.933,0.341,0.001,53.18056,0.33594,71.48935,-0.81393,0.03642,4.38661,0.43878,3383.97966,1.82319477,27.7535,1.99E-13,8.06E-14,r,nan,0.343454746,0.000695093
2MASS J05103034-0352484,77.626454,-3.880132,61.8778038,0.16319275,ms,nan,nan,nan,nan,11.989,0.026,16.240,0.003,18.219,0.014,14.915,0.004,0,0.992,0.171,0.000,13.01643,0.05678,120.89458,nan,nan,2.61099,0.26113,3080.711938,0.787612278,nan,nan,nan,nan,nan,0.204699014,0.000330797
2MASS J05104753+2034091,77.698042,20.569202,81.7270889,0.30808255,ms,nan,nan,nan,nan,6.821,0.017,7.752,0.003,7.953,0.003,7.396,0.004,0,1.877,1.352,0.003,14851.86435,112.03744,7.38449,nan,nan,nan,nan,6603.99519,6.527750788,nan,6.98E-14,3.14E-14,s,nan,1.499997595,0.003263875
2MASS J05105654+1307191,77.735618,13.121988,44.2502747,0.1219807,ms,nan,nan,nan,nan,9.923,0.020,13.852,0.003,15.551,0.004,12.601,0.004,0,4.382,0.300,0.001,42.45013,0.19177,80.77933,nan,nan,4.01847,0.40191,3318.730399,1.305021313,nan,nan,nan,nan,nan,0.318578465,0.000497539
2MASS J05110971+1548574,77.790473,15.815950,56.21135469,4.107631315,ms,nan,nan,nan,nan,8.102,0.017,11.274,0.004,12.245,0.003,10.254,0.004,1,18.854,0.644,0.014,395.20209,37.12867,31.06273,-1.12800,0.06372,7.22773,0.77217,4117.194072,55.70986511,nan,3.71E-13,6.64E-14,rs,nan,0.633352844,0.010863424
2MASS J05111241+2012479,77.801725,20.213318,70.3879547,0.2749481,ms,nan,nan,nan,nan,12.130,0.023,16.264,0.003,18.199,0.016,14.956,0.005,0,1.064,0.185,0.000,15.47702,0.10059,115.68928,-4.50113,0.07696,2.78667,0.27875,3111.886165,1.082106672,nan,nan,nan,nan,nan,0.218075114,0.000616801
2MASS J05111934+0754322,77.830608,7.908948,57.2760086,0.06902695,ms,nan,nan,nan,nan,8.301,0.026,10.759,0.003,11.441,0.003,9.968,0.004,0,1.153,0.693,0.000,565.83840,2.73580,27.51700,0.66632,0.13879,8.37690,0.83780,4339.072649,2.932625568,13.2300,3.37E-14,3.45E-15,x,nan,0.677930891,0.000670314
2MASS J05115547+0542578,77.981148,5.716072,69.7008743,0.0769005,ms,nan,nan,nan,nan,8.245,0.034,10.227,0.003,10.722,0.003,9.578,0.004,0,0.964,0.801,0.000,1249.81093,3.58768,21.26721,nan,nan,9.52860,0.95287,4969.637116,2.801001876,nan,nan,nan,nan,nan,0.769480886,0.000290474
2MASS J05115940+1119417,77.997514,11.328262,49.7936783,0.5115299,ms,nan,nan,nan,nan,12.211,0.024,17.656,0.004,20.259,0.115,15.887,0.006,0,1.992,0.104,0.001,4.20726,0.04586,150.37483,nan,nan,1.35143,0.13580,2822.136415,2.973796479,nan,nan,nan,nan,nan,0.138921599,0.000470851
2MASS J05121599+0522108,78.066646,5.369676,62.9454803,0.16332245,ms,nan,nan,nan,nan,11.108,0.019,15.053,0.003,16.781,0.009,13.798,0.004,0,1.133,0.248,0.001,31.23219,0.14872,94.82220,-5.17971,0.08879,3.54518,0.35458,3237.174035,1.125303196,1.2624,5.23E-14,6.58E-15,rx,nan,0.285775415,0.000487631
2MASS J05122408+1824086,78.100360,18.402407,53.0822868,0.1013279,ms,nan,nan,nan,nan,8.597,0.029,12.586,0.003,13.530,0.027,11.231,0.036,2,1.248,0.474,0.001,141.68316,0.52229,48.83655,nan,nan,5.58570,0.55859,3625.22789,1.27840262,nan,nan,nan,nan,nan,0.484483248,0.000607241
2MASS J05135419-1957326,78.475792,-19.959061,57.1984215,0.06735035,ms,nan,nan,nan,nan,11.044,0.026,14.853,0.003,16.454,0.004,13.631,0.004,0,1.146,0.247,0.000,31.04887,0.09128,95.09592,nan,nan,3.53702,0.35373,3235.779469,0.695436066,nan,nan,nan,nan,nan,0.285171103,0.000301356
2MASS J05140707+2916380,78.529474,29.277245,50.3174973,0.07127,ms,nan,nan,nan,nan,10.035,0.018,13.606,0.003,15.046,0.003,12.427,0.004,0,2.063,0.364,0.001,60.47028,0.17528,66.75113,1.11174,0.08018,4.59183,0.45921,3421.172409,0.838036055,nan,nan,nan,nan,nan,0.357634481,0.000319501
2MASS J05142365+2031537,78.598553,20.531595,51.0788841,0.22904585,ms,nan,nan,nan,nan,10.498,0.030,15.126,0.003,nan,nan,nan,nan,2,1.093,0.209,0.001,21.28414,0.15668,107.04439,-4.06694,0.16964,3.11342,0.31143,3165.104873,1.225071898,nan,nan,nan,nan,nan,0.248409777,0.000698291
