 # M = 1.10 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.05540486   0.770   1.28134   3.69347   6.14030  -1.32932   0.00000   9.380E-01   0.000E+00   6.170E-02
   2  5.10944098   0.770   1.27684   3.69363   6.14280  -1.32180   0.00000   9.400E-01   0.000E+00   5.964E-02
   3  5.15749164   0.770   1.27234   3.69378   6.14531  -1.31428   0.00000   9.420E-01   0.000E+00   5.758E-02
   4  5.20075159   0.770   1.26784   3.69394   6.14781  -1.30676   0.00000   9.440E-01   0.000E+00   5.552E-02
   5  5.24009009   0.770   1.26344   3.69409   6.15026  -1.29942   0.00000   9.450E-01   0.000E+00   5.452E-02
   6  5.27615938   0.770   1.25913   3.69424   6.15264  -1.29226   0.00000   9.450E-01   0.000E+00   5.457E-02
   7  5.30946139   0.770   1.25482   3.69438   6.15503  -1.28510   0.00000   9.450E-01   0.000E+00   5.462E-02
   8  5.34039064   0.770   1.25051   3.69452   6.15742  -1.27793   0.00000   9.450E-01   0.000E+00   5.467E-02
   9  5.36926287   0.770   1.24613   3.69467   6.15985  -1.27064   0.00000   9.444E-01   0.000E+00   5.527E-02
  10  5.39633473   0.770   1.24163   3.69482   6.16234  -1.26315   0.00000   9.430E-01   0.000E+00   5.667E-02
  11  5.42181762   0.770   1.23713   3.69498   6.16484  -1.25566   0.00000   9.416E-01   0.000E+00   5.807E-02
  12  5.44588777   0.770   1.23263   3.69513   6.16733  -1.24817   0.00000   9.402E-01   0.000E+00   5.947E-02
  13  5.46869364   0.770   1.22807   3.69528   6.16987  -1.24056   0.00000   9.386E-01   0.000E+00   6.107E-02
  14  5.49036143   0.770   1.22300   3.69544   6.17267  -1.23215   0.00000   9.357E-01   0.000E+00   6.403E-02
  15  5.51099935   0.770   1.21794   3.69561   6.17547  -1.22374   0.00000   9.328E-01   0.000E+00   6.700E-02
