 # M = 4.00 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.43801204   0.770   2.20490   3.71063   6.25234  -1.81376   0.00000   3.460E-01   0.000E+00   6.340E-01
   2  4.51130065   0.770   2.19899   3.71187   6.26677  -1.74264   0.00000   3.242E-01   0.000E+00   6.539E-01
   3  4.57398891   0.770   2.19728   3.71310   6.28207  -1.67455   0.00000   3.048E-01   0.000E+00   6.742E-01
   4  4.62875934   0.770   2.20007   3.71435   6.29799  -1.60883   0.00000   2.851E-01   0.000E+00   6.949E-01
   5  4.67738960   0.770   2.20783   3.71563   6.31446  -1.54486   0.00000   2.646E-01   0.000E+00   7.164E-01
   6  4.72111869   0.770   2.22159   3.71697   6.33147  -1.48228   0.00000   2.419E-01   0.000E+00   7.390E-01
   7  4.76084470   0.770   2.24221   3.71843   6.34908  -1.42060   0.00000   2.180E-01   0.000E+00   7.610E-01
   8  4.79723945   0.770   2.27070   3.72008   6.36736  -1.35939   0.00000   1.935E-01   0.000E+00   7.834E-01
   9  4.83081869   0.770   2.30598   3.72204   6.38642  -1.29823   0.00000   1.743E-01   0.000E+00   8.037E-01
  10  4.86198691   0.770   2.34303   3.72444   6.40625  -1.23683   0.00000   1.615E-01   0.000E+00   8.205E-01
  11  4.89106727   0.770   2.37477   3.72741   6.42672  -1.17517   0.00000   1.507E-01   0.000E+00   8.337E-01
  12  4.91832201   0.770   2.39959   3.73098   6.44760  -1.11350   0.00000   1.414E-01   0.000E+00   8.456E-01
  13  4.94396688   0.770   2.41914   3.73521   6.46864  -1.05210   0.00000   1.324E-01   0.000E+00   8.581E-01
  14  4.96818149   0.770   2.43437   3.74026   6.48967  -0.99122   0.00000   1.234E-01   0.000E+00   8.706E-01
  15  4.99111700   0.770   2.44630   3.74688   6.51124  -0.92906   0.00000   1.170E-01   0.000E+00   8.844E-01
  16  5.01290177   0.770   2.45616   3.75617   6.53340  -0.86526   0.00000   1.170E-01   0.000E+00   8.950E-01
  17  5.03364579   0.770   2.46432   3.76767   6.55510  -0.80274   0.00000   1.252E-01   0.000E+00   9.052E-01
  18  5.05344398   0.770   2.47134   3.78052   6.57639  -0.74132   0.00000   1.425E-01   0.000E+00   9.152E-01
  19  5.07237885   0.770   2.47761   3.79356   6.59723  -0.68109   0.00000   1.770E-01   0.000E+00   9.259E-01
  20  5.09052254   0.770   2.48357   3.80642   6.61766  -0.62199   0.00000   2.362E-01   0.000E+00   9.345E-01
  21  5.10793854   0.770   2.48954   3.81904   6.63765  -0.56403   0.00000   3.304E-01   0.000E+00   9.434E-01
  22  5.12468297   0.770   2.49572   3.83144   6.65723  -0.50721   0.00000   4.781E-01   0.000E+00   9.510E-01
  23  5.14080570   0.770   2.50219   3.84363   6.67642  -0.45146   0.00000   6.992E-01   0.000E+00   9.574E-01
  24  5.15635126   0.770   2.50888   3.85560   6.69523  -0.39678   0.00000   1.023E+00   0.000E+00   9.627E-01
  25  5.17135954   0.770   2.51578   3.86734   6.71368  -0.34316   0.00000   1.493E+00   0.000E+00   9.681E-01
  26  5.18586645   0.770   2.52281   3.87888   6.73176  -0.29057   0.00000   2.161E+00   0.000E+00   9.720E-01
  27  5.19990440   0.770   2.52988   3.89021   6.74950  -0.23900   0.00000   3.102E+00   0.000E+00   9.758E-01
  28  5.21350276   0.770   2.53698   3.90133   6.76689  -0.18846   0.00000   4.406E+00   0.000E+00   9.793E-01
  29  5.22668824   0.770   2.54405   3.91225   6.78395  -0.13889   0.00000   6.189E+00   0.000E+00   9.821E-01
  30  5.23948516   0.770   2.55108   3.92298   6.80066  -0.09031   0.00000   8.632E+00   0.000E+00   9.839E-01
  31  5.25191578   0.770   2.55800   3.93349   6.81705  -0.04272   0.00000   1.194E+01   0.000E+00   9.856E-01
  32  5.26400048   0.770   2.56464   3.94379   6.83312   0.00394   0.00000   1.633E+01   0.000E+00   9.873E-01
  33  5.27575799   0.770   2.57093   3.95385   6.84888   0.04969   0.00000   2.212E+01   0.000E+00   9.889E-01
  34  5.28720557   0.770   2.57695   3.96369   6.86431   0.09447   0.00000   2.985E+01   0.000E+00   9.900E-01
  35  5.29835914   0.770   2.58277   3.97334   6.87946   0.13841   0.00000   3.978E+01   0.000E+00   9.911E-01
  36  5.30923341   0.770   2.58837   3.98279   6.89429   0.18142   0.00000   5.274E+01   0.000E+00   9.927E-01
  37  5.31984205   0.770   2.59377   3.99198   6.90875   0.22334   0.00000   6.906E+01   0.000E+00   9.930E-01
  38  5.33019771   0.770   2.59879   4.00115   6.92242   0.26296   0.00000   8.902E+01   0.000E+00   9.940E-01
  39  5.34031218   0.770   2.60358   4.00967   6.93585   0.30186   0.00000   1.143E+02   0.000E+00   9.944E-01
  40  5.35019644   0.770   2.60817   4.01799   6.94905   0.34010   0.00000   1.457E+02   0.000E+00   9.950E-01
  41  5.35986074   0.770   2.61255   4.02616   6.96202   0.37768   0.00000   1.846E+02   0.000E+00   9.960E-01
  42  5.36114415   0.770   2.61312   4.02724   6.96374   0.38267   0.00000   1.908E+02   0.000E+00   9.960E-01
  43  5.36242377   0.770   2.61370   4.02832   6.96546   0.38766   0.00000   1.969E+02   0.000E+00   9.960E-01
  44  5.36369964   0.770   2.61427   4.02941   6.96718   0.39265   0.00000   2.030E+02   0.000E+00   9.960E-01
  45  5.36497177   0.770   2.61484   4.03048   6.96889   0.39761   0.00000   2.095E+02   0.000E+00   9.960E-01
  46  5.36624018   0.770   2.61540   4.03155   6.97060   0.40256   0.00000   2.162E+02   0.000E+00   9.960E-01
  47  5.36750491   0.770   2.61596   4.03262   6.97231   0.40751   0.00000   2.229E+02   0.000E+00   9.960E-01
  48  5.36876595   0.770   2.61652   4.03370   6.97401   0.41245   0.00000   2.297E+02   0.000E+00   9.960E-01
  49  5.37002335   0.770   2.61707   4.03476   6.97570   0.41736   0.00000   2.372E+02   0.000E+00   9.960E-01
  50  5.37127712   0.770   2.61763   4.03582   6.97740   0.42227   0.00000   2.446E+02   0.000E+00   9.960E-01
  51  5.37252728   0.770   2.61818   4.03688   6.97909   0.42717   0.00000   2.520E+02   0.000E+00   9.960E-01
  52  5.37377385   0.770   2.61873   4.03793   6.98078   0.43206   0.00000   2.598E+02   0.000E+00   9.961E-01
  53  5.37501685   0.770   2.61927   4.03898   6.98246   0.43692   0.00000   2.680E+02   0.000E+00   9.964E-01
  54  5.37625630   0.770   2.61982   4.04003   6.98414   0.44179   0.00000   2.762E+02   0.000E+00   9.967E-01
