 # M = 6.00 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  3.88815626   0.770   2.64483   3.71147   6.29233  -2.05197   0.00000   2.080E-01   0.000E+00   7.810E-01
   2  3.98247979   0.770   2.72982   3.71270   6.30343  -1.97903   0.00000   1.877E-01   0.000E+00   8.003E-01
   3  4.05992812   0.770   2.83310   3.71507   6.31839  -1.90772   0.00000   1.760E-01   0.000E+00   8.110E-01
   4  4.12563286   0.770   2.89100   3.71845   6.33606  -1.83696   0.00000   1.871E-01   0.000E+00   7.979E-01
   5  4.18269094   0.770   2.92293   3.72259   6.35445  -1.76853   0.00000   2.009E-01   0.000E+00   7.803E-01
   6  4.23311572   0.770   2.94828   3.72829   6.37336  -1.70184   0.00000   2.060E-01   0.000E+00   7.724E-01
   7  4.27829015   0.770   2.97409   3.73738   6.39428  -1.63217   0.00000   2.035E-01   0.000E+00   7.723E-01
   8  4.31920519   0.770   3.00007   3.74989   6.41618  -1.56213   0.00000   1.956E-01   0.000E+00   7.799E-01
   9  4.35659532   0.770   3.02568   3.76501   6.43890  -1.49204   0.00000   1.820E-01   0.000E+00   7.957E-01
  10  4.39102001   0.770   3.04953   3.78107   6.46227  -1.42194   0.00000   1.681E-01   0.000E+00   8.128E-01
  11  4.42291526   0.770   3.07015   3.79744   6.48597  -1.35243   0.00000   1.542E-01   0.000E+00   8.295E-01
  12  4.45262749   0.770   3.08715   3.81370   6.50971  -1.28373   0.00000   1.407E-01   0.000E+00   8.460E-01
  13  4.48043648   0.770   3.10031   3.82959   6.53329  -1.21616   0.00000   1.268E-01   0.000E+00   8.627E-01
  14  4.50657144   0.770   3.11006   3.84496   6.55656  -1.14982   0.00000   1.147E-01   0.000E+00   8.784E-01
  15  4.53122252   0.770   3.11688   3.85970   6.57935  -1.08497   0.00000   1.049E-01   0.000E+00   8.926E-01
  16  4.55454922   0.770   3.12162   3.87381   6.60159  -1.02165   0.00000   1.000E-01   0.000E+00   9.056E-01
  17  4.57668661   0.770   3.12509   3.88730   6.62324  -0.95988   0.00000   1.017E-01   0.000E+00   9.173E-01
  18  4.59775010   0.770   3.12793   3.90027   6.64426  -0.89974   0.00000   1.109E-01   0.000E+00   9.273E-01
