 # M = 0.20 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.26658298   0.770  -0.20038   3.60800   5.98282  -0.35418   0.00000   9.460E-01   0.000E+00   5.410E-02
   2  5.45126864   0.770  -0.21046   3.60787   5.98734  -0.34051   0.00000   9.393E-01   0.000E+00   6.031E-02
   3  5.58044163   0.770  -0.21948   3.60775   5.99140  -0.32829   0.00000   9.437E-01   0.000E+00   5.641E-02
   4  5.67987252   0.770  -0.22740   3.60764   5.99495  -0.31757   0.00000   9.476E-01   0.000E+00   5.256E-02
   5  5.76072626   0.770  -0.23482   3.60755   5.99828  -0.30752   0.00000   9.515E-01   0.000E+00   4.871E-02
   6  5.82886376   0.770  -0.24171   3.60746   6.00138  -0.29817   0.00000   9.537E-01   0.000E+00   4.641E-02
   7  5.88774660   0.770  -0.24827   3.60737   6.00432  -0.28929   0.00000   9.548E-01   0.000E+00   4.511E-02
   8  5.93959077   0.770  -0.25482   3.60728   6.00727  -0.28040   0.00000   9.559E-01   0.000E+00   4.382E-02
   9  5.98590080   0.770  -0.26123   3.60719   6.01014  -0.27170   0.00000   9.557E-01   0.000E+00   4.412E-02
  10  6.02774503   0.770  -0.26763   3.60710   6.01301  -0.26303   0.00000   9.554E-01   0.000E+00   4.458E-02
  11  6.06590952   0.770  -0.27403   3.60701   6.01588  -0.25435   0.00000   9.550E-01   0.000E+00   4.504E-02
  12  6.10098947   0.770  -0.28073   3.60692   6.01889  -0.24526   0.00000   9.533E-01   0.000E+00   4.664E-02
  13  6.13344641   0.770  -0.28748   3.60683   6.02192  -0.23610   0.00000   9.514E-01   0.000E+00   4.843E-02
  14  6.16364545   0.770  -0.29423   3.60674   6.02495  -0.22695   0.00000   9.495E-01   0.000E+00   5.022E-02
  15  6.19188040   0.770  -0.30160   3.60664   6.02826  -0.21695   0.00000   9.465E-01   0.000E+00   5.327E-02
  16  6.21839123   0.770  -0.30919   3.60653   6.03167  -0.20665   0.00000   9.432E-01   0.000E+00   5.678E-02
  17  6.24337643   0.770  -0.31678   3.60642   6.03508  -0.19635   0.00000   9.398E-01   0.000E+00   6.029E-02
  18  6.26700207   0.770  -0.32544   3.60630   6.03896  -0.18461   0.00000   9.340E-01   0.000E+00   6.596E-02
  19  6.28940852   0.770  -0.33440   3.60618   6.04298  -0.17244   0.00000   9.276E-01   0.000E+00   7.226E-02
  20  6.31071546   0.770  -0.34364   3.60605   6.04712  -0.15990   0.00000   9.205E-01   0.000E+00   7.925E-02
  21  6.33102576   0.770  -0.35460   3.60589   6.05204  -0.14502   0.00000   9.093E-01   0.000E+00   9.060E-02
  22  6.35042851   0.770  -0.36556   3.60573   6.05696  -0.13013   0.00000   8.980E-01   0.000E+00   1.019E-01
  23  6.36900135   0.770  -0.37897   3.60554   6.06298  -0.11192   0.00000   8.791E-01   0.000E+00   1.209E-01
  24  6.38681239   0.770  -0.39291   3.60534   6.06924  -0.09298   0.00000   8.582E-01   0.000E+00   1.418E-01
  25  6.40392166   0.770  -0.41002   3.60509   6.07692  -0.06974   0.00000   8.241E-01   0.000E+00   1.759E-01
  26  6.42038236   0.770  -0.42965   3.60482   6.08575  -0.04300   0.00000   7.756E-01   0.000E+00   2.244E-01
  27  6.43624189   0.770  -0.45286   3.60449   6.09620  -0.01133   0.00000   7.055E-01   0.000E+00   2.945E-01
  28  6.45154261   0.770  -0.48079   3.60410   6.10879   0.02683   0.00000   6.021E-01   0.000E+00   3.979E-01
  29  6.46632256   0.770  -0.51400   3.60365   6.12379   0.07232   0.00000   4.597E-01   0.000E+00   5.403E-01
  30  6.48061603   0.770  -0.55225   3.60317   6.14119   0.12506   0.00000   2.941E-01   0.000E+00   7.059E-01
  31  6.49445402   0.770  -0.59270   3.60268   6.15968   0.18111   0.00000   1.531E-01   0.000E+00   8.469E-01
  32  6.50786467   0.770  -0.63160   3.60225   6.17753   0.23527   0.00000   9.080E-02   0.000E+00   9.091E-01
  33  6.52087359   0.770  -0.66635   3.60190   6.19347   0.28384   0.00000   7.547E-02   0.000E+00   9.245E-01
  34  6.53350414   0.770  -0.69786   3.60162   6.20803   0.32816   0.00000   5.908E-02   0.000E+00   9.409E-01
  35  6.54577772   0.770  -0.72684   3.60136   6.22146   0.36904   0.00000   4.378E-02   0.000E+00   9.562E-01
