 # M = 0.50 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.06100154   0.770   0.65593   3.66879   6.06703  -0.87522   0.00000   9.320E-01   0.000E+00   6.810E-02
   2  5.16675650   0.770   0.64884   3.66886   6.07059  -0.86454   0.00000   9.365E-01   0.000E+00   6.385E-02
   3  5.25173587   0.770   0.64201   3.66892   6.07402  -0.85426   0.00000   9.406E-01   0.000E+00   5.980E-02
   4  5.32277728   0.770   0.63618   3.66897   6.07694  -0.84549   0.00000   9.436E-01   0.000E+00   5.648E-02
   5  5.38381506   0.770   0.63035   3.66903   6.07986  -0.83673   0.00000   9.466E-01   0.000E+00   5.316E-02
   6  5.43732188   0.770   0.62484   3.66907   6.08261  -0.82846   0.00000   9.486E-01   0.000E+00   5.109E-02
   7  5.48495367   0.770   0.61962   3.66912   6.08522  -0.82063   0.00000   9.498E-01   0.000E+00   5.013E-02
   8  5.52787387   0.770   0.61440   3.66916   6.08783  -0.81280   0.00000   9.510E-01   0.000E+00   4.917E-02
   9  5.56693127   0.770   0.60919   3.66920   6.09043  -0.80498   0.00000   9.519E-01   0.000E+00   4.836E-02
  10  5.60276412   0.770   0.60402   3.66924   6.09300  -0.79725   0.00000   9.511E-01   0.000E+00   4.896E-02
  11  5.63586449   0.770   0.59885   3.66928   6.09557  -0.78953   0.00000   9.504E-01   0.000E+00   4.956E-02
  12  5.66661975   0.770   0.59368   3.66931   6.09814  -0.78180   0.00000   9.496E-01   0.000E+00   5.016E-02
  13  5.69534033   0.770   0.58841   3.66935   6.10076  -0.77393   0.00000   9.485E-01   0.000E+00   5.110E-02
  14  5.72227881   0.770   0.58285   3.66938   6.10352  -0.76567   0.00000   9.467E-01   0.000E+00   5.296E-02
  15  5.74764349   0.770   0.57730   3.66941   6.10627  -0.75740   0.00000   9.449E-01   0.000E+00   5.482E-02
  16  5.77160815   0.770   0.57174   3.66944   6.10903  -0.74913   0.00000   9.431E-01   0.000E+00   5.668E-02
  17  5.79431930   0.770   0.56585   3.66947   6.11194  -0.74040   0.00000   9.406E-01   0.000E+00   5.925E-02
  18  5.81590157   0.770   0.55948   3.66950   6.11508  -0.73096   0.00000   9.369E-01   0.000E+00   6.289E-02
  19  5.83646189   0.770   0.55311   3.66953   6.11822  -0.72152   0.00000   9.333E-01   0.000E+00   6.654E-02
  20  5.85609269   0.770   0.54674   3.66956   6.12136  -0.71208   0.00000   9.297E-01   0.000E+00   7.018E-02
  21  5.87487439   0.770   0.53933   3.66959   6.12501  -0.70115   0.00000   9.236E-01   0.000E+00   7.623E-02
  22  5.89287741   0.770   0.53166   3.66961   6.12877  -0.68984   0.00000   9.169E-01   0.000E+00   8.289E-02
  23  5.91016375   0.770   0.52399   3.66963   6.13254  -0.67854   0.00000   9.103E-01   0.000E+00   8.955E-02
  24  5.92678829   0.770   0.51507   3.66965   6.13690  -0.66543   0.00000   9.001E-01   0.000E+00   9.973E-02
  25  5.94279985   0.770   0.50552   3.66967   6.14157  -0.65140   0.00000   8.882E-01   0.000E+00   1.117E-01
  26  5.95824203   0.770   0.49582   3.66969   6.14630  -0.63718   0.00000   8.758E-01   0.000E+00   1.242E-01
  27  5.97315392   0.770   0.48372   3.66969   6.15218  -0.61951   0.00000   8.538E-01   0.000E+00   1.462E-01
  28  5.98757076   0.770   0.47161   3.66969   6.15806  -0.60185   0.00000   8.318E-01   0.000E+00   1.682E-01
  29  6.00152435   0.770   0.45641   3.66967   6.16541  -0.57979   0.00000   7.938E-01   0.000E+00   2.062E-01
  30  6.01504355   0.770   0.43993   3.66964   6.17335  -0.55593   0.00000   7.478E-01   0.000E+00   2.522E-01
  31  6.02815457   0.770   0.42087   3.66959   6.18252  -0.52840   0.00000   6.856E-01   0.000E+00   3.144E-01
  32  6.04088136   0.770   0.39795   3.66949   6.19347  -0.49546   0.00000   5.932E-01   0.000E+00   4.068E-01
  33  6.05324579   0.770   0.37130   3.66933   6.20612  -0.45743   0.00000   4.748E-01   0.000E+00   5.252E-01
  34  6.06526792   0.770   0.34105   3.66909   6.22041  -0.41450   0.00000   3.373E-01   0.000E+00   6.627E-01
  35  6.07696620   0.770   0.30855   3.66878   6.23568  -0.36870   0.00000   2.057E-01   0.000E+00   7.943E-01
  36  6.08835763   0.770   0.27535   3.66839   6.25116  -0.32228   0.00000   1.092E-01   0.000E+00   8.908E-01
  37  6.09945787   0.770   0.24325   3.66794   6.26600  -0.27773   0.00000   5.198E-02   0.000E+00   9.480E-01
  38  6.11028146   0.770   0.21311   3.66747   6.27988  -0.23612   0.00000   2.508E-02   0.000E+00   9.749E-01
  39  6.12084185   0.770   0.18538   3.66699   6.29248  -0.19824   0.00000   1.378E-02   0.000E+00   9.862E-01
  40  6.13115154   0.770   0.15965   3.66652   6.30411  -0.16324   0.00000   7.081E-03   0.000E+00   9.929E-01
  41  6.14122214   0.770   0.13573   3.66606   6.31490  -0.13078   0.00000   3.000E-03   0.000E+00   9.970E-01
  42  6.16291748   0.770   0.08832   3.66509   6.33615  -0.06681   0.00000   1.000E-03   0.000E+00   9.990E-01
  43  6.18358040   0.770   0.04707   3.66420   6.35455  -0.01141   0.00000   0.000E+00   0.000E+00   1.000E+00
  44  6.20330470   0.770   0.01073   3.66338   6.37070   0.03723   0.00000   0.000E+00   0.000E+00   1.000E+00
  45  6.22217196   0.770  -0.02176   3.66262   6.38510   0.08060   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  6.24025358   0.770  -0.05123   3.66191   6.39813   0.11987   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  6.25761238   0.770  -0.07798   3.66125   6.40991   0.15539   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  6.27430393   0.770  -0.10262   3.66064   6.42077   0.18812   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  6.29037763   0.770  -0.12546   3.66007   6.43083   0.21845   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  6.30587760   0.770  -0.14675   3.65952   6.44018   0.24661   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  6.32084338   0.770  -0.16654   3.65902   6.44886   0.27284   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  6.33531058   0.770  -0.18515   3.65853   6.45703   0.29748   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  6.34931134   0.770  -0.20272   3.65808   6.46473   0.32071   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  6.36287481   0.770  -0.21923   3.65764   6.47197   0.34255   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  6.37602747   0.770  -0.23489   3.65723   6.47882   0.36325   0.00000   0.000E+00   0.000E+00   1.000E+00
  56  6.38879349   0.770  -0.24981   3.65683   6.48536   0.38297   0.00000   0.000E+00   0.000E+00   1.000E+00
  57  6.40119494   0.770  -0.26408   3.65645   6.49160   0.40183   0.00000   0.000E+00   0.000E+00   1.000E+00
  58  6.41325207   0.770  -0.27778   3.65609   6.49760   0.41993   0.00000   0.000E+00   0.000E+00   1.000E+00
  59  6.42498349   0.770  -0.29067   3.65575   6.50323   0.43695   0.00000   0.000E+00   0.000E+00   1.000E+00
  60  6.43640633   0.770  -0.30315   3.65541   6.50869   0.45343   0.00000   0.000E+00   0.000E+00   1.000E+00
  61  6.44753641   0.770  -0.31524   3.65508   6.51398   0.46940   0.00000   0.000E+00   0.000E+00   1.000E+00
  62  6.45838836   0.770  -0.32664   3.65478   6.51896   0.48444   0.00000   0.000E+00   0.000E+00   1.000E+00
