 # M = 5.00 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.18103442   0.770   2.45139   3.71168   6.27988  -1.89806   0.00000   2.630E-01   0.000E+00   7.200E-01
   2  4.25613631   0.770   2.47747   3.71275   6.29223  -1.83145   0.00000   2.629E-01   0.000E+00   7.191E-01
   3  4.32014563   0.770   2.51154   3.71392   6.30605  -1.76769   0.00000   2.557E-01   0.000E+00   7.253E-01
   4  4.37592137   0.770   2.55360   3.71533   6.32130  -1.70541   0.00000   2.416E-01   0.000E+00   7.374E-01
   5  4.42534232   0.770   2.59994   3.71710   6.33804  -1.64357   0.00000   2.251E-01   0.000E+00   7.532E-01
   6  4.46970956   0.770   2.64210   3.71939   6.35615  -1.58155   0.00000   2.082E-01   0.000E+00   7.678E-01
   7  4.50996145   0.770   2.67673   3.72235   6.37541  -1.51926   0.00000   1.954E-01   0.000E+00   7.806E-01
   8  4.54679706   0.770   2.70649   3.72612   6.39552  -1.45680   0.00000   1.840E-01   0.000E+00   7.930E-01
   9  4.58075118   0.770   2.73287   3.73115   6.41626  -1.39432   0.00000   1.721E-01   0.000E+00   8.069E-01
  10  4.61224211   0.770   2.75642   3.73877   6.43823  -1.32976   0.00000   1.599E-01   0.000E+00   8.209E-01
  11  4.64160318   0.770   2.77714   3.75025   6.46167  -1.26193   0.00000   1.514E-01   0.000E+00   8.319E-01
  12  4.66910433   0.770   2.79456   3.76459   6.48504  -1.19492   0.00000   1.423E-01   0.000E+00   8.444E-01
  13  4.69496723   0.770   2.80880   3.77982   6.50825  -1.12871   0.00000   1.307E-01   0.000E+00   8.593E-01
  14  4.71937614   0.770   2.81977   3.79497   6.53120  -1.06350   0.00000   1.195E-01   0.000E+00   8.742E-01
  15  4.74248588   0.770   2.82777   3.80968   6.55374  -0.99952   0.00000   1.120E-01   0.000E+00   8.880E-01
  16  4.76442778   0.770   2.83363   3.82386   6.57580  -0.93678   0.00000   1.100E-01   0.000E+00   9.014E-01
  17  4.78531422   0.770   2.83808   3.83748   6.59731  -0.87544   0.00000   1.140E-01   0.000E+00   9.133E-01
  18  4.80524209   0.770   2.84188   3.85064   6.61829  -0.81543   0.00000   1.283E-01   0.000E+00   9.235E-01
  19  4.82429554   0.770   2.84550   3.86333   6.63871  -0.75682   0.00000   1.577E-01   0.000E+00   9.330E-01
  20  4.84254808   0.770   2.84928   3.87567   6.65862  -0.69951   0.00000   2.069E-01   0.000E+00   9.422E-01
  21  4.86006435   0.770   2.85336   3.88767   6.67804  -0.64348   0.00000   2.833E-01   0.000E+00   9.490E-01
  22  4.87690145   0.770   2.85782   3.89939   6.69699  -0.58873   0.00000   4.014E-01   0.000E+00   9.563E-01
  23  4.89311007   0.770   2.86260   3.91084   6.71547  -0.53518   0.00000   5.739E-01   0.000E+00   9.615E-01
  24  4.90873547   0.770   2.86764   3.92206   6.73354  -0.48282   0.00000   8.218E-01   0.000E+00   9.664E-01
  25  4.92381815   0.770   2.87288   3.93304   6.75121  -0.43157   0.00000   1.170E+00   0.000E+00   9.711E-01
  26  4.93839456   0.770   2.87824   3.94379   6.76848  -0.38147   0.00000   1.657E+00   0.000E+00   9.748E-01
  27  4.95249758   0.770   2.88367   3.95432   6.78536  -0.33248   0.00000   2.329E+00   0.000E+00   9.784E-01
  28  4.96615699   0.770   2.88910   3.96465   6.80188  -0.28454   0.00000   3.241E+00   0.000E+00   9.809E-01
  29  4.97939986   0.770   2.89453   3.97478   6.81803  -0.23761   0.00000   4.457E+00   0.000E+00   9.832E-01
  30  4.99225083   0.770   2.89995   3.98471   6.83385  -0.19171   0.00000   6.077E+00   0.000E+00   9.848E-01
  31  5.00473244   0.770   2.90526   3.99441   6.84932  -0.14682   0.00000   8.232E+00   0.000E+00   9.865E-01
  32  5.01686533   0.770   2.91035   4.00447   6.86446  -0.10283   0.00000   1.100E+01   0.000E+00   9.881E-01
  33  5.02866846   0.770   2.91514   4.01371   6.87927  -0.05984   0.00000   1.466E+01   0.000E+00   9.896E-01
  34  5.04015927   0.770   2.91974   4.02274   6.89379  -0.01772   0.00000   1.930E+01   0.000E+00   9.901E-01
  35  5.05135387   0.770   2.92416   4.03155   6.90797   0.02346   0.00000   2.530E+01   0.000E+00   9.916E-01
  36  5.06226715   0.770   2.92833   4.03996   6.92155   0.06285   0.00000   3.259E+01   0.000E+00   9.926E-01
  37  5.07291290   0.770   2.93230   4.04811   6.93475   0.10116   0.00000   4.171E+01   0.000E+00   9.936E-01
  38  5.08330393   0.770   2.93613   4.05610   6.94771   0.13875   0.00000   5.305E+01   0.000E+00   9.940E-01
  39  5.09345213   0.770   2.93982   4.06392   6.96041   0.17564   0.00000   6.707E+01   0.000E+00   9.950E-01
  40  5.10336861   0.770   2.94337   4.07158   6.97289   0.21186   0.00000   8.428E+01   0.000E+00   9.950E-01
