 # M = 1.40 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.06742888   0.770   1.45674   3.69781   6.16422  -1.46396   0.00000   9.400E-01   0.000E+00   5.990E-02
   2  5.10803319   0.770   1.45279   3.69796   6.16645  -1.45726   0.00000   9.407E-01   0.000E+00   5.926E-02
   3  5.14516367   0.770   1.44884   3.69811   6.16869  -1.45056   0.00000   9.414E-01   0.000E+00   5.862E-02
   4  5.17936816   0.770   1.44488   3.69826   6.17092  -1.44387   0.00000   9.421E-01   0.000E+00   5.797E-02
   5  5.21107432   0.770   1.44093   3.69841   6.17316  -1.43717   0.00000   9.429E-01   0.000E+00   5.733E-02
   6  5.24062239   0.770   1.43695   3.69856   6.17541  -1.43042   0.00000   9.423E-01   0.000E+00   5.786E-02
   7  5.26828754   0.770   1.43296   3.69871   6.17766  -1.42367   0.00000   9.414E-01   0.000E+00   5.869E-02
   8  5.29429541   0.770   1.42896   3.69886   6.17991  -1.41691   0.00000   9.406E-01   0.000E+00   5.951E-02
   9  5.31883341   0.770   1.42497   3.69901   6.18216  -1.41015   0.00000   9.397E-01   0.000E+00   6.034E-02
  10  5.34205882   0.770   1.42091   3.69916   6.18446  -1.40326   0.00000   9.386E-01   0.000E+00   6.145E-02
  11  5.36410497   0.770   1.41654   3.69933   6.18692  -1.39588   0.00000   9.363E-01   0.000E+00   6.365E-02
  12  5.38508585   0.770   1.41218   3.69949   6.18938  -1.38849   0.00000   9.341E-01   0.000E+00   6.586E-02
  13  5.40509968   0.770   1.40782   3.69965   6.19184  -1.38110   0.00000   9.319E-01   0.000E+00   6.807E-02
  14  5.42423168   0.770   1.40346   3.69982   6.19430  -1.37372   0.00000   9.297E-01   0.000E+00   7.027E-02
  15  5.44255631   0.770   1.39862   3.70000   6.19702  -1.36554   0.00000   9.262E-01   0.000E+00   7.379E-02
  16  5.46013894   0.770   1.39356   3.70018   6.19988  -1.35696   0.00000   9.221E-01   0.000E+00   7.794E-02
  17  5.47703735   0.770   1.38849   3.70037   6.20273  -1.34839   0.00000   9.180E-01   0.000E+00   8.210E-02
  18  5.49330279   0.770   1.38342   3.70056   6.20559  -1.33982   0.00000   9.139E-01   0.000E+00   8.626E-02
  19  5.50898098   0.770   1.37777   3.70077   6.20877  -1.33028   0.00000   9.079E-01   0.000E+00   9.223E-02
  20  5.52411284   0.770   1.37162   3.70100   6.21223  -1.31989   0.00000   9.003E-01   0.000E+00   9.977E-02
  21  5.53873518   0.770   1.36547   3.70122   6.21569  -1.30950   0.00000   8.927E-01   0.000E+00   1.073E-01
  22  5.55288119   0.770   1.35931   3.70145   6.21915  -1.29912   0.00000   8.852E-01   0.000E+00   1.149E-01
  23  5.56658092   0.770   1.35168   3.70172   6.22344  -1.28626   0.00000   8.719E-01   0.000E+00   1.281E-01
  24  5.57986169   0.770   1.34403   3.70200   6.22774  -1.27335   0.00000   8.586E-01   0.000E+00   1.414E-01
  25  5.59274835   0.770   1.33627   3.70228   6.23210  -1.26027   0.00000   8.447E-01   0.000E+00   1.553E-01
  26  5.60526362   0.770   1.32667   3.70262   6.23748  -1.24412   0.00000   8.209E-01   0.000E+00   1.791E-01
  27  5.61742831   0.770   1.31706   3.70296   6.24287  -1.22796   0.00000   7.971E-01   0.000E+00   2.029E-01
  28  5.62926153   0.770   1.30585   3.70335   6.24916  -1.20910   0.00000   7.632E-01   0.000E+00   2.368E-01
  29  5.64078087   0.770   1.29394   3.70377   6.25583  -1.18908   0.00000   7.248E-01   0.000E+00   2.752E-01
  30  5.65200254   0.770   1.27999   3.70425   6.26364  -1.16563   0.00000   6.710E-01   0.000E+00   3.290E-01
  31  5.66294154   0.770   1.26484   3.70477   6.27212  -1.14020   0.00000   6.072E-01   0.000E+00   3.928E-01
  32  5.67361177   0.770   1.24785   3.70534   6.28159  -1.11177   0.00000   5.279E-01   0.000E+00   4.721E-01
  33  5.68402611   0.770   1.22885   3.70598   6.29220  -1.07993   0.00000   4.335E-01   0.000E+00   5.665E-01
  34  5.69419656   0.770   1.20820   3.70665   6.30372  -1.04543   0.00000   3.328E-01   0.000E+00   6.672E-01
  35  5.70413427   0.770   1.18636   3.70734   6.31591  -1.00894   0.00000   2.363E-01   0.000E+00   7.637E-01
  36  5.71384966   0.770   1.16408   3.70804   6.32828  -0.97185   0.00000   1.556E-01   0.000E+00   8.444E-01
  37  5.72335246   0.770   1.14197   3.70871   6.34059  -0.93505   0.00000   9.494E-02   0.000E+00   9.051E-01
  38  5.73265178   0.770   1.12051   3.70935   6.35246  -0.89948   0.00000   5.443E-02   0.000E+00   9.456E-01
  39  5.74175614   0.770   1.10003   3.70994   6.36232  -0.86384   0.00000   2.809E-02   0.000E+00   9.711E-01
  40  5.75067355   0.770   1.08063   3.71049   6.37140  -0.82910   0.00000   8.910E-03   0.000E+00   9.910E-01
  41  5.75941153   0.770   1.06243   3.71100   6.37990  -0.79625   0.00000   3.000E-03   0.000E+00   9.970E-01
  42  5.76839735   0.770   1.04457   3.71149   6.38824  -0.76378   0.00000   1.000E-03   0.000E+00   9.990E-01
  43  5.77720102   0.770   1.02777   3.71194   6.39608  -0.73304   0.00000   9.763E-04   0.000E+00   9.990E-01
  44  5.78582976   0.770   1.01201   3.71236   6.40346  -0.70390   0.00000   4.576E-05   0.000E+00   1.000E+00
  45  5.79429040   0.770   0.99716   3.71275   6.41041  -0.67623   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  5.80258936   0.770   0.98314   3.71312   6.41701  -0.64980   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  5.81073270   0.770   0.96982   3.71346   6.42328  -0.62446   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  5.81872616   0.770   0.95712   3.71379   6.42928  -0.60008   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  5.82657514   0.770   0.94497   3.71410   6.43505  -0.57654   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  5.83428479   0.770   0.93360   3.71440   6.44047  -0.55417   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  5.84185996   0.770   0.92266   3.71468   6.44572  -0.53245   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  5.84930526   0.770   0.91209   3.71495   6.45081  -0.51128   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  5.85662507   0.770   0.90214   3.71521   6.45564  -0.49107   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  5.86382355   0.770   0.89254   3.71546   6.46033  -0.47137   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  5.87090466   0.770   0.88326   3.71570   6.46490  -0.45214   0.00000   0.000E+00   0.000E+00   1.000E+00
  56  5.87787216   0.770   0.87451   3.71594   6.46926  -0.43369   0.00000   0.000E+00   0.000E+00   1.000E+00
  57  5.88472964   0.770   0.86592   3.71616   6.47355  -0.41547   0.00000   0.000E+00   0.000E+00   1.000E+00
  58  5.89148052   0.770   0.85785   3.71639   6.47765  -0.39803   0.00000   0.000E+00   0.000E+00   1.000E+00
  59  5.89812807   0.770   0.84993   3.71661   6.48169  -0.38081   0.00000   0.000E+00   0.000E+00   1.000E+00
  60  5.90467540   0.770   0.84243   3.71683   6.48557  -0.36417   0.00000   0.000E+00   0.000E+00   1.000E+00
  61  5.91112549   0.770   0.83511   3.71704   6.48939  -0.34780   0.00000   0.000E+00   0.000E+00   1.000E+00
  62  5.91748118   0.770   0.82812   3.71725   6.49309  -0.33192   0.00000   0.000E+00   0.000E+00   1.000E+00
  63  5.92374520   0.770   0.82130   3.71746   6.49673  -0.31628   0.00000   0.000E+00   0.000E+00   1.000E+00
  64  5.92992016   0.770   0.81482   3.71766   6.50026  -0.30113   0.00000   0.000E+00   0.000E+00   1.000E+00
  65  5.93600855   0.770   0.80844   3.71786   6.50375  -0.28611   0.00000   0.000E+00   0.000E+00   1.000E+00
  66  5.94201276   0.770   0.80242   3.71806   6.50712  -0.27163   0.00000   0.000E+00   0.000E+00   1.000E+00
  67  5.94793509   0.770   0.79640   3.71826   6.51048  -0.25715   0.00000   0.000E+00   0.000E+00   1.000E+00
  68  5.95377775   0.770   0.79086   3.71846   6.51369  -0.24328   0.00000   0.000E+00   0.000E+00   1.000E+00
  69  5.95954284   0.770   0.78531   3.71866   6.51690  -0.22943   0.00000   0.000E+00   0.000E+00   1.000E+00
  70  5.96523241   0.770   0.78004   3.71885   6.52003  -0.21597   0.00000   0.000E+00   0.000E+00   1.000E+00
  71  5.97084841   0.770   0.77490   3.71904   6.52310  -0.20271   0.00000   0.000E+00   0.000E+00   1.000E+00
  72  5.97639271   0.770   0.76985   3.71924   6.52615  -0.18958   0.00000   0.000E+00   0.000E+00   1.000E+00
  73  5.98186712   0.770   0.76513   3.71944   6.52910  -0.17688   0.00000   0.000E+00   0.000E+00   1.000E+00
  74  5.98727338   0.770   0.76042   3.71964   6.53205  -0.16417   0.00000   0.000E+00   0.000E+00   1.000E+00
  75  5.99261317   0.770   0.75596   3.71983   6.53493  -0.15183   0.00000   0.000E+00   0.000E+00   1.000E+00
