 # M = 7.00 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  3.63132492   0.770   2.76811   3.71239   6.31185  -2.17329   0.00000   2.160E-01   0.000E+00   7.760E-01
   2  3.74882872   0.770   2.97617   3.71582   6.32012  -2.09481   0.00000   1.327E-01   0.000E+00   8.593E-01
   3  3.84121590   0.770   3.09268   3.72283   6.33613  -2.01473   0.00000   1.246E-01   0.000E+00   8.664E-01
   4  3.91735554   0.770   3.14051   3.73361   6.35615  -1.93318   0.00000   1.448E-01   0.000E+00   8.444E-01
   5  3.98211664   0.770   3.17156   3.74752   6.37747  -1.85332   0.00000   1.678E-01   0.000E+00   8.175E-01
   6  4.03846207   0.770   3.19597   3.76235   6.39890  -1.77679   0.00000   1.827E-01   0.000E+00   7.976E-01
   7  4.08832963   0.770   3.21888   3.77731   6.42050  -1.70269   0.00000   1.901E-01   0.000E+00   7.869E-01
   8  4.13305642   0.770   3.24218   3.79265   6.44250  -1.63017   0.00000   1.889E-01   0.000E+00   7.881E-01
   9  4.17360397   0.770   3.26569   3.80848   6.46510  -1.55836   0.00000   1.786E-01   0.000E+00   8.004E-01
  10  4.21068700   0.770   3.28808   3.82475   6.48837  -1.48680   0.00000   1.635E-01   0.000E+00   8.192E-01
  11  4.24485122   0.770   3.30757   3.84109   6.51203  -1.41598   0.00000   1.483E-01   0.000E+00   8.369E-01
  12  4.27652277   0.770   3.32346   3.85716   6.53570  -1.34633   0.00000   1.343E-01   0.000E+00   8.532E-01
  13  4.30604079   0.770   3.33571   3.87280   6.55918  -1.27807   0.00000   1.196E-01   0.000E+00   8.697E-01
  14  4.33367959   0.770   3.34472   3.88787   6.58231  -1.21134   0.00000   1.085E-01   0.000E+00   8.844E-01
  15  4.35966418   0.770   3.35102   3.90236   6.60493  -1.14632   0.00000   9.962E-02   0.000E+00   8.983E-01
  16  4.38418145   0.770   3.35545   3.91620   6.62699  -1.08297   0.00000   9.400E-02   0.000E+00   9.110E-01
  17  4.40738829   0.770   3.35862   3.92946   6.64842  -1.02145   0.00000   9.448E-02   0.000E+00   9.219E-01
  18  4.42941771   0.770   3.36121   3.94221   6.66925  -0.96156   0.00000   1.015E-01   0.000E+00   9.315E-01
  19  4.45038344   0.770   3.36359   3.95453   6.68946  -0.90339   0.00000   1.191E-01   0.000E+00   9.398E-01
  20  4.47038347   0.770   3.36603   3.96645   6.70907  -0.84684   0.00000   1.484E-01   0.000E+00   9.476E-01
  21  4.48950288   0.770   3.36865   3.97799   6.72813  -0.79178   0.00000   1.956E-01   0.000E+00   9.546E-01
  22  4.50781594   0.770   3.37148   3.98920   6.74667  -0.73822   0.00000   2.667E-01   0.000E+00   9.608E-01
  23  4.52538793   0.770   3.37453   4.00048   6.76470  -0.68605   0.00000   3.697E-01   0.000E+00   9.657E-01
  24  4.54227651   0.770   3.37780   4.01140   6.78224  -0.63525   0.00000   5.170E-01   0.000E+00   9.699E-01
  25  4.55853284   0.770   3.38127   4.02171   6.79934  -0.58573   0.00000   7.201E-01   0.000E+00   9.736E-01
  26  4.57420256   0.770   3.38491   4.03176   6.81599  -0.53745   0.00000   9.966E-01   0.000E+00   9.771E-01
  27  4.58932654   0.770   3.38862   4.04155   6.83221  -0.49043   0.00000   1.371E+00   0.000E+00   9.788E-01
  28  4.60394152   0.770   3.39230   4.05109   6.84802  -0.44455   0.00000   1.870E+00   0.000E+00   9.815E-01
  29  4.61808064   0.770   3.39594   4.06039   6.86346  -0.39975   0.00000   2.519E+00   0.000E+00   9.831E-01
  30  4.63177391   0.770   3.39950   4.06944   6.87850  -0.35609   0.00000   3.376E+00   0.000E+00   9.847E-01
  31  4.64504860   0.770   3.40289   4.07825   6.89319  -0.31345   0.00000   4.474E+00   0.000E+00   9.872E-01
  32  4.65792955   0.770   3.40609   4.08683   6.90752  -0.27182   0.00000   5.885E+00   0.000E+00   9.887E-01
  33  4.67043942   0.770   3.40915   4.09513   6.92142  -0.23140   0.00000   7.661E+00   0.000E+00   9.893E-01
