 # M = 1.90 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.06466243   0.770   1.67262   3.70213   6.19521  -1.63181   0.00000   9.360E-01   0.000E+00   6.360E-02
   2  5.09284371   0.770   1.66919   3.70227   6.19718  -1.62588   0.00000   9.356E-01   0.000E+00   6.403E-02
   3  5.11930721   0.770   1.66575   3.70242   6.19916  -1.61996   0.00000   9.352E-01   0.000E+00   6.446E-02
   4  5.14425036   0.770   1.66232   3.70256   6.20113  -1.61403   0.00000   9.348E-01   0.000E+00   6.489E-02
   5  5.16783842   0.770   1.65889   3.70271   6.20311  -1.60811   0.00000   9.344E-01   0.000E+00   6.532E-02
   6  5.19021106   0.770   1.65545   3.70285   6.20508  -1.60218   0.00000   9.340E-01   0.000E+00   6.575E-02
   7  5.21148741   0.770   1.65180   3.70301   6.20717  -1.59590   0.00000   9.325E-01   0.000E+00   6.731E-02
   8  5.23176993   0.770   1.64812   3.70316   6.20928  -1.58957   0.00000   9.307E-01   0.000E+00   6.900E-02
   9  5.25114732   0.770   1.64444   3.70331   6.21139  -1.58324   0.00000   9.290E-01   0.000E+00   7.070E-02
  10  5.26969693   0.770   1.64076   3.70346   6.21350  -1.57691   0.00000   9.273E-01   0.000E+00   7.239E-02
  11  5.28748659   0.770   1.63708   3.70361   6.21561  -1.57058   0.00000   9.255E-01   0.000E+00   7.409E-02
  12  5.30457614   0.770   1.63304   3.70378   6.21792  -1.56363   0.00000   9.227E-01   0.000E+00   7.694E-02
  13  5.32101859   0.770   1.62885   3.70396   6.22033  -1.55642   0.00000   9.194E-01   0.000E+00   8.029E-02
  14  5.33686118   0.770   1.62466   3.70413   6.22274  -1.54921   0.00000   9.161E-01   0.000E+00   8.364E-02
  15  5.35214612   0.770   1.62048   3.70430   6.22514  -1.54199   0.00000   9.128E-01   0.000E+00   8.699E-02
