 # M = 0.30 Mo, Y = 0.2300, Z = 2.00000E-04, alpha = 1.20, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.08114104   0.770   0.19032   3.63700   6.01851  -0.58777   0.00000   9.430E-01   0.000E+00   5.720E-02
   2  5.24413109   0.770   0.18130   3.63687   6.02259  -0.57550   0.00000   9.365E-01   0.000E+00   6.307E-02
   3  5.36236797   0.770   0.17323   3.63676   6.02624  -0.56453   0.00000   9.395E-01   0.000E+00   6.028E-02
   4  5.45520666   0.770   0.16568   3.63665   6.02965  -0.55427   0.00000   9.430E-01   0.000E+00   5.681E-02
   5  5.53165233   0.770   0.15908   3.63656   6.03263  -0.54531   0.00000   9.464E-01   0.000E+00   5.338E-02
   6  5.59663454   0.770   0.15248   3.63647   6.03561  -0.53636   0.00000   9.497E-01   0.000E+00   4.994E-02
   7  5.65314719   0.770   0.14644   3.63638   6.03833  -0.52819   0.00000   9.509E-01   0.000E+00   4.886E-02
   8  5.70314566   0.770   0.14047   3.63628   6.04102  -0.52010   0.00000   9.519E-01   0.000E+00   4.803E-02
   9  5.74797769   0.770   0.13449   3.63619   6.04371  -0.51202   0.00000   9.529E-01   0.000E+00   4.721E-02
  10  5.78861171   0.770   0.12853   3.63610   6.04639  -0.50397   0.00000   9.522E-01   0.000E+00   4.775E-02
  11  5.82576704   0.770   0.12258   3.63601   6.04906  -0.49592   0.00000   9.513E-01   0.000E+00   4.850E-02
  12  5.85999261   0.770   0.11663   3.63591   6.05173  -0.48788   0.00000   9.504E-01   0.000E+00   4.924E-02
  13  5.89171688   0.770   0.11044   3.63581   6.05450  -0.47953   0.00000   9.489E-01   0.000E+00   5.071E-02
  14  5.92128068   0.770   0.10405   3.63571   6.05737  -0.47091   0.00000   9.468E-01   0.000E+00   5.282E-02
  15  5.94895961   0.770   0.09765   3.63560   6.06023  -0.46229   0.00000   9.447E-01   0.000E+00   5.493E-02
  16  5.97497967   0.770   0.09110   3.63549   6.06317  -0.45347   0.00000   9.424E-01   0.000E+00   5.736E-02
  17  5.99952852   0.770   0.08380   3.63536   6.06643  -0.44365   0.00000   9.385E-01   0.000E+00   6.139E-02
  18  6.02276364   0.770   0.07649   3.63523   6.06969  -0.43384   0.00000   9.347E-01   0.000E+00   6.542E-02
  19  6.04481855   0.770   0.06913   3.63510   6.07297  -0.42395   0.00000   9.307E-01   0.000E+00   6.958E-02
  20  6.06580735   0.770   0.06041   3.63495   6.07685  -0.41227   0.00000   9.234E-01   0.000E+00   7.673E-02
  21  6.08582839   0.770   0.05169   3.63479   6.08073  -0.40058   0.00000   9.161E-01   0.000E+00   8.389E-02
  22  6.10496699   0.770   0.04236   3.63462   6.08488  -0.38810   0.00000   9.072E-01   0.000E+00   9.271E-02
  23  6.12329766   0.770   0.03163   3.63441   6.08964  -0.37374   0.00000   8.946E-01   0.000E+00   1.054E-01
  24  6.14088586   0.770   0.02088   3.63421   6.09441  -0.35937   0.00000   8.818E-01   0.000E+00   1.182E-01
  25  6.15778941   0.770   0.00748   3.63394   6.10035  -0.34150   0.00000   8.598E-01   0.000E+00   1.402E-01
  26  6.17405961   0.770  -0.00640   3.63366   6.10649  -0.32301   0.00000   8.355E-01   0.000E+00   1.645E-01
  27  6.18974222   0.770  -0.02312   3.63332   6.11387  -0.30078   0.00000   7.973E-01   0.000E+00   2.027E-01
  28  6.20487821   0.770  -0.04233   3.63291   6.12234  -0.27527   0.00000   7.448E-01   0.000E+00   2.552E-01
  29  6.21950440   0.770  -0.06474   3.63242   6.13219  -0.24559   0.00000   6.723E-01   0.000E+00   3.277E-01
  30  6.23365401   0.770  -0.09125   3.63183   6.14382  -0.21057   0.00000   5.706E-01   0.000E+00   4.294E-01
  31  6.24735712   0.770  -0.12201   3.63111   6.15728  -0.16998   0.00000   4.393E-01   0.000E+00   5.607E-01
  32  6.26064106   0.770  -0.15699   3.63027   6.17257  -0.12397   0.00000   2.932E-01   0.000E+00   7.068E-01
  33  6.27353071   0.770  -0.19374   3.62936   6.18863  -0.07560   0.00000   1.661E-01   0.000E+00   8.339E-01
  34  6.28604880   0.770  -0.22992   3.62848   6.20444  -0.02791   0.00000   8.462E-02   0.000E+00   9.154E-01
  35  6.29821616   0.770  -0.26336   3.62767   6.21908   0.01622   0.00000   5.924E-02   0.000E+00   9.408E-01
  36  6.31005190   0.770  -0.29383   3.62695   6.23241   0.05647   0.00000   4.053E-02   0.000E+00   9.595E-01
  37  6.32157363   0.770  -0.32201   3.62630   6.24478   0.09379   0.00000   2.646E-02   0.000E+00   9.735E-01
  38  6.33279756   0.770  -0.34779   3.62572   6.25611   0.12810   0.00000   1.734E-02   0.000E+00   9.827E-01
  39  6.34373872   0.770  -0.37174   3.62520   6.26668   0.16005   0.00000   1.114E-02   0.000E+00   9.889E-01
  40  6.35441100   0.770  -0.39398   3.62472   6.27652   0.18983   0.00000   6.407E-03   0.000E+00   9.936E-01
  41  6.36482729   0.770  -0.41468   3.62429   6.28570   0.21762   0.00000   4.000E-03   0.000E+00   9.960E-01
  42  6.38248286   0.770  -0.44756   3.62363   6.30034   0.26193   0.00000   2.247E-03   0.000E+00   9.978E-01
  43  6.39944862   0.770  -0.47715   3.62307   6.31358   0.30203   0.00000   1.000E-03   0.000E+00   9.990E-01
  44  6.41577645   0.770  -0.50404   3.62258   6.32564   0.33859   0.00000   2.337E-04   0.000E+00   9.998E-01
  45  6.43151259   0.770  -0.52867   3.62215   6.33674   0.37221   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  6.44669844   0.770  -0.55122   3.62177   6.34692   0.40309   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  6.46137118   0.770  -0.57217   3.62143   6.35641   0.43187   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  6.47556435   0.770  -0.59172   3.62112   6.36528   0.45880   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  6.48930832   0.770  -0.61002   3.62085   6.37360   0.48407   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  6.50263065   0.770  -0.62722   3.62059   6.38144   0.50789   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  6.51555644   0.770  -0.64350   3.62036   6.38886   0.53046   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  6.52810861   0.770  -0.65894   3.62014   6.39592   0.55192   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  6.54030817   0.770  -0.67344   3.61995   6.40257   0.57211   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  6.55217437   0.770  -0.68726   3.61976   6.40890   0.59138   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  6.56372496   0.770  -0.70053   3.61959   6.41499   0.60991   0.00000   0.000E+00   0.000E+00   1.000E+00
  56  6.57497629   0.770  -0.71326   3.61943   6.42084   0.62771   0.00000   0.000E+00   0.000E+00   1.000E+00
  57  6.58594348   0.770  -0.72527   3.61928   6.42637   0.64453   0.00000   0.000E+00   0.000E+00   1.000E+00
  58  6.59664052   0.770  -0.73696   3.61913   6.43174   0.66091   0.00000   0.000E+00   0.000E+00   1.000E+00
  59  6.60708041   0.770  -0.74814   3.61900   6.43689   0.67660   0.00000   0.000E+00   0.000E+00   1.000E+00
  60  6.61727521   0.770  -0.75887   3.61887   6.44183   0.69166   0.00000   0.000E+00   0.000E+00   1.000E+00
  61  6.62723618   0.770  -0.76935   3.61875   6.44667   0.70639   0.00000   0.000E+00   0.000E+00   1.000E+00
  62  6.63697379   0.770  -0.77926   3.61863   6.45124   0.72033   0.00000   0.000E+00   0.000E+00   1.000E+00
  63  6.64649785   0.770  -0.78909   3.61851   6.45577   0.73415   0.00000   0.000E+00   0.000E+00   1.000E+00
  64  6.65581752   0.770  -0.79832   3.61841   6.46003   0.74716   0.00000   0.000E+00   0.000E+00   1.000E+00
  65  6.66494139   0.770  -0.80753   3.61831   6.46428   0.76014   0.00000   0.000E+00   0.000E+00   1.000E+00
  66  6.67387752   0.770  -0.81621   3.61821   6.46829   0.77238   0.00000   0.000E+00   0.000E+00   1.000E+00
  67  6.68263348   0.770  -0.82485   3.61811   6.47228   0.78456   0.00000   0.000E+00   0.000E+00   1.000E+00
  68  6.69121640   0.770  -0.83308   3.61802   6.47609   0.79618   0.00000   0.000E+00   0.000E+00   1.000E+00
  69  6.69963297   0.770  -0.84118   3.61793   6.47983   0.80761   0.00000   0.000E+00   0.000E+00   1.000E+00
  70  6.70788952   0.770  -0.84906   3.61784   6.48347   0.81873   0.00000   0.000E+00   0.000E+00   1.000E+00
  71  6.71599203   0.770  -0.85666   3.61776   6.48698   0.82945   0.00000   0.000E+00   0.000E+00   1.000E+00
  72  6.72394614   0.770  -0.86426   3.61767   6.49049   0.84017   0.00000   0.000E+00   0.000E+00   1.000E+00
  73  6.73175718   0.770  -0.87140   3.61760   6.49379   0.85026   0.00000   0.000E+00   0.000E+00   1.000E+00
  74  6.73943022   0.770  -0.87851   3.61752   6.49708   0.86032   0.00000   0.000E+00   0.000E+00   1.000E+00
  75  6.74697004   0.770  -0.88548   3.61745   6.50031   0.87018   0.00000   0.000E+00   0.000E+00   1.000E+00
  76  6.75438119   0.770  -0.89215   3.61738   6.50339   0.87963   0.00000   0.000E+00   0.000E+00   1.000E+00
  77  6.76166800   0.770  -0.89883   3.61730   6.50648   0.88908   0.00000   0.000E+00   0.000E+00   1.000E+00
  78  6.76883455   0.770  -0.90528   3.61724   6.50946   0.89822   0.00000   0.000E+00   0.000E+00   1.000E+00
  79  6.77588476   0.770  -0.91154   3.61717   6.51236   0.90709   0.00000   0.000E+00   0.000E+00   1.000E+00
  80  6.78282235   0.770  -0.91780   3.61711   6.51525   0.91595   0.00000   0.000E+00   0.000E+00   1.000E+00
  81  6.78965086   0.770  -0.92385   3.61705   6.51805   0.92453   0.00000   0.000E+00   0.000E+00   1.000E+00
  82  6.79637365   0.770  -0.92971   3.61698   6.52077   0.93285   0.00000   0.000E+00   0.000E+00   1.000E+00
  83  6.80299397   0.770  -0.93558   3.61692   6.52348   0.94117   0.00000   0.000E+00   0.000E+00   1.000E+00
  84  6.80951488   0.770  -0.94133   3.61686   6.52614   0.94933   0.00000   0.000E+00   0.000E+00   1.000E+00
  85  6.81593932   0.770  -0.94682   3.61681   6.52868   0.95713   0.00000   0.000E+00   0.000E+00   1.000E+00
  86  6.82227011   0.770  -0.95232   3.61675   6.53123   0.96494   0.00000   0.000E+00   0.000E+00   1.000E+00
  87  6.82850995   0.770  -0.95781   3.61669   6.53377   0.97275   0.00000   0.000E+00   0.000E+00   1.000E+00
  88  6.83466139   0.770  -0.96300   3.61664   6.53617   0.98012   0.00000   0.000E+00   0.000E+00   1.000E+00
  89  6.84072693   0.770  -0.96816   3.61659   6.53856   0.98745   0.00000   0.000E+00   0.000E+00   1.000E+00
  90  6.84670891   0.770  -0.97332   3.61654   6.54095   0.99478   0.00000   0.000E+00   0.000E+00   1.000E+00
  91  6.85260962   0.770  -0.97838   3.61649   6.54330   1.00198   0.00000   0.000E+00   0.000E+00   1.000E+00
  92  6.85843123   0.770  -0.98322   3.61644   6.54553   1.00885   0.00000   0.000E+00   0.000E+00   1.000E+00
  93  6.86417583   0.770  -0.98805   3.61639   6.54777   1.01572   0.00000   0.000E+00   0.000E+00   1.000E+00
  94  6.86984543   0.770  -0.99288   3.61635   6.55000   1.02259   0.00000   0.000E+00   0.000E+00   1.000E+00
  95  6.87544198   0.770  -0.99759   3.61630   6.55218   1.02928   0.00000   0.000E+00   0.000E+00   1.000E+00
  96  6.88096732   0.770  -1.00213   3.61626   6.55428   1.03573   0.00000   0.000E+00   0.000E+00   1.000E+00
