Name,RAJ2000,DEJ2000,RUWE,Gmag,e_Gmag,BP-RP,Kmag,e_Kmag,r_K,D,e_D,bin,Prot,EW,e_EW,chi,e_chi,mass,e_mass,Lbol,e_Lbol,tau,NSPTP
Gaia DR3 68129764842889600,55.14320509,23.68260879,0.939,10.699779,0.00282,0.911152,9.148,0.017,2M,132.791977,0.374428,0,4.50482806,2.59313714,0.01355747,9.327931806,0.125681659,0.942002584,0.004882087,2647.242422,121.7518809,15.56253974,26
Gaia DR3 68145707761492608,54.96111858,23.76459628,1.082,17.778164,0.00308,3.308103,13.502,0.039,2M,139.761581,3.378601,0,0.5572,nan,nan,2.950121561,0.042008501,0.197113675,0.005237528,18.15115013,1.280405412,111.2689952,45
Gaia DR3 68147391388599808,54.94989855,23.84915596,1.055,15.734668,0.003021,2.973126,11.834,0.019,2M,128.452988,0.9102975,0,0.3847,-7.00276341,0.79438859,4.796439834,0.011141449,0.391670643,0.001979412,80.00858537,1.844235809,61.66657992,44
Gaia DR3 68150861722174848,54.86586989,23.89499668,1.1,11.304962,0.002922,1.065449,9.475,0.02,2M,134.613617,0.371933,0,5.74188928,2.22908435,0.0237538,8.743049756,0.092408698,0.88074644,0.003116188,1769.168256,51.51286538,17.75627124,31
Gaia DR3 68152820227358720,55.26246147,23.72267879,1.047,15.784899,0.003341,2.738622,12.003,0.022,2M,132.408142,0.84758,0,1.4556,-4.98997887,0.1566077,4.735953415,0.012900626,0.383307119,0.002108382,72.66394485,1.785399893,63.18090899,43
Gaia DR3 68156290560900480,55.27177039,23.83755428,1.036,17.983885,0.003396,3.494736,13.757,0.04,2M,130.211197,3.7315865,0,0.3446,nan,nan,2.524163801,0.039441965,0.163938312,0.005968352,11.89476834,0.925899097,123.7154733,44.5
Gaia DR3 68162028637205888,55.33061697,23.86166087,0.946,16.882187,0.003,3.12271,12.781,0.026,2M,134.09938,1.2192305,0,0.4252,-6.43680631,0.52964054,3.688212655,0.035108126,0.264411953,0.005013895,34.62711031,1.116997426,90.16859679,44
Gaia DR3 68162921990400256,55.34530844,23.93010272,1.125,16.227856,0.003724,2.908354,12.342,0.024,2M,132.622131,1.181488,0,0.7308,-8.26971451,1.46882456,4.364977521,0.039390757,0.33884143,0.005594023,52.48108571,1.647722573,71.99959352,44
Gaia DR3 68167835432980480,55.36198993,24.01738282,1.182,15.505199,0.002893,3.000155,11.466,0.023,2M,135.238388,0.7668305,0,0.3591,-8.44080767,0.1212115,5.516392191,0.021836952,0.463092656,0.00340086,132.3606525,3.500439364,50.33174716,44
Gaia DR3 68168419548529920,55.37998697,24.05694867,0.952,17.14373,0.003101,3.169744,13.064,0.028,2M,126.266029,1.3367155,0,0.3868,-7.54455293,0.3511858,3.184385284,0.03015995,0.214665223,0.002917726,22.80912122,0.882787277,105.265807,44
Gaia DR3 68170721650939264,55.07849574,23.90657945,0.891,16.658615,0.002969,2.947197,12.766,0.027,2M,132.058258,1.305603,0,0.6702,-4.35330466,0.34274493,3.663496375,0.036458439,0.261595935,0.005297437,34.01513513,1.160354576,90.95365408,44
Gaia DR3 68174191984522368,54.92796122,23.90775049,0.979,16.293001,0.003013,2.956395,12.406,0.019,2M,136.352386,1.007439,0,0.7734,-5.38755958,0.42197929,4.358789393,0.03118435,0.33815592,0.004513699,52.28264952,1.320519492,72.14636282,44
Gaia DR3 68175806892217216,54.94308764,23.98142911,1.058,15.53727,0.003075,2.641668,11.83,0.022,2M,136.59938,0.7985305,0,1.13800647,-5.4505192,0.20058157,4.941590712,0.053698854,0.40695752,0.005076961,91.65943567,2.718306324,59.00708914,43
Gaia DR3 68183125516472320,55.11000759,24.08995117,1.08,15.516793,0.003082,2.635685,11.685,0.023,2M,147.665237,0.8896485,0,0.7654,-5.68249624,0.26196187,5.488440204,0.02846867,0.459426676,0.003449165,128.6882708,3.452300986,50.85018953,43.5
Gaia DR3 68183331674900864,55.1067107,24.10008925,1.032,16.861164,0.003198,3.065152,12.831,0.029,2M,128.265198,1.0753215,0,0.606,nan,nan,3.490274567,0.039159064,0.241860127,0.005261133,30.01917337,1.01690531,96.68156429,44
Gaia DR3 68186114813689344,55.25159126,24.22646661,1.01,17.018175,0.002957,3.180622,12.944,0.029,2M,136.87738,1.580307,0,0.5214,nan,nan,3.528233963,0.039159064,0.246184983,0.005882711,30.85262229,1.170932456,95.3917266,44
Gaia DR3 68225834671270528,54.8977434,24.11843914,1.258,14.685989,0.002805,2.312755,11.181,0.02,2M,137.52388,0.714737,0,nan,0.149523058,0.048077086,5.934196786,0.026973151,0.52263464,0.003278867,183.099559,4.194455919,42.7290857,42
Gaia DR3 68232191222851456,55.02958665,24.21765777,0.794,17.691679,0.003449,3.234057,13.541,0.036,2M,135.220261,2.0023265,0,0.4198,nan,nan,2.830838017,0.038777078,0.188176692,0.003882507,16.15811768,0.837438185,114.4754099,44.5
Gaia DR3 68232603539842944,54.98001121,24.21510537,0.977,17.68662,0.003145,3.465557,13.452,0.04,2M,127.509468,2.1435435,0,0.3291,nan,nan,2.789367592,0.043085642,0.185069637,0.004354207,15.5177644,0.90475892,115.6147603,44.5
Gaia DR3 68233531252642432,55.11230638,24.23734275,0.97,16.483887,0.003791,3.003899,12.517,0.026,2M,133.391266,1.3200455,0,0.8235,-9.32017875,0.57793225,4.098359172,0.042673321,0.309305935,0.006120601,44.57769646,1.533571518,78.65002187,44
Gaia DR3 68236795427794816,54.88463393,24.26706647,0.968,16.123356,0.003095,2.905413,12.201,0.025,2M,138.412079,1.1372985,0,0.72,-8.36079319,0.30129478,4.676315929,0.014659802,0.375060977,0.002486682,66.08277404,1.919224507,64.71671468,44
Gaia DR3 68238543478364032,55.06633345,24.37543835,0.989,18.184603,0.003749,3.579711,13.807,0.05,2M,143.721741,3.764908,0,1.2224,nan,nan,2.686248475,0.049302456,0.177332066,0.006126355,14.07384709,1.125653186,118.5087361,45
Gaia DR3 68250264445159936,54.78803908,24.36780438,1.301,9.708421,0.002773,0.748274,8.434,0.024,2M,142.09874,0.3257295,0,1.209,nan,nan,8.994354074,0.017446147,1.195995322,0.004062501,8474.247002,268.3968965,9.537455142,19
Gaia DR3 68254245878512384,54.80613659,24.46652256,1.108,10.22619,0.002979,0.80079,8.905,0.022,2M,139.853058,0.371307,0,2.713830275,3.60619949,0.04722924,9.491479397,0.014225865,1.017304035,0.005880963,4316.77547,138.5732961,13.33107809,19.5
Gaia DR3 68259438496008832,55.54549543,24.08572865,1.579,14.768776,0.002849,2.507063,11.174,0.021,2M,132.792206,0.695305,1,0.478313513,nan,nan,5.840088148,0.03002581,0.512772794,0.003409139,171.0416044,4.075746141,43.88852138,43
Gaia DR3 68261053403709312,55.57455163,24.11608007,0.996,17.022444,0.002963,3.11696,12.971,0.035,2M,135.263046,1.156227,0,0.6026,-5.57320862,0.5230041,3.456995101,0.047260939,0.238068473,0.006089047,29.30702136,1.152043161,97.82886959,44
Gaia DR3 68261946756899456,55.64150543,24.18357912,1.089,17.688309,0.003304,3.366699,13.417,0.036,2M,132.875458,2.146866,0,0.5641,nan,nan,2.923484782,0.038777078,0.195117989,0.004041118,17.68577874,0.955053184,111.9760221,44.5
Gaia DR3 68262973252098304,55.4705594,24.12361864,1.047,17.22576,0.00315,3.091123,13.252,0.037,2M,136.919357,1.953186,0,0.515,nan,nan,3.171337314,0.039854219,0.213687641,0.003882804,22.52076237,1.167290912,105.5902663,44
Gaia DR3 68263145050803840,55.50152157,24.17026431,1.048,18.561972,0.003599,3.786619,14.034,0.061,2M,139.915222,3.9525145,0,0.2821,nan,nan,2.388652202,0.070374326,0.15568664,0.005584407,10.49724907,0.977330469,127.0527069,45
Gaia DR3 68265279651517056,55.60952072,24.23555503,0.99,16.258966,0.003557,2.894832,12.387,0.026,2M,131.482986,0.9662705,0,0.9519,-6.46228691,0.18401997,4.260378907,0.042673321,0.327254186,0.005540724,49.22587284,1.530568281,74.52779369,43.5
Gaia DR3 68265588889169664,55.51193153,24.21010273,1.055,15.268429,0.002954,2.537527,11.61,0.023,2M,134.741898,0.6190565,0,0.699808807,-4.79929799,0.09947522,5.335114255,0.02846867,0.443269341,0.003268839,113.6792454,2.888208943,53.21170544,43
Gaia DR3 68266787183070976,55.70460929,24.17106263,3.041,15.754663,0.003152,2.797762,11.738,0.026,2M,142.824249,2.3725285,0,1.4585,nan,nan,5.333246479,0.032181975,0.443072517,0.005769244,113.5076417,5.139126682,53.24126115,44
Gaia DR3 68267680536205440,55.67458982,24.19945934,1.089,13.848956,0.00363,1.904444,10.471,0.028,2M,145.677689,0.494324,0,4.800209395,-1.27639773,0.02182538,7.805817997,0.126608966,0.67270397,0.005789779,474.629247,18.05182537,28.92201455,42
Gaia DR3 68268165869533568,55.7356588,24.22937922,1.06,17.094841,0.003003,3.178394,12.979,0.026,2M,132.098495,1.624916,0,0.3657,-5.19877304,0.25367681,3.379024022,0.026690388,0.229437607,0.002998879,27.64423864,1.100265526,100.4991737,44
Gaia DR3 68268303308484224,55.75523286,24.24793443,1.023,17.534178,0.003107,3.289375,13.256,0.035,2M,132.856766,1.9190215,0,0.3437,nan,nan,3.096587619,0.037699937,0.208087231,0.003780718,20.93768186,1.055996562,107.4712365,45
Gaia DR3 68279225408437888,55.46454746,24.32431154,1.008,18.960083,0.003751,3.622053,14.395,0.076,2M,141.842834,4.296509,0,0.6486,nan,nan,2.023879899,0.078939965,0.13415332,0.006492135,7.44729697,0.812021675,136.2539574,45
Gaia DR3 68282837477714816,55.41168609,24.38594479,0.971,17.633608,0.003075,3.244746,13.43,0.038,2M,136.853943,2.1170805,0,1.5972,nan,nan,2.97849555,0.04093136,0.199239516,0.004079326,18.66034945,1.017463784,110.521458,44.5
Gaia DR3 68283421593270400,55.34350067,24.39775184,0.927,17.57024,0.003256,3.41477,13.347,0.029,2M,133.712326,2.49913,0,0.3226,nan,nan,3.013572052,0.031237091,0.201867524,0.004000856,19.30962014,1.032080745,109.6052529,44.5
Gaia DR3 68284104491279872,55.55617215,24.31387324,1.045,17.849161,0.003298,3.457783,13.625,0.036,2M,137.80159,2.3070375,0,0.7131,nan,nan,2.784599525,0.038777078,0.184712403,0.004111663,15.44578571,0.849044536,115.7465843,44.5
Gaia DR3 68291977168100480,55.51374426,24.53707724,1.072,15.252396,0.00298,2.503517,11.614,0.021,2M,137.583298,0.700363,0,2.259316275,-4.00016428,0.09394415,5.386245136,0.025993134,0.448657462,0.003093374,118.4790561,2.846651319,52.41007699,43
Gaia DR3 68294554148575232,55.90381248,24.39397882,1.053,13.636955,0.002985,1.826254,10.65,0.026,2M,134.36409,0.4111635,0,1.36327875,-1.43609068,0.04111381,6.640351091,0.078637896,0.594482311,0.013416263,309.5706601,13.01729276,35.3047704,38
Gaia DR3 68295481861500928,55.98202915,24.42641646,1.086,13.767338,0.003423,1.908983,10.643,0.018,2M,130.855591,0.4196855,0,4.506751795,-1.37940608,0.03162604,6.541544071,0.031109498,0.584074029,0.002756885,293.0930135,5.635117264,36.27798213,40.5
Gaia DR3 68296650092601088,55.93210559,24.48773783,1.173,15.147523,0.002871,2.505106,11.462,0.018,2M,135.617569,0.773384,0,3.9925,-2.63933959,0.1531312,5.525974796,0.017089789,0.464409132,0.002846714,133.7048471,2.953511116,50.14709889,43
Gaia DR3 68296890611072384,56.01475048,24.50424564,1.05,10.529654,0.002854,0.90413,8.953,0.02,2M,134.712112,0.2792965,0,1.475952495,2.39618515,0.01139059,9.663530905,0.034017168,0.987781273,0.002770053,3643.099364,142.1224272,14.15137899,27
Gaia DR3 68297921403225984,55.86234194,24.45279969,3.236,15.506282,0.003773,2.750799,11.471,0.026,2M,119.916336,5.0849535,0,2.1623,nan,nan,5.113923924,0.055513907,0.422187133,0.01877099,100.0578606,11.41744907,56.49035608,44
Gaia DR3 68298093201624960,55.83569201,24.4431181,1.029,17.32333,0.003246,3.267265,13.252,0.035,2M,130.665298,2.366859,0,0.3642,nan,nan,3.061983554,0.037699937,0.205494619,0.00422801,20.24299197,1.145105335,108.3549519,44
Gaia DR3 68300326584600448,55.92974256,24.5489869,1.028,17.220604,0.003054,3.179754,13.138,0.027,2M,144.743393,2.225334,0,0.5793,nan,nan,3.430114121,0.036458439,0.235005823,0.006574717,28.7441448,1.2219303,98.76700036,44
Gaia DR3 68301250000967680,55.92558523,24.57321878,10.146,14.651505,0.003592,2.397217,10.993,0.022,2M,119.981186,3.6442795,0,1.9343,-3.51799566,0.04208786,5.783901032,0.03145561,0.507158912,0.009798989,164.5356897,11.52284452,44.5652946,43
Gaia DR3 68303487680516224,56.10948296,24.58970528,0.985,11.282754,0.004675,1.07965,9.266,0.019,2M,133.392105,0.347885,0,0.84015059,0,0,9.028490953,0.046116293,0.914956254,0.004925332,2282.626998,58.99584826,16.48468121,32
Gaia DR3 68303659479211776,56.03998159,24.58956962,1.064,15.863776,0.002843,2.748233,12.118,0.025,2M,137.143387,0.8474195,0,3.8818,-3.38297722,0.1141637,4.713258341,0.014659802,0.380169045,0.002298692,70.08556942,1.879552579,63.76028767,43
Gaia DR3 68303728198686080,56.07940553,24.58846218,1.028,16.39733,0.003007,2.926079,12.443,0.024,2M,136.255844,0.8752975,0,0.6807,-10.80882353,0.39368359,4.295551823,0.039390757,0.331150578,0.005042664,50.29731077,1.421336847,73.66631608,44
Gaia DR3 68308882159427840,56.10662608,24.6813685,1.068,15.432,0.003065,2.747064,11.625,0.022,2M,127.49369,0.711586,0,1.07971734,-6.10525593,0.3707067,5.069220426,0.046973306,0.417999747,0.005020921,97.67484849,2.864264114,57.16954741,43.5
Gaia DR3 68310359628169088,56.08545731,24.77286257,5.585,10.84777,0.003125,1.108055,8.869,0.022,2M,137.945358,2.122353,1,1.1868,nan,nan,9.487489117,0.014225865,1.018899953,0.010289325,4353.948311,247.4697577,13.28858614,32
Gaia DR3 68310359628169472,56.09127297,24.76841406,1.128,12.553257,0.003142,1.393783,10.07,0.022,2M,134.666626,0.315567,0,0.411644775,-1.01642286,0.02550554,8.755032534,0.078111119,0.698825517,0.001385339,650.1873997,21.07440523,27.11143008,35
Gaia DR3 68310561489710336,55.72964216,24.49306934,1.02,9.370605,0.002763,0.656431,8.263,0.02,2M,136.910782,0.3970415,0,1.4072,4.95006573,0.01738514,8.926238908,0.023316739,1.212907196,0.010615206,9499.277512,235.046135,9.261765999,15
Gaia DR3 68314414077327744,55.80443758,24.65543823,1.012,14.889832,0.002844,2.432414,11.28,0.021,2M,137.676483,0.603943,0,0.256212415,-4.23909106,0.04438566,5.800670892,0.03002581,0.508834457,0.003293028,166.4511307,3.82972831,44.36200752,43
Gaia DR3 68317609532996480,55.76226736,24.66976369,0.953,11.684883,0.002984,1.123404,9.727,0.019,2M,134.055389,0.354988,0,6.668991465,1.55005902,0.0197599,9.354493367,0.041191853,0.78418891,0.00490097,1115.19319,38.40089133,22.09794211,32
Gaia DR3 68317746971945600,55.79059319,24.6925279,2.371,15.114011,0.002943,2.632997,11.421,0.023,2M,129.02655,1.1103365,0,2.02710678,-4.6583276,0.07580163,5.452563675,0.02846867,0.455646043,0.003858303,125.0077264,3.757283899,51.39147271,43
Gaia DR3 68319529381881344,55.87453604,24.65661105,1.06,17.55076,0.003059,3.248804,13.446,0.034,2M,130.71019,1.6309055,0,0.7217,nan,nan,2.853823577,0.036622796,0.18989882,0.003500184,16.52435571,0.770151083,113.8494283,44
Gaia DR3 68322145018429952,56.05799764,24.77939629,0.972,10.600085,0.002782,0.887367,9.062,0.022,2M,135.869003,0.343018,0,3.977694955,3.09041983,0.02072706,9.756450099,0.022728348,0.973148734,0.003542347,3166.117636,131.792221,14.58319293,25
Gaia DR3 68322454256073344,56.04563061,24.8127925,1.047,17.02367,0.003082,2.975073,12.963,0.025,2M,135.434738,1.8371965,0,0.4745,-6.71193454,0.28669949,3.471523766,0.033757814,0.239723779,0.005920318,29.61582055,1.131313693,97.32608503,44
Gaia DR3 68323485048225152,55.96727871,24.84161386,1.111,13.734854,0.003541,1.859235,10.605,0.019,2M,134.765533,0.3227385,0,3.00968101,-0.74060455,0.06782988,6.795782761,0.045151979,0.620064527,0.002814038,334.9476699,6.57463705,33.04395443,40.5
Gaia DR3 68323966084583680,55.80049364,24.74595527,1.12,15.649356,0.002902,2.963294,11.674,0.023,2M,136.174011,0.698761,0,0.7068,-7.42387357,0.12439862,5.269972036,0.049108457,0.436804195,0.005109243,108.8413364,3.248690141,54.1927336,44
Gaia DR3 68325649711754880,55.77306457,24.82461967,1.525,14.418429,0.00298,2.522392,10.735,0.021,2M,135.836975,0.510536,1,0.28002847,-5.0678319,0.06648532,6.522743917,0.036294414,0.582520058,0.003218184,289.9636471,6.518199091,36.42605125,43
Gaia DR3 68327402058399232,55.86750682,24.89199876,1.06,15.965781,0.002955,2.795196,12.155,0.023,2M,133.883362,0.873291,0,0.77,-5.33614137,0.06708941,4.660928096,0.013487018,0.372933285,0.002187969,64.48367819,1.644970199,65.12003659,43.5
Gaia DR3 68334235349446528,55.12800435,24.48731005,1.761,11.509661,0.00305,1.107969,9.556,0.021,2M,134.953049,0.5847015,0,6.768839145,nan,nan,9.354861035,0.138429831,0.853030789,0.018779446,1541.04091,68.09828927,18.88116944,32
Gaia DR3 68348155340347776,55.10079006,24.58450219,1.047,15.177081,0.002946,2.460807,11.607,0.019,2M,136.121155,0.62236,0,4.41754048,-3.04889928,0.18549956,5.366195493,0.023517597,0.446544651,0.002794494,116.5732437,2.527332277,52.72270484,43
Gaia DR3 68363411064150272,55.58975613,24.66467221,1.12,13.830462,0.003259,1.905926,10.711,0.023,2M,134.86412,0.3334125,0,2.98279962,-1.50709763,0.0657002,6.537244011,0.039751025,0.583718597,0.003373598,292.3742841,6.893498218,36.31178498,40.5
Gaia DR3 68364544933829376,55.5158194,24.71273756,1.488,13.592579,0.003184,1.873279,10.33149628,0.085589244,GBP,132.759979,0.989906,1,6.62631073,-1.05153251,0.0318492,7.541444244,0.335596871,0.660377244,0.017500017,438.3688251,52.35789937,29.82802831,41
Gaia DR3 68364544935515392,55.51614139,24.71251612,3.995,13.516845,0.004246,1.799291,10.36741764,0.085635328,GBP,127.37468,3.051327,0,6.56,nan,nan,7.083646613,0.215485323,0.636567284,0.014312795,375.3921873,39.0115033,31.67864708,40.5
Gaia DR3 68364682374473856,55.46796253,24.69937784,0.988,17.172848,0.003158,3.220149,13.111,0.033,2M,122.760818,1.0455895,0,0.35,nan,nan,3.067913994,0.035545655,0.20593894,0.0030501,20.36038967,0.824479231,108.2029128,44
Gaia DR3 68378563708730624,55.61936797,25.01680363,1.116,15.265487,0.00281,2.529956,11.672,0.023,2M,133.291534,0.82621,0,1.39,-5.14508498,0.20334108,5.175063429,0.049108457,0.427914084,0.005325261,103.4114411,3.219131786,55.57674621,43
Gaia DR3 68390417818463872,55.61498647,25.04702054,1.015,12.376555,0.003437,1.308684,10.065,0.022,2M,140.001602,0.420273,0,8.40559787,nan,nan,9.079320546,0.013051972,0.71404424,0.004588287,720.3661082,17.97878456,26.12101117,33
Gaia DR3 68398732874994944,54.12626268,24.01217665,1.109,11.978131,0.002894,1.197754,9.903,0.02,2M,141.590485,0.2505645,0,7.480824775,1.58236485,0.04725615,9.250955418,0.026271662,0.766296908,0.00692736,991.7785716,45.29920715,23.04570685,32
Gaia DR3 68404711469410432,54.08019697,24.18125618,1.066,15.412398,0.002921,2.685573,11.712,0.024,2M,117.085754,0.4920505,0,0.71172448,nan,nan,4.749999686,0.01407341,0.385249312,0.00208129,74.30703608,1.802029275,62.8254072,43
Gaia DR3 68409487473090688,54.39544546,24.23657308,0.914,10.443639,0.002795,0.842148,9.021,0.017,2M,155.760895,0.3784865,0,nan,3.61559849,0.02285964,9.397548177,0.019741526,1.056822195,0.006933562,5122.559803,138.1333866,12.33097407,21
Gaia DR3 68433814167849728,54.50848827,24.33758849,1.056,16.179638,0.003374,2.875145,12.261,0.021,2M,137.927689,1.2382205,0,1.31,-8.43709585,0.29435471,4.631528103,0.033136483,0.369056763,0.005198528,62.01826454,1.807507404,65.86243049,44
Gaia DR3 68444878003882240,54.73693697,24.56980952,1.326,10.378874,0.002933,0.820033,9.041,0.02,2M,139.124268,0.3953475,0,2.98619924,3.18417329,0.03273406,9.686060578,0.023826606,0.985345984,0.002827854,3522.567149,140.3441651,14.22204682,20
Gaia DR3 68448142178730752,54.5543102,24.63805957,1.034,16.846962,0.003052,3.086947,12.794,0.021,2M,135.652695,1.7948835,0,0.38,-8.20690339,0.34956648,3.704442491,0.028356564,0.266261079,0.005451938,35.03493744,1.230604862,89.65733378,44
Gaia DR3 68452265347345664,54.35993462,24.56705821,1.04,16.482616,0.003193,2.9601,12.54,0.024,2M,129.447067,1.10096,0,nan,-8.40544227,0.15080383,3.953642958,0.039390757,0.293274536,0.005497512,40.79831869,1.258488146,82.55650163,44
Gaia DR3 68475767408245632,53.7711137,24.51219563,1.048,14.442084,0.002931,2.091673,11.105,0.02,2M,148.418579,0.670311,0,nan,-1.61540881,0.04786047,6.25162363,0.024485836,0.557142501,0.003180483,238.5828462,6.493268995,38.95046586,41.5
Gaia DR3 68506347575444096,54.26446958,24.7432247,1.02,15.023798,0.002874,2.498993,11.439,0.018,2M,134.214188,0.532555,0,0.20899869,-7.85870998,0.1731085,5.526356869,0.017089789,0.464461622,0.002602396,133.7587242,2.698575297,50.13975331,43
Gaia DR3 68514559552895488,54.34268357,24.90452308,1.077,16.784979,0.003131,2.96997,12.816,0.026,2M,138.751419,1.273079,0,0.36,nan,nan,3.741907194,0.044257517,0.270496474,0.005945482,35.97285586,1.201553274,88.49881889,44
Gaia DR3 68530124514310912,53.9569602,25.08009284,1.135,15.321436,0.002838,2.512694,11.691,0.023,2M,136.832947,0.776634,0,1.74,-3.75513115,0.20614621,5.256057839,0.049108457,0.435500849,0.005216071,108.0277923,3.29284371,54.39307776,43
Gaia DR3 68536549785807232,54.06789288,25.14698093,12.252,15.316608,0.006105,2.681806,11.306,0.023,2M,120.068413,7.9780195,1,0.389515655,-7.35206365,0.24472409,5.401485168,0.02846867,0.450263441,0.018466235,119.9485079,18.26451491,52.17390701,44
Gaia DR3 68577300435634432,55.3327293,25.11372167,0.967,16.688622,0.003028,2.95709,12.828,0.026,2M,121.260818,1.21336,0,0.6,nan,nan,3.343222474,0.026690388,0.226623094,0.002728574,26.64995731,0.963379468,101.3879513,43.5
Gaia DR3 68580530251050496,55.12982909,25.14809703,1.271,15.709093,0.002966,3.048892,11.709,0.022,2M,137.688156,1.021225,1,0.42391061,nan,nan,5.246505634,0.046973306,0.434606092,0.005445621,107.4728109,3.42236656,54.53112075,44
Gaia DR3 68587161680620288,55.49556248,25.3289905,2.026,13.344251,0.002964,2.046733,10.091,0.021,2M,135.176025,0.4769975,1,0.38263628,-1.89740757,0.06305333,8.709557762,0.074560614,0.698039752,0.001371146,638.5293988,20.48113467,27.16381823,41
Gaia DR3 68595751615127296,55.06209643,25.32193672,1.136,15.024521,0.002898,2.448216,11.507,0.018,2M,133.736465,0.500015,0,7.82590146,-2.38072808,0.10122116,5.442461814,0.022279829,0.454581519,0.002574772,123.990509,2.474685905,51.54511015,42
Gaia DR3 68606918530067072,55.1357417,25.47798965,0.896,17.212824,0.003182,3.173124,13.176,0.035,2M,133.194672,1.631935,0,0.55,nan,nan,3.188701925,0.037699937,0.214988635,0.003540154,22.90532904,1.080023169,105.1587178,44
Gaia DR3 68607090328759040,55.09603271,25.49660706,2.497,15.619633,0.003245,2.967369,11.664,0.021,2M,130.168533,1.8318405,0,0.92585882,-7.9421235,0.08928797,5.082221586,0.044838156,0.419217568,0.007381103,98.36198856,4.2693654,56.9710327,44
Gaia DR3 68610006610414976,54.48578579,25.01723761,3.26,13.129373,0.003235,1.747662,10.121,0.018,2M,123.680428,0.593586,1,nan,-0.47457496,0.0353618,7.781072866,0.081391478,0.671609477,0.004158092,471.2918324,12.8053687,29.00107956,38
Gaia DR3 68618978798306432,54.70282724,25.18877853,1.613,13.392295,0.003164,1.978931,10.231,0.023,2M,136.502182,0.4054335,0,0.43940202,nan,nan,8.245322109,0.091027634,0.690751231,0.0014652,539.8780788,18.52485471,27.65576681,40.5
Gaia DR3 68620868583787904,54.72041725,25.23645738,1.09,13.497553,0.00302,1.785667,10.614,0.018,2M,127.83213,0.267494,0,6.77466097,nan,nan,6.502755722,0.033055879,0.580963988,0.002651638,286.8635339,5.302858127,36.57505229,38
Gaia DR3 68625846449476096,54.68047311,25.37428033,19.23,15.551507,0.004193,2.87547,11.32,0.026,2M,118.569855,5.992378,1,0.5,-6.52892851,0.18739048,5.350412022,0.032181975,0.444881404,0.014369455,115.0945413,13.42018931,52.97036035,44.5
Gaia DR3 68641037750201088,54.47824434,25.44208788,4.22,14.814797,0.002932,2.395618,11.265,0.018,2M,158.568726,3.0900115,1,nan,-1.65941119,0.11717657,6.231599029,0.022037253,0.55480592,0.006515728,233.9223675,13.22884912,39.19332414,43
Gaia DR3 68653201097557888,54.87069282,25.58224322,1.277,15.461283,0.002957,2.68946,11.735,0.02,2M,121.838684,0.594574,0,1.18822588,nan,nan,4.787180921,0.011727842,0.390390402,0.001834487,78.83796233,1.68279034,61.89560937,43
Gaia DR3 68660244843997312,55.05007808,25.64228019,1.99,11.862063,0.00327,1.239581,9.579,0.019,2M,138.031631,0.509384,0,3.60215598,0,0,9.16872131,0.141406817,0.865628679,0.006649255,1617.540172,63.11344104,18.35878835,33
Gaia DR3 68672717428941184,54.80544365,25.73050603,3.32,15.680477,0.00345,2.992386,11.759,0.022,2M,136.030075,2.5341415,1,nan,-9.78315139,0.07636728,5.08357879,0.046973306,0.419344698,0.009143942,98.43399785,5.320033005,56.95035629,44
Gaia DR3 68860012362308992,53.14043604,24.49305247,1.042,16.081041,0.003056,2.929677,12.194,0.023,2M,126.16806,0.781273,0,0.59,-6.51376063,0.21954983,4.430084253,0.037749476,0.346053835,0.00483981,54.61508118,1.480432278,70.47624503,44
Gaia DR3 68862280104972544,53.00294286,24.51551944,1.027,16.282486,0.002893,2.784781,12.422,0.024,2M,157.800491,1.281357,0,nan,-1.06422775,0.239123119,4.713649328,0.01407341,0.380223108,0.002411032,70.12920526,1.973917677,63.7502538,43.5
Gaia DR3 68956803745067520,52.79959933,25.16505633,3.479,13.745739,0.002908,1.90924,10.602,0.017,2M,130.244644,0.9435885,0,8.03366876,nan,nan,6.594839992,0.029381192,0.588479329,0.003304045,302.1491417,6.975411178,35.86216153,40.5
Gaia DR3 69218418793157632,52.2002644,25.57585478,2.758,16.186283,0.005573,2.945982,12.153,0.018,2M,142.132706,2.6904065,0,nan,-5.92140513,0.14380638,4.738242388,0.010555057,0.383623617,0.003609297,72.92920271,3.094313181,63.12281652,44
Gaia DR3 69250235911393408,53.50753053,24.88090422,1.266,10.720195,0.002972,0.899781,9.178,0.018,2M,139.080414,0.4756165,0,4.36159802,nan,nan,9.665512231,0.04457737,0.959505444,0.004527686,2944.703315,46.41143139,15.00180617,25
Gaia DR3 69260990509512192,53.30989663,24.83564165,0.983,16.93472,0.003253,3.215983,12.856,0.026,2M,124.042892,1.4474525,0,0.29,-10.05377655,0.30642552,3.365042461,0.026690388,0.228338456,0.00292119,27.25160245,1.056002028,100.8452009,44
Gaia DR3 69294319455655808,53.98352491,25.36655899,1.054,15.154167,0.002905,2.501974,11.524,0.021,2M,134.999878,0.543457,0,0.36626367,-4.93838982,0.27181972,5.446703888,0.025993134,0.455028545,0.00296572,124.416657,2.864542792,51.48052719,43
Gaia DR3 69349535555140608,53.40836903,25.33809917,1.234,14.885939,0.002914,2.696374,11.157,0.018,2M,122.380898,0.400894,0,2.49739909,nan,nan,5.61844405,0.02382213,0.480669088,0.005277538,145.4002629,2.974858801,47.93134632,43
