Name,RAJ2000,DEJ2000,RUWE,Gmag,e_Gmag,BP-RP,Kmag,e_Kmag,r_K,D,e_D,bin,Prot,EW,e_EW,chi,e_chi,mass,e_mass,Lbol,e_Lbol,tau,NSPTP
Gaia DR3 64938569783224960,56.98029665,23.31832122,1.06,15.848128,0.002914,2.690862,12.135,0.023,2M,147.933029,1.13002,0,1.36805,-5.19027817,0.22191527,4.799726013,0.013487018,0.392125026,0.002296243,80.42822976,2.154593681,61.58553123,43
Gaia DR3 64941211186036352,57.14379315,23.43479133,0.956,10.21041,0.00285,0.789892,8.868,0.02,2M,134.931961,0.284271,0,2.88804868,3.4403658,0.00883556,9.52505106,0.024413183,1.006756411,0.005305476,4078.949584,117.9423001,13.61659467,20
Gaia DR3 64942001460286080,57.31508294,23.38037543,1.06,17.678764,0.003111,3.338682,13.463,0.037,2M,133.580551,2.3188245,0,0.5256,nan,nan,2.886331025,0.039854219,0.192334349,0.004244178,17.05652548,0.96864585,112.9707865,44.5
Gaia DR3 64943758103791104,57.38570324,23.41144295,1.118,16.382866,0.002846,3.114091,12.316,0.026,2M,132.34549,1.4127425,0,0.3933,-6.76881237,0.17336562,4.400199139,0.042673321,0.342743217,0.006318846,53.62497453,1.905620629,71.17078859,44
Gaia DR3 64944170420647296,57.39545438,23.45467357,12.566,13.602488,0.003576,1.890561,10.383,0.021,2M,143.31514,3.077545,0,1.283371085,nan,nan,8.043157301,0.094956724,0.683201648,0.010139439,507.8646602,34.30900849,28.17698498,41
Gaia DR3 64946025846426752,57.20324179,23.41339039,1.041,17.347544,0.003052,3.219909,13.202,0.029,2M,134.969986,1.5640795,0,0.374,nan,nan,3.191660431,0.031237091,0.215210293,0.003090879,22.97150149,0.942902917,105.0853938,44.5
Gaia DR3 64950488315122560,56.62921899,23.02635027,0.872,17.966248,0.003353,3.292715,13.701,0.041,2M,143.256592,3.5031665,0,0.7278,nan,nan,2.79354158,0.044162783,0.185382361,0.005373169,15.58105017,1.128579091,115.4995016,44.5
Gaia DR3 64950625753906176,56.58085033,23.01551402,0.991,17.653503,0.003861,3.710434,13.146,0.03,2M,135.597702,3.7107775,0,0.1807,nan,nan,3.262838106,0.032314232,0.220543079,0.00531494,24.62244747,1.763469059,103.3388319,45
Gaia DR3 64951111087777536,56.65026176,23.07150165,1.042,15.922808,0.002872,2.879903,12.066,0.018,2M,126.575294,0.7492295,0,0.9588,-9.33845859,0.10082619,4.641643129,0.010555057,0.370266731,0.001791395,62.53411863,1.303107866,65.62965388,43.5
Gaia DR3 64951626483855744,56.5900837,23.06696787,1.404,16.956253,0.003873,3.335746,12.682,0.028,2M,134.897095,2.7591705,0,0.6772,nan,nan,3.865880751,0.047661941,0.283738447,0.009476996,38.70398219,2.081015534,84.98644379,44.5
Gaia DR3 64952068862923520,56.5891298,23.0859012,0.876,17.905458,0.003478,3.381645,13.743,0.042,2M,139.404785,2.985901,0,0.3742,nan,nan,2.684055003,0.041414063,0.17715081,0.005076713,14.04184447,0.924485675,118.5775117,44.5
Gaia DR3 64952829074688896,56.66665411,23.11033191,1.126,9.295629,0.002765,0.641657,8.243,0.024,2M,134.847214,0.3781815,0,1.8161,4.92850862,0.02625358,8.938198315,0.017446147,1.208799411,0.004103501,9349.349926,299.1489936,9.327637262,15
Gaia DR3 64956127609464320,56.45339628,23.14714644,1.094,6.895188,0.002777,0.024568,6.942058673,0.08557507,GBP,134.304321,0.8150865,1,3.0876,nan,nan,nan,nan,1.92676134,0.03796261,79110.66844,9133.967583,0,0.9
Gaia DR3 64959662365552384,56.78059817,23.22635869,1.069,13.143335,0.003742,1.596879,10.364,0.018,2M,135.998215,0.3202895,0,0.3888407,-1.71068749,0.02247706,7.616861405,0.070241206,0.664242522,0.003741897,449.4303941,10.97430989,29.5402276,36
Gaia DR3 64960663095015680,56.73788948,23.25067518,1.014,14.486368,0.002944,2.212015,11.136,0.018,2M,134.541153,0.4273075,0,1.207497185,nan,nan,5.930664353,0.024275836,0.522260465,0.002752904,182.6269115,3.506135132,42.77240399,42
Gaia DR3 64962174923490304,56.88409525,23.30653383,1.04,16.41158,0.002946,2.891183,12.563,0.026,2M,135.40155,1.2836455,0,1.2508,-5.41965661,0.09012158,4.076189979,0.042673321,0.306850072,0.006019351,43.97679266,1.487453553,79.23435949,43.5
Gaia DR3 64963377514329984,56.84174594,23.36015578,0.937,16.68825,0.003082,3.053584,12.734,0.028,2M,133.390625,1.222458,0,0.3687,-6.51556104,0.15172546,3.736155429,0.037808751,0.269874253,0.005276125,35.84574192,1.217799724,88.66793126,44
Gaia DR3 64964717544035200,56.63696291,23.30533119,1.065,14.018696,0.003476,2.011135,10.811,0.016,2M,133.651428,0.372902,0,6.872417115,nan,nan,6.332933205,0.019588669,0.566630152,0.002443753,258.4801929,5.388396893,37.98274853,40.5
Gaia DR3 64966916567283456,56.7304498,23.38041596,1.056,17.4539,0.003347,3.198994,13.301,0.033,2M,135.784988,2.3700105,0,0.2824,-3.0184722,0.2854202,3.099104656,0.035545655,0.208275813,0.004035741,20.98913274,1.131890071,107.4072787,44.5
Gaia DR3 64967569402404480,56.81406822,23.4350175,1.097,16.54838,0.003016,3.018045,12.546,0.025,2M,140.202103,1.4327925,0,0.8818,-6.60938501,0.18007914,4.228247573,0.041032039,0.323694735,0.006064692,48.26704863,1.645070036,75.32500414,44
Gaia DR3 64967603762044928,56.78964114,23.43234993,1.002,17.04237,0.003052,3.063381,13.093,0.031,2M,135.86171,1.341629,0,0.4739,-4.26805558,0.31391971,3.324475993,0.033391373,0.225161124,0.003037389,26.14768302,1.054331182,101.8531696,44
Gaia DR3 64971177174850304,56.54184313,23.34001274,1.006,9.99517,0.002923,0.795751,8.659,0.016,2M,121.659538,0.2550625,0,2.849241175,3.28434631,0.02100105,9.544381086,0.019530547,1.002660964,0.004301757,3990.178231,93.29515141,13.72968416,20
Gaia DR3 64971933089093760,56.53483934,23.34752231,1.023,13.21777,0.003623,1.640963,10.407,0.016,2M,134.599152,0.277359,0,3.9299,-0.942363715,0.018852927,7.361443146,0.062436627,0.651151833,0.003322224,413.0555979,8.942738538,30.52894877,37
Gaia DR3 64974338270788864,56.30058825,23.36477034,1.05,16.11487,0.003609,2.865719,12.283,0.023,2M,134.512512,0.946625,0,0.7494,-7.71491207,0.23177648,4.510909884,0.036292339,0.355158417,0.005015931,57.43327477,1.614265796,68.60645825,43.5
Gaia DR3 64974574492213248,56.42859813,23.33678939,0.952,17.363674,0.003078,3.247479,13.19,0.026,2M,132.60759,1.7222825,0,0.58,nan,nan,3.163291106,0.028005667,0.213084801,0.003084583,22.34476206,0.915271205,105.7909188,44.5
Gaia DR3 64977705525131904,56.64720712,23.41173031,1.008,14.081177,0.003,2.033531,10.738,0.018,2M,137.579269,0.3202135,0,0.74249021,-1.93950304,0.14234758,6.56538179,0.031109498,0.586044392,0.002670513,297.1095108,5.531719822,36.09128138,41.5
Gaia DR3 64979732749686016,56.75591759,23.49494156,0.91,11.273634,0.002832,1.005402,9.534,0.02,2M,134.733093,0.313965,0,5.95149924,2.01224539,0.01467046,9.224755647,0.148849281,0.863199968,0.00665448,1595.083044,62.28705391,18.45803417,29
Gaia DR3 64980278208557696,56.66769873,23.49774384,1.228,11.961676,0.003523,1.419446,9.34,0.018,2M,135.395966,0.297981,0,0.523916025,0,0,8.929802828,0.04060972,0.904615943,0.004626669,2163.561531,52.48693911,16.85614998,36
Gaia DR3 64980832261312640,56.70869696,23.53228152,0.972,16.288599,0.003389,2.929678,12.375,0.024,2M,133.337341,0.730232,0,2.13885,-4.72210897,0.4266503,4.329978066,0.039390757,0.334964254,0.004867046,51.36858336,1.400372311,72.83429902,44
Gaia DR3 64981137202021376,56.517193,23.40552172,1.041,12.397641,0.004105,1.382022,9.836,0.017,2M,135.720871,0.290596,0,0.579190775,-0.55807572,0.01924067,9.218210872,0.022330913,0.757818114,0.005994802,939.0183896,37.00346682,23.51268363,36
Gaia DR3 64981863053470592,56.59358367,23.48562714,0.914,17.219704,0.003264,3.324939,12.833,0.024,2M,138.97406,1.5896145,0,0.3797,-6.70684945,0.52148628,3.722699763,0.032407501,0.268341198,0.005298712,35.49945406,1.211285376,89.08618725,45
Gaia DR3 64981931772948480,56.57496625,23.48664979,1.311,10.363573,0.002802,1.126083,8.504,0.019,2M,138.673157,0.3840025,0,1.307,4.27419856,0.01623969,9.101627476,0.023944578,1.171454695,0.006427833,7291.551579,152.663601,9.959392519,31
Gaia DR3 64982344089813248,56.46978735,23.4650799,1.072,16.27454,0.004159,2.936716,12.307,0.022,2M,137.177689,1.1423035,0,0.6841,-8.53063016,0.24801377,4.540260981,0.034714411,0.358540424,0.005168539,58.51677692,1.695478046,67.92665783,44
Gaia DR3 64984951133439232,56.55275131,23.58721148,1.078,17.09217,0.003012,3.227884,13.008,0.03,2M,136.29509,1.7265625,0,0.5507,nan,nan,3.429319828,0.040509376,0.234915326,0.006244681,28.72767811,1.158707753,98.79487727,44
Gaia DR3 64985127228608128,56.6157263,23.59271428,1.178,12.563813,0.005053,1.584384,9.821,0.017,2M,135.813293,0.357567,0,5.28013382,0,0,9.239847502,0.022330913,0.763420651,0.006100466,973.5565894,39.05409325,23.20280349,36
Gaia DR3 64986325522809728,57.0207127,23.40378658,1.1,18.267855,0.003434,3.233042,14.023,0.055,2M,133.840881,3.635956,0,0.238,nan,nan,2.290156388,0.063452261,0.150137231,0.005205176,9.608520429,0.83128381,129.3546132,44.5
Gaia DR3 64987876007763968,57.06346803,23.43488893,1.056,16.418585,0.003068,2.865516,12.548,0.026,2M,135.059555,1.166496,0,0.6994,-4.4182436,0.33714209,4.091795827,0.042673321,0.308578859,0.005819405,44.39894408,1.451042583,78.82249792,43.5
Gaia DR3 64988322684358144,57.09454931,23.46194683,0.956,16.84718,0.002997,3.153461,12.766,0.026,2M,132.455948,1.489349,0,0.293,-5.82073585,0.66496323,3.672320128,0.035108126,0.262601258,0.00547235,34.23235989,1.206994418,90.67248807,44
Gaia DR3 64988803720689408,57.08571973,23.51707639,1.038,17.757591,0.003388,3.326698,13.533,0.04,2M,137.919662,2.8833695,0,0.2571,nan,nan,2.885698518,0.043085642,0.19228696,0.004854264,17.04600917,1.111650174,112.9878085,44.5
Gaia DR3 64989490915460608,57.04573775,23.50700914,1.055,13.712051,0.003127,1.817442,10.702,0.018,2M,135.81987,0.3282015,0,8.1854,-0.86299144,0.03137386,6.579308282,0.031109498,0.587195519,0.00267808,299.4814554,5.591826991,35.98274416,38
Gaia DR3 64990349908937984,56.86713637,23.44821969,1.06,15.722567,0.002897,2.744365,11.922,0.018,2M,138.1586,0.827629,0,0.5572,-8.98444658,0.17468981,4.837589691,0.010555057,0.397360479,0.001799106,85.42515455,1.78786103,60.66061937,43
Gaia DR3 64990586130069504,56.90836432,23.46804844,1.112,13.113663,0.003098,1.585523,10.41,0.018,2M,136.660004,0.3029865,0,8.388731195,-0.520292066,0.018826285,7.478503687,0.070241206,0.657151416,0.003726277,429.3459246,10.43959092,30.0708532,36
Gaia DR3 64990792288875264,56.90013028,23.47414322,0.967,17.404692,0.003114,3.178551,13.346,0.033,2M,132.014236,1.6689605,0,0.2819,nan,nan,2.984756404,0.035545655,0.199708593,0.003455365,18.77461657,0.863570857,110.3572838,44
Gaia DR3 64993579724240896,56.87467621,23.55422449,0.996,18.28803,0.003379,3.437399,13.741,0.044,2M,141.210266,3.5087585,0,0.3079,nan,nan,2.713572887,0.043386162,0.179589999,0.005631628,14.47867535,1.061173881,117.655788,45
Gaia DR3 64997187496822912,57.25475361,23.63767981,0.829,17.813745,0.003142,3.23307,13.573,0.036,2M,134.730225,2.412231,0,0.3242,nan,nan,2.787878283,0.038777078,0.184958055,0.004255536,15.49524586,0.882400936,115.6559172,44.5
Gaia DR3 64998905483757568,57.0826007,23.60333552,0.974,15.042486,0.002994,2.432367,11.508,0.018,2M,135.525635,0.6533205,0,1.033,nan,nan,5.476960217,0.022279829,0.458216926,0.002713995,127.4989085,2.683744192,51.02265614,43
Gaia DR3 64999558318784768,57.05735296,23.63319443,1.08,15.923727,0.002946,2.796442,12.12,0.02,2M,133.50499,0.976448,1,1.8303,nan,nan,4.677851652,0.011727842,0.375273323,0.002067452,66.24452587,1.595695426,64.676623,43.5
Gaia DR3 64999588381514496,57.07043274,23.63678342,0.941,9.99203,0.002779,0.740454,8.736,0.02,2M,138.336411,0.399078,0,2.4534,3.90360716,0.04183599,9.372726937,0.01596741,1.064005431,0.004365635,5306.363008,135.041906,12.16032539,19
Gaia DR3 65000623471297024,57.06358998,23.70099365,1.981,15.720036,0.003134,2.915311,11.799,0.021,2M,140.810669,3.0336305,0,0.367,nan,nan,5.158329171,0.044838156,0.426346583,0.010166319,102.4825294,6.176452948,55.82506823,44
Gaia DR3 65000863988835200,57.03724947,23.7065401,1.061,16.795107,0.003338,3.085798,12.828,0.028,2M,131.282715,1.347038,0,0.7512,nan,nan,3.562518495,0.037808751,0.250091148,0.005494158,31.625255,1.119592286,94.24371744,44
Gaia DR3 65003612767943040,56.75975712,23.54336959,0.942,17.898127,0.003164,3.669828,13.289,0.038,2M,129.690216,2.0675885,0,2.5738,nan,nan,3.004610806,0.04093136,0.201196128,0.004134022,19.14162849,1.05807967,109.8384946,45.5
Gaia DR3 65004437401569664,56.74235329,23.56082165,1.024,16.694729,0.002999,2.88071,12.859,0.024,2M,134.864349,1.142067,0,0.9133,-3.65138123,0.28290637,3.599567994,0.032407501,0.254312336,0.004644171,32.48196562,0.969393965,93.02092916,43.5
Gaia DR3 65004712279475712,56.72394349,23.58355462,0.997,10.388345,0.002821,0.815096,8.996,0.02,2M,132.843658,0.2735595,0,3.5941,3.12682627,0.01312864,9.73877589,0.020662135,0.975821831,0.003202243,3265.070289,122.6203777,14.50300543,21
Gaia DR3 65005262035285888,56.76573112,23.61631162,1.12,14.264648,0.002848,2.475305,10.591,0.02,2M,137.783936,0.4209825,1,2.46040862,nan,nan,6.949777503,0.050112866,0.628934849,0.003009809,356.1130803,7.481458509,32.30137653,43
Gaia DR3 65005846150835200,56.86150147,23.63407108,1.271,16.335794,0.002914,3.128104,12.282,0.023,2M,137.510956,1.4167175,0,0.4291,-5.99943487,0.22928142,4.588016757,0.036292339,0.364043128,0.005819841,60.32354912,1.971639198,66.83728533,44
Gaia DR3 65007083101413888,56.86178477,23.67833001,1.01,7.746769,0.002806,0.217377,7.343,0.017,2M,133.04953,0.520325,1,0.0587,nan,nan,nan,nan,1.765046072,0.00703455,36725.49576,2458.242572,0,4
Gaia DR3 65008010814357248,56.67993073,23.62280177,1.078,17.381496,0.00302,3.140209,13.11,0.033,2M,135.524841,1.662483,0,0.5017,-3.11810603,0.1900422,3.30035564,0.035545655,0.223353975,0.003413923,25.53988216,1.16034607,102.4316119,44.5
Gaia DR3 65008388771477120,56.71917496,23.64533931,1.034,16.497435,0.002976,3.23393,12.206,0.026,2M,137.016602,1.026108,0,0.0824,nan,nan,4.660485426,0.015246194,0.372872076,0.002483821,64.43825327,1.869279044,65.13168252,45
Gaia DR3 65010175477867776,56.78552516,23.71076121,3.969,13.317763,0.003872,1.736197,9.902,0.02,2M,123.912155,4.1490175,1,1.616,-1.12770656,0.01197037,8.709802315,0.071010108,0.698043978,0.004555919,638.5915306,70.63071508,27.16353617,42
Gaia DR3 65010239900405504,56.77824941,23.71514978,1.139,11.99486,0.002806,1.215661,9.839,0.018,2M,135.562347,0.276596,0,8.053354915,1.0316682,0.01385486,9.210926506,0.023644496,0.755931918,0.00630535,927.6683682,38.48868538,23.61817703,33
Gaia DR3 65010519075247616,56.84448941,23.73526882,0.914,16.342907,0.003267,2.973308,12.445,0.023,2M,132.953323,1.141121,0,0.6801,-9.92530822,0.27317161,4.204809518,0.037749476,0.32109831,0.005373107,47.57943974,1.433954717,75.91276553,44
Gaia DR3 65010549138050944,56.80638652,23.71428833,0.979,12.215946,0.003013,1.26165,10.009,0.018,2M,134.462341,0.2603915,0,8.014009775,1.10837298,0.02142249,8.992976084,0.079369012,0.707709567,0.003696464,696.2614785,13.96596616,26.52772627,33
Gaia DR3 65011412428446592,56.78932267,23.7421822,1.613,14.170108,0.002893,2.395114,10.686,0.018,2M,135.379501,0.675545,0,1.204,nan,nan,6.594783388,0.031109498,0.58847465,0.002999948,302.1393764,6.326531369,35.8626001,42
Gaia DR3 65011962184337664,56.96648484,23.66338495,1.041,17.058777,0.003084,3.121568,13.03,0.027,2M,127.29216,1.4981655,0,0.94,-5.82975289,0.27600859,3.239937151,0.029082808,0.21882729,0.002991873,24.0787135,0.95607135,103.8971258,44
Gaia DR3 65012408860856832,56.9360392,23.7009055,0.943,16.648165,0.003012,3.038768,12.692,0.023,2M,137.025192,1.500183,0,0.4458,-7.35336909,0.36141191,3.90671273,0.03915088,0.288099828,0.005997057,39.6481535,1.33599368,83.8649952,44
Gaia DR3 65013474012743936,56.92159034,23.7402833,1.029,13.317822,0.003555,1.647753,10.555,0.018,2M,134.088181,0.289757,0,0.78115358,-1.17062138,0.0116233,6.892036513,0.045101579,0.625642795,0.002657328,348.1062046,6.448905481,32.57457578,36
Gaia DR3 65014195567317504,57.03314074,23.73991617,1.025,15.997229,0.003065,2.787091,12.177,0.024,2M,130.323395,0.9654925,0,0.5124,-6.31925096,0.48443537,4.569741422,0.037870266,0.361937335,0.005246438,59.62563038,1.754023406,67.25174752,43.5
Gaia DR3 65014985841292032,57.07230751,23.80659038,1.016,16.735138,0.003034,2.995574,12.783,0.026,2M,139.100479,1.478508,0,0.4915,-6.10422082,0.23633938,3.807365833,0.044257517,0.2774883,0.006307452,37.38998569,1.326255308,86.62384851,44
Gaia DR3 65017906418989312,56.80692169,23.8314977,1.082,14.748187,0.003009,2.637585,11.089,0.018,2M,134.168045,0.465416,1,0.5313,nan,nan,5.985920838,0.024275836,0.528113533,0.002786423,190.1621055,3.695679331,42.10075759,43
Gaia DR3 65018417518780672,56.88182869,23.87202419,1.137,16.862331,0.003096,3.088264,12.814,0.025,2M,135.399063,1.435036,0,0.4855,-17.13159459,0.55278022,3.671940833,0.033757814,0.262558044,0.005215093,34.22299385,1.148997148,90.68455361,44
Gaia DR3 65019246448775424,57.0243976,23.88363622,1.065,17.37894,0.00306,3.111648,13.27,0.036,2M,133.851288,1.920471,0,0.5561,-6.5718246,0.54406282,3.098942134,0.038777078,0.208263636,0.003830128,20.98580681,1.072603956,107.4114071,44
Gaia DR3 65019963707009024,56.87326889,23.88043544,1.047,18.670362,0.00358,3.35746,14.014,0.053,2M,132.371613,4.1232985,0,0.2768,nan,nan,2.272891361,0.061144906,0.149164492,0.005532629,9.460676076,0.872289731,129.7629695,45.5
Gaia DR3 65020414679879296,56.96885853,23.94123026,1.312,9.761056,0.00281,0.708008,8.574,0.018,2M,135.049515,0.368286,0,2.8022,4.00689402,0.01482461,9.242609315,0.016637888,1.130329981,0.006111321,6386.241727,127.0600893,10.72939531,17
Gaia DR3 65023232178029440,55.62256844,22.79057721,1.031,14.220257,0.002892,2.106938,10.92,0.019,2M,137.778214,0.3450925,0,0.325043345,-3.75920072,0.03770198,6.280335569,0.023261545,0.560492769,0.002822981,245.4276737,5.919762616,38.60539599,41.5
Gaia DR3 65026839950559744,55.4461893,22.85703356,1.128,13.883523,0.002875,1.896281,10.852,0.019,2M,134.103897,0.4011,0,11.95203047,nan,nan,6.291732844,0.023261545,0.561822666,0.002867964,248.1988815,6.083158435,38.46943969,38
Gaia DR3 65027905102436608,55.60952827,22.89465608,0.985,13.702901,0.00296,1.835357,10.715,0.021,2M,134.525772,0.239906,0,4.224373415,-1.21307065,0.04022231,6.520813831,0.038565192,0.582368735,0.003050531,289.6607055,6.168587815,36.44050895,38
Gaia DR3 65030344643851776,55.74673177,22.90090416,3.242,11.829097,0.003099,1.180052,9.713,0.019,2M,128.664398,0.798702,0,6.8821135,1.21989181,0.0235544,9.22747162,0.024958079,0.76021607,0.007916601,953.6485965,49.93800901,23.37941941,32
Gaia DR3 65037731987586304,55.68481147,23.10453059,1.012,17.058886,0.003109,3.242461,12.954,0.027,2M,129.930313,1.349228,0,0.4288,-7.66105124,0.4113016,3.367799667,0.027716942,0.228555212,0.002832695,27.32858754,1.026309114,100.7768553,44
Gaia DR3 65038281743395584,55.71528263,23.14552277,0.972,16.831034,0.002981,3.335129,12.557,0.024,2M,135.864197,1.52903,0,0.4038,-7.16161973,0.22071439,4.09817755,0.039390757,0.309285815,0.006209939,44.57274032,1.556169216,78.65478878,44.5
Gaia DR3 65040686925109760,55.49438718,22.95054603,1.141,15.615843,0.00292,2.674836,11.902,0.02,2M,132.60112,0.790375,0,6.842,-4.13251467,1.23454889,4.797033696,0.011727842,0.391752756,0.001929619,80.08425896,1.799025925,61.65192397,43
Gaia DR3 65042439271761280,55.44439431,23.0222009,0.941,17.29081,0.00318,3.246057,13.162,0.028,2M,134.655655,1.608177,0,0.2943,nan,nan,3.229298225,0.03015995,0.218030199,0.003071399,23.83021604,0.971861443,104.1576623,44
Gaia DR3 65042645428743680,55.45400894,23.05658912,1.229,17.786415,0.00347,3.49556,13.194,0.033,2M,131.742081,3.687149,0,0.2391,nan,nan,3.143657663,0.035545655,0.211613821,0.005521708,21.92105735,1.633294152,106.2823614,45.5
Gaia DR3 65047043476608128,55.35980318,23.13413467,0.984,16.736732,0.003177,3.145558,12.622,0.022,2M,138.108002,1.332466,0,0.83965,nan,nan,4.04987824,0.036108194,0.303935306,0.005510074,43.27410678,1.337954512,79.93441655,44
Gaia DR3 65052953351603456,55.38524086,23.16172424,1.806,12.413892,0.00291,1.360643,10.122,0.017,2M,132.668152,0.4421385,0,6.67,0.457597196,0.027349433,8.431872708,0.067281295,0.693643001,0.001133168,577.0499204,15.25462769,27.45927641,33
Gaia DR3 65053915424355584,55.56401857,23.19201666,1.037,17.104906,0.002988,3.208709,13.057,0.03,2M,137.452927,1.870987,0,1.0188,-7.24015389,1.71741631,3.387961774,0.040509376,0.230203248,0.006457737,27.88318064,1.16380624,100.2589434,44
Gaia DR3 65056526764528128,55.93734755,23.05589156,1.023,15.538341,0.002842,2.687235,11.701,0.017,2M,138.100174,0.7359925,0,2.32175,-4.22663544,0.06188209,5.277439552,0.036297555,0.437503679,0.004109596,109.2804754,2.616040607,54.0855708,43.5
Gaia DR3 65058760147520000,56.03881423,23.14638875,0.999,16.57428,0.003134,3.074737,12.507,0.023,2M,137.131546,1.6629255,0,0.5153,-9.2270177,0.35557631,4.213349669,0.037749476,0.322044373,0.006335349,47.82884282,1.70416619,75.69798864,44
Gaia DR3 65062917675789184,55.90234217,23.20952773,0.93,16.419624,0.00305,3.081996,12.375,0.022,2M,123.896324,0.7058105,0,0.312,-9.8372148,0.29316564,4.068247868,0.036108194,0.305970259,0.004586152,43.76349537,1.123317245,79.4449194,44
Gaia DR3 65063707949772544,55.85224566,23.22592696,1.605,10.357922,0.002833,0.958359,8.655,0.018,2M,138.644394,0.53685,1,2.764611175,3.77708587,0.01172397,9.290967675,0.037195279,1.09414906,0.03103305,5971.763869,351.3218104,11.47880508,29
Gaia DR3 65064837524605312,56.09226565,23.18193793,1.072,18.181866,0.003612,3.624798,13.456,0.025,2M,135.095551,3.3444515,0,0.2991,nan,nan,2.92024912,0.026928526,0.194875566,0.004736122,17.63006734,1.120886153,112.062256,45.5
Gaia DR3 65072435323295872,56.04672708,23.37932663,1.002,11.193929,0.002966,1.033463,9.408,0.022,2M,131.245926,0.31649,0,2.56891691,1.60139222,0.03396874,8.687700483,0.101649568,0.882534385,0.003374814,1798.543391,56.78237512,17.68671484,30
Gaia DR3 65079788307324672,55.65108435,23.36803405,1.038,16.140701,0.003403,2.844704,12.285,0.018,2M,133.418915,1.37294,0,1.5505,-7.49875554,0.70923256,4.479772813,0.0284027,0.351570619,0.005200985,56.30576524,1.641804755,69.33629961,43.5
Gaia DR3 65084358152509440,55.90249362,23.45394952,1.183,13.831366,0.003109,1.889031,10.736,0.018,2M,137.356049,0.3213505,0,3.050821965,-2.13003532,0.02540146,6.56275033,0.031109498,0.585826882,0.002671439,296.6634381,5.525346553,36.11183429,39
Gaia DR3 65086591535491584,56.00247816,23.54394288,1.106,10.823086,0.003021,0.983793,9.199,0.02,2M,136.283737,0.2961655,0,4.054604885,2.82000504,0.01244275,9.369060452,0.161174634,0.94345253,0.005553349,2682.832118,140.7920582,15.51504484,28
Gaia DR3 65089336018173440,55.90720608,23.53598915,0.983,10.576324,0.002955,0.866619,9.124,0.02,2M,132.354477,0.3044205,0,3.887814,2.73570293,0.04362916,9.461421545,0.161174634,0.946550096,0.005570578,2760.474649,145.327733,15.41421996,22
Gaia DR3 65089473457126784,55.95250987,23.53939076,1.04,13.418813,0.002824,1.717079,10.586,0.02,2M,137.240616,0.29274,0,9.661620485,0.17374463,0.01384749,6.940820897,0.050112866,0.628424196,0.002932736,354.8591156,7.26227109,32.34357094,38
Gaia DR3 65090680344356992,55.92865563,23.59478015,6.012,9.430407,0.00279,0.685303,8.233,0.026,2M,134.888229,2.1371995,1,nan,4.4181879,0.05200267,8.928949638,0.030311761,1.211729912,0.021725154,9473.561774,485.9590745,9.28057403,18
Gaia DR3 65101606741121792,55.35817112,23.26000946,0.97,16.835623,0.003084,3.13842,12.822,0.024,2M,135.255692,1.3000415,0,0.5384,-10.04749404,0.59825194,3.658039924,0.032407501,0.260974261,0.004883117,33.88149753,1.063995336,91.12802401,44
Gaia DR3 65107860213588096,55.30754207,23.38493972,1.022,13.492777,0.002841,1.726658,10.631,0.018,2M,137.622635,0.336693,0,9.945420485,0,0,6.843190345,0.045101579,0.622857872,0.002681017,341.4734911,6.382947985,32.80788923,38
Gaia DR3 65108714911246720,55.04034054,23.17574467,0.965,16.459938,0.003016,2.872915,12.655,0.022,2M,134.018417,1.0056915,0,0.5,nan,nan,3.887676225,0.037448668,0.286066484,0.004971692,39.20513384,1.092078346,84.38569356,43.5
Gaia DR3 65113559634339200,54.92156214,23.29088131,0.847,9.810571,0.00278,0.711143,8.634,0.019,2M,137.451096,0.298225,0,1.933,4.12694535,0.02686762,9.286351078,0.039261684,1.097639874,0.030583354,6010.28793,348.3187398,11.40334622,17
Gaia DR3 65117206062341760,55.00076581,23.43497698,1.402,14.743395,0.003019,2.574564,11.098,0.018,2M,133.527161,0.662758,1,0.27855311,-4.03232822,0.24206174,5.959757865,0.024275836,0.525342208,0.002995495,186.5563362,3.900466748,42.41718688,43
Gaia DR3 65119164567417856,55.21017225,23.41844177,1.072,10.658403,0.002852,0.893212,9.123,0.018,2M,131.599319,0.3307725,0,4.369281265,2.70922924,0.01337556,9.369371411,0.14505717,0.943462958,0.005083349,2683.089825,128.6077599,15.51470393,25
Gaia DR3 65119469509073152,55.16440272,23.44306378,1.034,18.559662,0.003544,3.268866,14.038,0.047,2M,133.196228,3.9368515,0,0.3274,nan,nan,2.260749206,0.054222841,0.148480384,0.005122258,9.358064629,0.796184733,130.0510357,45
Gaia DR3 65125452399528320,55.13123869,23.55065444,1.048,14.410244,0.002827,2.177508,11.057,0.017,2M,132.81366,0.472984,0,2.34137412,nan,nan,5.999373095,0.022927178,0.529538469,0.002667237,192.0431346,3.571119003,41.93915765,42
Gaia DR3 65125864716379264,55.21363053,23.59842253,1.148,12.452076,0.003048,1.363175,10.083,0.019,2M,132.707489,0.275116,0,8.23322251,0.76912158,0.03614612,8.588749919,0.075196741,0.696074795,0.001197822,610.2830788,17.06641629,27.29537371,34
Gaia DR3 65129506848731136,55.67658814,23.50286316,0.995,12.169894,0.003414,1.346799,9.675,0.022,2M,120.153755,0.238411,0,0.33855868,-0.94968022,0.02182916,9.113742136,0.013051972,0.725648233,0.004483142,766.706697,18.69153836,25.39585923,35
