Name,RAJ2000,DEJ2000,memclass,Kmag,e_Kmag,r_K,Gmag,e_Gmag,BP-RP,bin,RUWE,D,e_D,mass,e_mass,Lbol,e_Lbol,tau,Prot,EW,e_EW,chi,e_chi,NSPTP
Gaia DR3 1447553276111097216,200.7540531,26.12755506,ms,10.773,0.022,2M,14.217703,0.002781,2.416138,0,1.056,76.4305725,0.1404152,0.385674538,0.001812651,74.67170492,1.574691663,62.74788569,nan,0.24953204,0.01965904,4.75307499,0.012900626,42
Gaia DR3 1453164564983764224,213.4360273,30.03132455,ms,13.167,0.031,2M,17.417791,0.003043,3.393978,0,1.016,85.7787476,0.55964665,0.142495464,0.002214447,8.506520898,0.305646982,132.6023868,nan,-3.41673723,0.11921766,2.157185267,0.032199196,45
Gaia DR3 1465075230850447104,193.388199,30.56740851,ms,12.252,0.017,2M,16.209776,0.002845,3.01237,0,0.927,81.1755981,0.33547215,0.202177686,0.001555194,19.38772359,0.396410465,109.4976944,nan,nan,nan,3.01771184,0.018311398,44
Gaia DR3 1465626051816561024,194.6590193,31.72869629,ms,11.051,0.017,2M,14.693695,0.002809,2.656392,0,1.059,83.3568344,0.18566515,0.378415286,0.00143548,68.68466905,1.144553997,64.08678581,nan,-5.01103661,0.06965166,4.700574858,0.009968665,43
Gaia DR3 1467289303671803520,195.880237,33.02827792,ms,10.504,0.019,2M,13.989642,0.003106,2.424766,0,1.057,78.1326599,0.1085129,0.428017824,0.003848811,103.4732142,2.318088768,55.56035775,nan,-3.321489429,0.025584379,5.17617093,0.040567855,42
Gaia DR3 1467395337824735104,195.0200569,32.92583547,ms,8.758,0.018,2M,10.832409,0.002783,1.195656,0,1.144,79.7924042,0.09915925,0.729748465,0.003640864,783.7841273,15.48274472,25.14562747,nan,1.00473089,0.01579822,9.125904887,0.010678886,32
Gaia DR3 1467480927932984832,195.7581928,33.09010609,ms,11.928,0.02,2M,15.699326,0.002847,2.852794,0,1.039,83.6365738,0.2415123,0.236780019,0.003222382,29.06888877,0.599227981,98.22228951,nan,nan,nan,3.445686292,0.027006251,43.5
Gaia DR3 1468248009092540416,202.2286321,30.56034429,ms,6.527,0.018,2M,7.8838,0.00276,0.7762,1,0.992,88.5451508,0.2095833,1.688649948,0.032760871,30094.73335,988.8352551,0,nan,2.977778698,0.228067734,nan,nan,21
Gaia DR3 1469850341130727040,200.7884887,33.85322888,ms,11.26805785,0.085578206,GBP,15.939199,0.002872,2.933462,1,1.094,80.6339493,0.30848695,0.336269691,0.01570959,51.74050185,4.69256488,72.55200661,nan,nan,nan,4.341762306,0.141150214,45.5
Gaia DR3 1469850341130739712,200.7903579,33.85101892,ms,11.595,0.025,2M,15.377561,0.002829,2.834387,1,1.017,80.474556,0.21222305,0.27603091,0.00466047,37.09006238,0.967650957,87.01086462,nan,nan,nan,3.793721507,0.042555305,43.5
Gaia DR3 1469850341130739840,200.7881756,33.85256721,ms,10.13369945,0.08557674,GBP,14.703299,0.002828,2.847135,1,1.179,80.8065643,0.15656665,0.506189362,0.012301027,163.4374076,14.49479181,44.68343326,nan,nan,nan,5.774197187,0.122962839,45.5
Gaia DR3 1474562847968071936,200.6024873,37.16008278,ms,11.561,0.02,2M,15.353467,0.00281,2.802725,0,1.156,85.3598175,0.21388245,0.305504006,0.003763544,43.65087895,0.917362491,79.55676726,nan,nan,nan,4.064038974,0.032825631,43.5
Gaia DR3 1476490738527734400,201.2288374,39.03728305,ms,12.191,0.02,2M,16.107378,0.002795,2.976498,0,1.054,86.9118347,0.33973315,0.219052706,0.001753075,24.149457,0.557317685,103.823582,nan,-4.99872694,0.20265207,3.242945821,0.021542821,44
Gaia DR3 1480403350655723136,217.1395103,36.02188037,ms,13.581,0.04,2M,17.85832,0.002937,3.463909,0,0.97,95.5337906,0.84874725,0.130780428,0.002885014,7.05745112,0.332150938,137.7626377,nan,-5.363267727,0.271387929,1.969981923,0.04154735,45
Gaia DR3 1484813010758039424,214.3606267,38.51108287,ms,12.504,0.025,2M,16.39333,0.002827,3.008643,0,1.04,86.0892944,0.26831435,0.192131794,0.002090837,17.01162086,0.469266386,113.0435643,nan,nan,nan,2.883627495,0.026928526,44
Gaia DR3 1489389418670610816,222.5117507,42.15856564,ms,13.514,0.035,2M,17.898365,0.003031,3.199805,0,1.006,95.8366699,0.77388,0.135592712,0.002539944,7.620152983,0.314865069,135.6158347,nan,-5.993692941,0.464435644,2.046881016,0.036353931,45
Gaia DR3 1496945331296454144,208.2809062,39.61071083,ms,10.966,0.017,2M,14.867782,0.003383,2.91713,0,3.102,88.5844345,0.54079435,0.39600095,0.001744985,84.09847635,1.706614075,60.89922539,nan,-8.490612703,0.064245192,4.827757347,0.009968665,44
Gaia DR3 1497425469984297088,208.2664793,41.39741738,ms,13.901,0.039,2M,18.801947,0.003333,3.744267,0,1.039,88.4150238,1.28860855,0.104587628,0.0025051,4.248105054,0.227589528,150.1445304,nan,nan,nan,1.363359902,0.050144928,46.5
Gaia DR3 1498322916287022976,211.5685966,41.59872029,ms,10.281,0.019,2M,13.494601,0.002772,2.098751,0,1.137,88.21521,0.11097335,0.512405038,0.002741673,170.6076471,3.261896053,43.93247888,18.8794,0.146,0.023,5.836407424,0.027166209,41
Gaia DR3 1499294845909337344,211.2280764,42.92377337,ms,8.91,0.014,2M,11.069293,0.002788,1.231818,0,1.032,86.5307999,0.1193199,0.737766503,0.004870672,825.1436981,26.32261239,24.6651104,9.07598923,0.92332953,0.020856928,9.150974378,0.014913464,33
Gaia DR3 1503770755884281344,206.3049446,46.31114374,ms,10.025,0.016,2M,13.264823,0.002805,2.325309,1,1.204,85.9998016,0.07733535,0.541070322,0.002303841,208.3089329,4.091457906,40.65829996,0.79,-1.736828098,0.660537334,6.107934544,0.020924626,41.5
Gaia DR3 1505107762024006144,213.9217175,45.12246327,ms,10.761,0.019,2M,14.590457,0.002825,2.821708,0,1.705,89.0468826,0.22457505,0.433433924,0.003948208,106.7500749,2.453966157,54.71258746,1.22466332,-4.362487837,0.078643156,5.233991862,0.040567855,43.5
Gaia DR3 1506360518084440704,213.1211597,47.37926309,ms,11.916,0.021,2M,15.726617,0.00284,2.86578,0,1.067,96.6283951,0.3001022,0.289919981,0.004009528,40.04896845,0.897288014,83.40203405,0.531329691,-11.21512968,0.189145309,3.923361228,0.034466913,43.5
Gaia DR3 1506824305831375872,214.4282473,46.47819468,ms,14.031,0.059,2M,18.982464,0.003487,3.570337,0,0.999,87.1497269,1.4016342,0.098475116,0.002198573,3.612309324,0.252243406,153.2122545,nan,nan,nan,1.188140614,0.053929104,46.5
Gaia DR3 1506963767715367040,215.2949183,47.47620065,ms,14.979,0.128,2M,20.736599,0.009856,2.500727,0,1.359,102.126595,14.51256945,0.084825877,0.00415255,1.986857448,0.870493713,160.3215,nan,nan,nan,0.566748082,0.073382038,48.5
Gaia DR3 1507362482414976896,216.6472756,48.29729257,ms,11.861,0.019,2M,15.626624,0.003041,2.80619,0,1.105,96.6360626,0.28560255,0.299960838,0.003651487,42.33400815,0.862929253,80.90054736,1.621796123,-5.448999312,0.04047163,4.014000524,0.03118435,43
Gaia DR3 1507538610433938816,216.4897164,49.08283634,ms,12.571,0.028,2M,16.75729,0.002945,3.317583,0,1.055,96.9511948,0.4564972,0.207543855,0.002407092,20.79013644,0.661609418,107.6557667,3.78,-8.047,0.315,3.089335077,0.03015995,44.5
Gaia DR3 1508133755461990528,213.2212094,49.45943958,ms,11.352,0.023,2M,14.964291,0.002868,2.61803,0,1.203,96.3297653,0.21583175,0.379470903,0.001907626,69.52450302,1.543812839,63.89002782,1.585208962,-5.359109591,0.063029289,4.708209255,0.013487018,43
Gaia DR3 1508160040662059904,215.4233873,48.65447246,ms,8.969,0.015,2M,11.374832,0.002762,1.426513,0,1,79.7799301,0.0887375,0.696163813,0.000932422,611.5352757,13.27151158,27.28939684,nan,0.748203844,0.0087204,8.594492584,0.059365848,34
Gaia DR3 1508260542896727936,215.4541553,49.34785374,ms,10.605,0.02,2M,14.326386,0.002792,2.715373,1,2.522,91.6676636,0.335289,0.464278629,0.002811544,133.5709894,2.913706718,50.1653673,9.117204943,-3.779849142,0.02543336,5.525024869,0.018988654,43
Gaia DR3 1508309780400463104,215.6591632,49.45089482,ms,11.46359755,0.085582948,GBP,16.265238,0.00301,3.047474,0,1.746,95.9323578,0.62062835,0.369231313,0.015841881,62.07811635,5.679644276,65.82879065,0.67,-14.22959333,0.335049641,4.633042958,0.135701788,45.5
Gaia DR3 1508309780402108544,215.6590249,49.45062782,ms,nan,nan,nan,19.412073,0.005863,nan,0,1.12,98.9860764,5.11515445,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1509357855501310976,210.2662695,47.29606596,ms,12.778,0.026,2M,16.801321,0.002853,3.197381,0,0.951,88.8793945,0.34669875,0.175527574,0.002229726,13.75847021,0.39074292,119.1954607,0.79,-3.77095506,0.65482493,2.664411401,0.025637277,44
Gaia DR3 1509561299512624000,210.1967141,47.66532389,ms,10.13,0.016,2M,13.248553,0.002829,1.998436,0,1.067,91.5285492,0.10105515,0.545402473,0.002310677,216.0689926,4.256591403,40.18926708,13,-0.680137863,0.030685512,6.147593322,0.020924626,40.5
Gaia DR3 1509616068935518080,210.1104347,48.38380476,ms,13.529,0.035,2M,18.545197,0.003579,3.723494,0,1.136,92.2740707,1.3144455,0.129259669,0.003022417,6.888418911,0.340011032,138.4490549,nan,nan,nan,1.945680581,0.036353931,46.5
Gaia DR3 1510428711107863680,208.7378692,48.8484671,ms,12.138,0.025,2M,16.209713,0.003089,3.15098,0,1.973,90.630806,0.529274,0.231286138,0.004311312,28.07503199,0.776997567,99.9202952,0.823638,-4.78955936,0.42867619,3.397466333,0.033757814,44
Gaia DR3 1511697238288242944,214.3457783,50.9485052,ms,11.356,0.023,2M,14.979333,0.002882,2.636268,0,1.072,94.7498703,0.1811485,0.376234818,0.001894567,66.98190128,1.477060073,64.49545195,1.371845535,-3.9308527,0.389602803,4.684805346,0.013487018,43
Gaia DR3 1511749465090453632,213.1696087,51.09452648,ms,11.699,0.025,2M,15.48652,0.002829,2.839613,0,1.156,94.9617157,0.24918365,0.322491551,0.004662479,47.9471835,1.251451237,75.59671463,1.893412266,-7.920854238,0.288830963,4.217386368,0.041032039,43.5
Gaia DR3 1511987436342992128,213.3911389,51.90476711,ms,14.317,0.054,2M,20.245672,0.006023,2.65032,0,1.169,101.726364,5.0667342,0.100079311,0.003812649,3.794671527,0.471216999,152.400346,nan,nan,nan,1.233759394,0.049358841,49.5
Gaia DR3 1512001425052135680,212.6919798,52.02111559,ms,11.888,0.021,2M,15.765343,0.002915,2.907572,0,1.017,95.4832687,0.27780155,0.290284009,0.003989375,40.12961577,0.894525807,83.30979692,5.799362846,-5.951828239,0.100650853,3.926647327,0.034466913,44
Gaia DR3 1512032314456889728,211.9551807,51.95267833,ms,9.114,0.013,2M,11.051065,0.002788,1.111202,0,0.942,99.0407104,0.12056735,0.768113319,0.004511311,1003.461403,29.61476567,22.94718534,7.658723893,1.301476873,0.054247333,9.25797028,0.017076581,32
Gaia DR3 1512213802594954368,209.3088853,50.94918426,ms,12.033,0.022,2M,15.921012,0.002878,2.89849,0,1.046,91.3302841,0.25884245,0.250010352,0.003515329,31.60907938,0.711489941,94.26730181,0.868349861,-8.028729661,0.099193062,3.561809347,0.029706876,44
Gaia DR3 1512260909796696832,210.7489898,50.97180744,ms,6.107,0.016,2M,6.155564,0.002806,0.016799,0,1.189,96.2077637,0.49082565,1.971753196,0.008480394,90048.1663,2224.987728,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1512261012875442304,210.7661967,50.98446561,ms,11.025,0.017,2M,14.6835,0.002927,2.602013,0,1.146,85.3952255,0.11845395,0.384780218,0.001400374,73.90681183,1.201212422,62.91105615,0.561602643,-5.698623279,0.059102596,4.746607118,0.009968665,43
Gaia DR3 1512308601113032192,210.0694683,51.25666752,ms,11.982,0.023,2M,15.742006,0.00281,2.802594,0,1.058,95.26931,0.3331871,0.272323787,0.004399022,36.33795366,0.894196614,88.00432091,1.052893358,-5.00567587,0.09694849,3.759014796,0.03915088,43
Gaia DR3 1512320558301938432,209.5993971,51.37844544,ms,10.597,0.022,2M,13.909266,0.002792,2.261839,0,1.061,90.7072144,0.12342835,0.462340326,0.002893892,131.5985588,2.95569771,50.43762978,12.98915304,-0.702176604,0.066293916,5.510915993,0.02088752,42
Gaia DR3 1512483182943848832,208.6470091,51.66923302,ms,12.645,0.032,2M,16.894852,0.002862,3.531878,0,1.083,88.9999542,0.5518608,0.186578424,0.002799047,15.82548681,0.587127987,115.059884,nan,nan,nan,2.809505643,0.034468514,44.5
Gaia DR3 1512518951431592320,209.5705951,51.73325604,ms,12.109,0.025,2M,16.002518,0.00283,2.976975,0,1.055,88.750267,0.25141145,0.22934162,0.002076891,27.60972613,0.756466614,100.5293374,0.566495,-6.694671725,0.155253876,3.377803036,0.025663835,44
Gaia DR3 1512596638799969408,208.6522328,52.01123387,ms,10.637,0.016,2M,14.0894,0.002867,2.32384,0,1.082,94.3544998,0.18349455,0.468266459,0.002155647,137.7225041,2.297601365,49.61066959,5.674268563,-2.494822873,0.020748231,5.554052223,0.015190923,42
Gaia DR3 1512773179135101312,210.5898442,52.41776499,ms,8.576,0.02,2M,10.225393,0.002815,0.956878,1,1.649,93.3506012,0.208725,0.895159942,0.00307263,2020.333881,57.992109,17.20547222,6.282258797,1.817314456,0.027777229,8.791193089,0.059635003,29
Gaia DR3 1512895701668161280,211.6235003,52.98496932,ms,11.06614119,0.085578542,GBP,15.51541,0.002882,2.747328,0,2.072,94.7628784,0.3800087,0.399766913,0.007008485,87.82495662,7.380177287,60.24095412,nan,nan,nan,4.854993429,0.050429718,45
Gaia DR3 1512895774681556736,211.6218985,52.98534076,ms,9.355125711,0.085574779,GBP,12.022645,0.002768,1.492202,0,1.001,95.3764572,0.09527585,0.696275251,0.00527792,613.1064549,79.22663574,27.281917,11.06576068,0.404007225,0.012982853,8.601681514,0.340364197,36
Gaia DR3 1513545654772306304,190.6994545,31.33121462,ms,11.276,0.02,2M,15.385134,0.004088,3.109861,0,7.905,82.0312576,2.065876,0.341611556,0.010489801,53.29066176,3.180488883,71.41002534,nan,nan,nan,4.389983583,0.032825631,44
Gaia DR3 1518300252288684928,189.6716142,34.61409709,ms,11.152,0.022,2M,14.738462,0.002805,2.592659,0,1.154,79.7261047,0.1465492,0.352928876,0.004068254,56.72998679,1.28984847,69.05894045,nan,-0.265070021,0.049416845,4.491560587,0.034714411,43
Gaia DR3 1519551943197645824,189.3083791,36.68678167,ms,13.632,0.036,2M,18.383942,0.003316,3.884984,0,1.001,79.8788376,1.04387665,0.107009514,0.002283088,4.467942278,0.217645383,148.9482998,nan,-3.411352291,0.507243522,1.425639553,0.046287626,45.5
Gaia DR3 1522775917449194496,196.8484756,38.47925579,ms,11.099,0.02,2M,14.954015,0.003579,2.842124,0,16.822,78.538765,2.3818054,0.356628088,0.012334546,57.90163009,4.084382521,68.31007808,nan,nan,nan,4.523664575,0.031558555,44
Gaia DR3 1523210980457446912,198.4227164,38.9192261,ms,15.39298722,0.085996684,GBP,19.705864,0.008947,2.637226,0,2.585,81.8223877,11.88871765,0.075744771,0.001334465,0.702600106,0.282543171,0,nan,nan,nan,nan,nan,45
Gaia DR3 1524020908209426816,197.0796038,39.76545547,ms,10.694,0.02,2M,14.135453,0.002838,2.410057,0,1.099,85.5177841,0.1200485,0.429267692,0.004046089,104.2203697,2.45590305,55.36335428,nan,-2.73026775,0.05068895,5.189514209,0.042703006,42
Gaia DR3 1524321281042056064,196.2885292,40.75868271,ms,13.236,0.032,2M,17.641113,0.002952,3.486005,0,1.034,81.9374161,0.6815262,0.131546187,0.002384769,7.144129004,0.276816226,137.418462,nan,-4.61205814,0.16127504,1.982218562,0.03323788,45
Gaia DR3 1524757477922299392,199.000971,39.75189091,ms,12.459,0.021,2M,16.43723,0.002791,3.081591,0,1.158,90.8168716,0.5198555,0.205136394,0.00196803,20.14883556,0.522740933,108.4777081,nan,0,0,3.057202258,0.022619962,44
Gaia DR3 1524852688757168000,198.4922379,40.45226566,ms,10.592,0.017,2M,14.032172,0.002805,2.3688,0,1.284,83.2686539,0.1547699,0.438088565,0.003488686,109.6490291,2.224285582,53.99615633,nan,-4.429993801,0.027464518,5.283683651,0.036297555,42
Gaia DR3 1530810976628569344,195.2536725,46.07235893,ms,11.068,0.019,2M,14.750821,0.002802,2.67876,0,1.167,83.7546844,0.1830559,0.377858709,0.001586238,68.2459564,1.257774063,64.19081203,0.986726119,-5.631744554,0.051859945,4.696549598,0.011141449,43
Gaia DR3 1530882719762199808,194.5967534,46.53320441,ms,12.253,0.027,2M,16.677593,0.005325,3.335712,0,3.621,90.3513412,1.4848366,0.220851712,0.003585401,24.72154828,1.180909696,103.2387719,nan,nan,nan,3.266957486,0.029082808,45
Gaia DR3 1532033908433815552,187.7992242,38.78276437,ms,7.863,0.026,2M,8.993945,0.00276,0.66257,0,0.89,103.757774,0.1833725,1.172628973,0.008474518,7319.205497,202.7068168,9.938589209,nan,3.206866352,0.026278888,9.097039871,0.032766265,17
Gaia DR3 1533452175354284672,185.9591075,41.4000114,ms,12.854,0.027,2M,16.990273,0.002856,3.308649,0,1.001,82.9288559,0.4569321,0.158071291,0.001920832,10.90396945,0.339043074,126.0778773,nan,-6.375,0.549,2.430977102,0.031149292,44.5
Gaia DR3 1536085299544341888,181.6132057,40.05715985,ms,11.558,0.017,2M,15.153119,0.00279,2.63797,0,1.329,99.9376831,0.3606451,0.368308496,0.003401331,61.76234377,1.171892127,66.00686593,nan,0,0,4.625034191,0.026824772,43
Gaia DR3 1536919657071114240,181.6576773,41.16059861,ms,9.641,0.017,2M,12.713969,0.002986,1.923196,0,1.131,81.0189743,0.10072325,0.577423028,0.002458531,279.9319454,4.79466396,36.91686707,nan,-0.52327829,0.02450477,6.457236446,0.031219442,39
Gaia DR3 1540375971872797184,191.3473003,42.85088857,ms,nan,nan,nan,15.227129,0.002974,nan,0,1.195,86.3487549,0.7108612,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1540375971874957952,191.3472601,42.85120294,ms,9.661348221,0.085575787,GBP,13.566644,0.002799,2.325014,0,1.727,85.6987457,0.482914,0.596952055,0.043425501,311.9268686,44.48606353,35.0784958,nan,-1.685028834,0.023527721,6.655290743,0.260109965,44
Gaia DR3 1541537567252796416,188.7036361,44.73817221,ms,12.842,0.028,2M,17.389585,0.003444,3.826536,0,1.501,82.8089676,1.34638975,0.158646905,0.002919248,11.00448302,0.524203228,125.8438461,nan,-1.736630593,0.245536579,2.441193604,0.032302969,45
Gaia DR3 1542063687865662720,189.1245078,45.96843906,ms,12.75,0.023,2M,16.787872,0.002812,3.142097,0,1.046,84.4566498,0.4532509,0.168783772,0.002096695,12.64112636,0.337307569,121.8023339,nan,nan,nan,2.582801199,0.02267913,44
Gaia DR3 1543464190801219584,189.9521107,48.69746368,ms,10.521,0.023,2M,14.052193,0.00283,2.419073,0,1.116,87.6922455,0.1156616,0.462663089,0.003024901,131.9249717,3.098730744,50.39217201,nan,-3.83866385,0.07333276,5.513265379,0.021836952,43
Gaia DR3 1544236047962962176,189.4236522,49.08671105,ms,11.248,0.026,2M,14.938458,0.002823,2.711726,0,1.192,84.5133591,0.20121765,0.358461911,0.004818513,58.49139302,1.578436134,67.94235026,nan,-7.367142,0.1799498,4.539579593,0.041026122,43
Gaia DR3 1549717869340720000,201.5164957,44.15102925,ms,11.419,0.021,2M,15.145827,0.002906,2.73402,0,1.053,89.6044922,0.37047575,0.350461827,0.004150382,55.96181143,1.29836493,69.56367896,3.576778852,-4.565834783,0.048115499,4.469875409,0.034466913,43
Gaia DR3 1551723103671639808,203.5196934,46.64028278,ms,11.577,0.02,2M,15.505052,0.002861,2.859189,0,1.472,89.5809937,0.28696825,0.321646416,0.003853766,47.72377379,1.027258508,75.78824749,1.180890439,-5.847299644,0.58590967,4.209757299,0.032825631,44
Gaia DR3 1552031890343917952,202.8312016,47.7490353,ms,13.865,0.059,2M,18.465693,0.003126,3.833252,0,1.002,92.4130859,1.23092655,0.111179743,0.003280773,4.873468829,0.344739073,146.9136931,nan,-3.300664105,0.441145939,1.532878428,0.075860275,45.5
Gaia DR3 1552233380146046208,205.3436528,47.87507987,ms,10.641,0.016,2M,14.305953,0.002928,2.56895,0,11.135,82.9378128,1.1525154,0.426564031,0.006782643,102.6108905,4.085582598,55.79054244,nan,nan,nan,5.160650594,0.034162405,43
Gaia DR3 1552233483225261568,205.3505533,47.87875764,ms,11.286,0.017,2M,15.247057,0.002832,3.019948,0,2.515,86.6768112,0.43073655,0.361562639,0.003656612,59.50229435,1.214604267,67.32580886,0.505183108,-5.938,0.159,4.56648958,0.026824772,44
Gaia DR3 1552239530539219328,205.5673486,48.07972502,ms,10.689,0.022,2M,14.365506,0.002855,2.652234,0,1.419,92.7942505,0.1810646,0.456761636,0.002921592,126.0826993,2.859222741,51.23104516,0.4817275,-5.389708984,0.036979649,5.463150153,0.027230902,43
Gaia DR3 1552518737773228672,204.1555024,48.85435827,ms,11.584,0.026,2M,15.279593,0.002796,2.724094,0,1.188,90.4183655,0.19006345,0.324058639,0.004799369,48.36421155,1.299891522,75.24304839,9.407303791,-2.881736771,0.065634199,4.231532547,0.042673321,43
Gaia DR3 1553722428127502848,201.1497598,50.91058719,ms,12.354,0.024,2M,16.175304,0.002838,2.904114,0,1.039,93.5000305,0.3185997,0.218706439,0.002027274,24.0408717,0.642740513,103.9365789,nan,-4.22126974,0.08915621,3.238324137,0.025851385,43.5
Gaia DR3 1554080521024648576,196.4496889,46.48859947,ms,14.226,0.048,2M,19.632645,0.003845,3.065491,0,0.997,87.9427414,3.03723905,0.092923985,0.001320516,3.037406492,0.290095943,156.059723,nan,-14.55277682,2.11404218,1.026885109,0.05264943,47.5
Gaia DR3 1555402481895361664,193.6933496,49.16958958,ms,12.047,0.026,2M,15.999131,0.002818,2.923204,0,1.11,85.1110001,0.23379135,0.227006203,0.002150883,26.78316635,0.760331067,101.2664436,6.9,-2.27761981,0.16767128,3.348095755,0.026690388,44
Gaia DR3 1556273707421134208,198.7976919,50.39047489,ms,11.964,0.026,2M,15.819168,0.002806,2.852782,0,1.055,99.1654434,0.350605,0.291436648,0.004927664,40.38604596,1.114874461,83.01851805,nan,0,0,3.937052255,0.042673321,44
Gaia DR3 1558812754647741312,206.6362961,49.96561387,ms,10.794,0.016,2M,14.110003,0.002777,2.243782,0,1.105,105.277573,0.16951,0.488471649,0.004467026,149.8198857,2.590479962,46.90940637,7.2,0.221,0.034,5.656307199,0.021175227,42
Gaia DR3 1558886628085141120,205.9256353,50.36213464,ms,13.252,0.03,2M,17.629854,0.002984,3.548784,0,1.051,92.0822601,0.62652205,0.146973726,0.002174566,9.135983949,0.32224925,130.6880286,nan,-6.99620276,0.311329949,2.2340077,0.034610324,45
Gaia DR3 1559004000951070976,207.0563277,51.22761052,ms,12.42,0.031,2M,16.498463,0.002864,3.265828,0,1.147,92.932312,0.3779488,0.212308536,0.002601955,22.12015409,0.761891738,106.0499381,0.1942,-7.581,0.252,3.152930151,0.033391373,44
Gaia DR3 1559141233746429184,205.775477,51.35167171,ms,11.465,0.023,2M,15.135986,0.002946,2.660055,0,1.184,96.321022,0.2455635,0.370290462,0.001919899,62.55120652,1.39800361,65.62509795,1.233344699,-5.606716768,0.039858144,4.641814759,0.013487018,43
Gaia DR3 1559228365746156672,204.642908,51.91693189,ms,14.751,0.101,2M,19.813625,0.004406,3.03472,0,1.083,92.2736511,1.9953804,0.084925034,0.001463386,2.00417057,0.273774996,160.2685286,nan,-8.269,2.558,0.571068417,0.057903015,46
Gaia DR3 1559292485314843008,205.9782422,52.06441337,ms,5.988,0.018,2M,6.023171,0.002781,0.003842,0,0.877,92.3977966,0.24374005,1.988482254,0.012943677,95085.13678,4559.218167,0,0.602,nan,nan,nan,nan,nan
Gaia DR3 1559650754307292544,203.0363953,51.8720729,ms,11.432,0.021,2M,15.221342,0.003312,2.11096,0,20.315,90.5982895,4.3962212,0.35248018,0.019108451,56.58949395,6.302605575,69.15042225,nan,-3.75151344,0.05942814,4.487666526,0.033136483,43.5
Gaia DR3 1559808671664094848,202.3831951,51.70339822,ms,nan,nan,nan,14.273327,0.003249,nan,0,1.264,94.7749863,0.58395005,nan,nan,nan,nan,0,0.68,-1.42118888,0.01785295,nan,nan,nan
Gaia DR3 1560422504094135552,203.2390706,53.6804273,ms,13.365,0.039,2M,17.677258,0.002991,3.40645,0,1.06,93.7890091,0.81908795,0.142225874,0.002817063,8.470042406,0.389031524,132.7186424,nan,-11.5426673,0.36286273,2.152877295,0.040508666,45
Gaia DR3 1560632789988882304,207.1277578,52.59345789,ms,11.552,0.019,2M,15.32122,0.002858,2.766004,0,1.089,93.5946732,0.2826881,0.343481316,0.003650333,53.84415139,1.097199923,71.01525402,1.858572392,-5.59516004,0.08327249,4.406861995,0.03118435,43
Gaia DR3 1560767995559564032,207.4929746,53.24642287,ms,10.651,0.021,2M,14.043365,0.002793,2.332067,0,1.172,92.6601181,0.1295242,0.461321063,0.002767764,130.5730616,2.803485091,50.58150117,2.887661341,-2.980521794,0.044391953,5.503496789,0.019938087,42
Gaia DR3 1560784144636654976,206.318593,52.24728116,ms,8.462,0.025,2M,10.475149,0.002828,1.098739,1,6.457,93.0820236,0.63077545,0.918703571,0.007198792,2327.375261,88.43985742,16.35270798,7.561224693,1.529155347,0.065756626,9.065099893,0.060679333,32
Gaia DR3 1560839669973427200,206.2282668,52.92310388,ms,11.545,0.021,2M,15.365385,0.002807,2.829109,0,1.072,92.2728271,0.2021561,0.339145928,0.003912708,52.56947088,1.149057301,71.93451105,1.013472131,-7.661173417,0.052549728,4.367726238,0.034466913,43.5
Gaia DR3 1560860938651474816,206.0296199,52.7897167,ms,10.512,0.021,2M,14.003002,0.002876,2.398186,1,1.971,90.2644424,0.22859955,0.474220903,0.005922265,141.8463673,3.260731467,48.79587826,0.753153444,-4.201804129,0.036315381,5.587153229,0.027792485,42.5
Gaia DR3 1560938316782309248,206.6103904,53.08195948,ms,10.564,0.022,2M,14.441871,0.003578,2.884425,0,15.657,95.9130249,1.94862365,0.495996215,0.013344886,154.2092425,8.103225149,45.94830271,0.23074345,-7.345371417,0.095971065,5.692821328,0.029115936,44
Gaia DR3 1561366782719556480,207.1143319,54.04271577,ms,8.863,0.02,2M,10.805786,0.002782,1.115099,0,0.92,91.0937119,0.0967636,0.788482348,0.004973189,1148.762959,40.14980855,21.87786035,9.060066724,1.326578046,0.013152011,9.392191338,0.043359845,32
Gaia DR3 1561439694084279552,206.6485699,54.43267877,ms,5.758,0.016,2M,5.67088,0.002798,-0.036523,0,0.825,92.8159714,0.2814636,2.228517974,0.02871301,153508.0969,4531.172021,0,1.4,nan,nan,nan,nan,nan
Gaia DR3 1561462715108998528,207.2114152,54.75577434,ms,12.407,0.023,2M,16.337059,0.00287,3.064358,0,1.135,92.9635086,0.36584475,0.213414222,0.00198238,22.44076596,0.586503004,105.6812186,1.51,nan,nan,3.167687941,0.024774244,44
Gaia DR3 1561660249245388672,205.4022515,53.33752822,ms,8.232,0.024,2M,9.585494,0.00279,0.801328,0,0.951,95.0224075,0.1148262,0.980399064,0.004640604,3432.270488,74.139654,14.36706065,4.863250045,2.575584209,0.041030624,9.709391285,0.020344256,21
Gaia DR3 1561672378233017728,205.3971752,53.56217998,ms,10.723,0.024,2M,14.321616,0.002821,2.597262,0,1.169,94.1794052,0.15369415,0.456538274,0.00316272,125.8667323,3.092772472,51.26311827,4.302592538,-4.222155188,0.047760667,5.461030546,0.029706439,43
