Name,RAJ2000,DEJ2000,memclass,Kmag,e_Kmag,r_K,Gmag,e_Gmag,BP-RP,bin,RUWE,D,e_D,mass,e_mass,Lbol,e_Lbol,tau,Prot,EW,e_EW,chi,e_chi,NSPTP
Gaia DR3 1561732267256950784,204.7697795,53.76989092,ms,11.812,0.026,2M,15.537539,0.00281,2.696448,0,1.226,98.7821808,0.31607055,0.317517293,0.004896701,46.6471249,1.279512945,76.7321563,nan,0,0,4.172483497,0.042673321,43
Gaia DR3 1561779889854217856,205.782497,54.02591898,ms,8.186,0.033,2M,9.54117,0.002791,0.797665,0,1.054,93.6214523,0.09163285,0.983046766,0.006358826,3474.376759,103.2461572,14.28920094,7.161935271,2.441479436,0.03105395,9.697720418,0.027973352,21
Gaia DR3 1561964917045160192,203.6287177,54.43217854,ms,9.646,0.018,2M,12.803989,0.003755,1.962281,1,22.881,95.4931335,2.2698975,0.652757893,0.010819765,417.354865,30.15315536,30.40548595,nan,-1.26208503,0.03049559,7.3927797,0.070241206,40.5
Gaia DR3 1562056417028500352,204.5623857,54.65773928,ms,11.91,0.024,2M,15.549674,0.002796,2.725988,0,1.105,88.5929489,0.18169785,0.258757463,0.003754057,33.40922503,0.803688384,91.75293964,1.404643504,-4.283245875,0.1199172,3.638583014,0.032407501,43
Gaia DR3 1562168842092340352,203.5304391,55.34843462,ms,5.635,0.021,2M,5.59287,0.002808,-0.023746,0,1.011,92.0554352,0.41157915,2.403180819,0.038390124,183224.2443,7266.81361,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1562168906517715584,203.5229246,55.34978939,ms,11.717,0.036,2M,15.760731,0.005681,2.789476,0,5.083,90.8739243,1.2797775,0.301836844,0.008563971,42.77517587,2.073056868,80.44284714,nan,nan,nan,4.030935323,0.059086136,44
Gaia DR3 1562652455409400192,205.8577636,56.48045997,ms,11.927,0.023,2M,15.887865,0.002825,3.020139,0,1.144,74.8510895,0.19285965,0.214179149,0.001908569,22.66528473,0.570039708,105.426992,0.453680925,-4.620581984,0.082247512,3.177897567,0.024774244,44
Gaia DR3 1562901563513294208,201.3402653,52.42245559,ms,11.226,0.02,2M,14.823071,0.002867,2.574255,0,1.138,93.020668,0.1608086,0.383530947,0.00164961,72.85143529,1.396804512,63.13981949,4.090701517,-3.295557361,0.046046977,4.737572178,0.011727842,43
Gaia DR3 1562916406920238592,200.9248365,52.46249792,ms,11.194,0.022,2M,14.85942,0.002825,2.643087,0,1.147,90.2579346,0.1684151,0.380822431,0.001814289,70.61476737,1.490497326,63.63914383,1.300807412,-5.559271384,0.069799468,4.717983734,0.012900626,43
Gaia DR3 1563282372493360512,199.0118301,53.74406035,ms,12.321,0.026,2M,16.200087,0.002878,2.965106,0,1.152,90.3684235,0.39460755,0.215402781,0.002229826,23.02912071,0.678104125,105.0217668,1.042,-6.72,0.133,3.194229598,0.028005667,44
Gaia DR3 1563586799775391104,201.2160503,54.89745571,ms,6.851,0.021,2M,7.526949,0.002766,0.394409,0,1.397,91.0050812,0.2494049,1.457026922,0.00614887,19446.31079,558.5236673,0,0.33,nan,nan,nan,nan,10
Gaia DR3 1563589892151844992,201.1510978,54.9272074,ms,9.985,0.02,2M,12.994538,0.002787,1.907992,0,1.085,91.4986801,0.0912895,0.566015067,0.002873373,257.1413731,6.314364594,38.04460213,16,0.201133511,0.013258783,6.327661903,0.024485836,38
Gaia DR3 1563776774768272768,200.7311176,55.00490759,ms,11.797,0.019,2M,15.745235,0.002815,3.030255,0,1.143,87.7836075,0.22050095,0.273632342,0.003593127,36.60167837,0.734039361,87.65216161,nan,-4.28657878,0.29140203,3.771265713,0.032342031,44
Gaia DR3 1564395731095646720,195.7298166,55.23627344,ms,12.857,0.023,2M,16.85488,0.002897,3.135923,0,1.022,94.8462601,0.4447174,0.180592988,0.002045172,14.66221824,0.381498979,117.2791484,0.217,-6.27965093,0.1774807,2.727549944,0.026150591,44
Gaia DR3 1565932436033063552,201.0619643,57.49071989,ms,11.73809387,0.085626877,GBP,16.5828,0.004072,3.085907,0,1.276,96.2756729,0.8037529,0.320850983,0.015974012,47.51445354,4.385069747,75.9690306,0.517,-4.850540587,0.110758182,4.202576885,0.141150214,45.5
Gaia DR3 1565932436033929472,201.0616569,57.49063388,ms,11.7774391,0.085595034,GBP,16.58509,0.003336,3.052813,0,1.769,97.8077164,1.044487,0.319984781,0.016184358,47.2875543,4.424204813,76.16646667,nan,nan,nan,4.194757633,0.141150214,45.5
Gaia DR3 1566766484322815232,199.2933392,58.01914195,ms,12.292,0.021,2M,16.136408,0.002853,2.915593,0,1.062,93.0295486,0.33730315,0.222826833,0.001811306,25.36526429,0.605050228,102.6010506,1.22,-6.172,0.286,3.293319782,0.022619962,43.5
Gaia DR3 1566881452007203328,201.1084771,58.98195032,ms,11.69,0.02,2M,15.614681,0.002909,3.003008,0,1.038,75.0930939,0.16418075,0.237370849,0.003158019,29.17784515,0.589339962,98.04165889,1.104869132,-7.598435118,0.109197092,3.450872034,0.027006251,44
Gaia DR3 1566882139201970432,201.0451295,58.97455729,ms,11.086,0.018,2M,14.815078,0.002932,2.748898,0,1.13,74.9174957,0.12010195,0.340361608,0.003333167,52.92382662,0.983877885,71.67535549,1.915682246,-4.949479983,0.095606857,4.378700241,0.029543068,43
Gaia DR3 1568098405222585600,191.7621572,50.57459666,ms,13.169,0.029,2M,17.845955,0.003135,4.035093,0,1.104,90.7047424,1.07787705,0.150237368,0.002518854,9.623870598,0.394290186,129.3126585,nan,-4.322055875,0.410565651,2.29193371,0.033456647,45.5
Gaia DR3 1570673117856950784,190.6893425,53.49483333,ms,9.977,0.016,2M,13.074369,0.002935,1.962703,0,1.071,89.8416595,0.179287,0.561478388,0.002368546,247.4784963,4.998687978,38.50458011,nan,-1.037857062,0.047683856,6.288782369,0.019588669,40.5
Gaia DR3 1575260142928002688,182.4483924,57.00688948,ms,10.14,0.019,2M,13.279838,0.003019,2.005662,0,1.095,94.8260803,0.0957298,0.55496125,0.002733906,234.2293413,5.469326329,39.17712309,nan,-4.124,0.067,6.232930221,0.023261545,40.5
Gaia DR3 1576654564191577216,192.480938,56.19707407,ms,11.286,0.022,2M,15.059061,0.004539,2.528991,0,7.002,99.3768234,4.6360168,0.390310402,0.008229904,78.76538327,7.828040405,61.90995405,nan,-0.188294766,0.029897632,4.786602347,0.012900626,43.5
Gaia DR3 1577006820227984000,195.8196011,57.31524171,ms,7.748,0.021,2M,8.980788,0.002771,0.699603,0,1.015,93.9075699,0.1201782,1.139857807,0.006832997,6585.4326,146.6665664,10.54359689,2.716827408,2.97163156,0.032770807,9.215308149,0.01941087,19
Gaia DR3 1577630346400767616,190.459928,57.65217594,ms,10.203,0.016,2M,13.949293,0.002896,2.39639,0,18.653,93.727272,2.2836723,0.542341869,0.007798115,210.5572661,14.32920057,40.51995497,nan,-1.36944498,0.021838092,6.119574951,0.020924626,43
Gaia DR3 1578879730911629952,193.6011001,59.0004679,ms,14.283,0.064,2M,20.021507,0.005061,2.807994,0,1.064,78.6598587,2.30875395,0.088104904,0.001630925,2.225389193,0.219049212,158.5802183,nan,-5.847012191,1.672863656,0.705428451,0.078047987,48.5
Gaia DR3 1579253294281966336,197.8613956,60.20552104,ms,11.691,0.022,2M,15.545435,0.002837,2.892215,0,1.194,78.8395615,0.19638825,0.253497397,0.003488841,32.3147812,0.721832982,93.25557267,0.788805798,-6.107467792,0.042875254,3.592415247,0.029706876,44
Gaia DR3 1579822532067683328,193.3773435,60.30261852,ms,9.222,0.016,2M,11.800293,0.002812,1.550041,0,1.049,80.5305405,0.07915115,0.663557699,0.003228924,447.4504369,9.412497265,29.5909689,nan,0.369,0.023,7.603499527,0.062436627,36
Gaia DR3 1583343030861394816,187.0293443,61.88332946,ms,12.754,0.028,2M,16.679075,0.002904,3.065601,0,1.03,86.5835419,0.4624138,0.1728442,0.002466615,13.30250896,0.418556109,120.2250556,nan,nan,nan,2.631938513,0.027609376,44
Gaia DR3 1584856779198650112,185.0667522,64.58727331,ms,12.88,0.029,2M,16.986792,0.003255,3.31263,1,1.063,86.5054398,0.49411775,0.162434423,0.002565597,11.67220647,0.382235909,124.3161915,nan,-9.271167453,0.650835453,2.505964479,0.028595425,44
Gaia DR3 1586607480884231808,223.9224232,44.77857311,ms,12.538,0.019,2M,16.23235,0.002814,2.71128,0,1.077,117.948318,0.498661,0.25776765,0.003246756,33.20048415,0.689627247,92.03355857,nan,0,0,3.629895397,0.025655938,43
Gaia DR3 1587509355297290752,224.718969,47.86074818,ms,13.535,0.034,2M,17.637596,0.003104,3.199163,0,0.862,113.228279,1.1890525,0.15776249,0.002657371,10.85042553,0.469509955,126.2036327,nan,nan,nan,2.425496222,0.039225034,44
Gaia DR3 1588243451106997888,230.4125869,47.71536776,ms,12.931,0.029,2M,16.642202,0.002859,2.806023,0,0.972,120.774994,0.6386035,0.2169905,0.002516964,23.50993481,0.782874708,104.4986215,nan,nan,nan,3.215421185,0.031237091,43
Gaia DR3 1589731532720702464,227.8897479,50.64408147,ms,14.113,0.052,2M,18.011196,0.00315,3.078701,0,1.009,123.911995,1.529747,0.132914566,0.003797991,7.301678089,0.455726973,136.8058593,nan,nan,nan,2.004084918,0.054011555,44
Gaia DR3 1592384486775784064,223.8840765,49.5939408,ms,10.139,0.014,2M,14.324874,0.003056,2.501881,0,7.986,98.8806305,1.88819525,0.56807747,0.006204609,261.6580507,14.07214803,37.83768165,2.243413408,-3.271,0.052,6.345336782,0.017140086,44.5
Gaia DR3 1592855180831182720,227.2093112,51.66255329,ms,13.025,0.04,2M,17.30905,0.003354,3.286263,0,1.97,103.846138,1.331043,0.182943389,0.003961375,15.10149863,0.770351313,116.401904,nan,nan,nan,2.760347138,0.045479289,45
Gaia DR3 1593198846934615168,223.8401848,50.55562379,ms,10.294,0.019,2M,13.080619,0.002761,1.683215,0,1.122,117.882858,0.150562,0.621885805,0.002742803,339.1882462,6.48773323,32.88980497,nan,0.435652939,0.013768671,6.826140777,0.047607222,37
Gaia DR3 1593570584944324608,223.2701327,51.26115857,ms,8.43,0.019,2M,9.821898,0.002776,0.82612,0,0.843,99.3830032,0.11404035,0.961975573,0.00445378,2969.933587,46.03912511,14.92484096,5.417185236,2.576310558,0.047034653,9.691816722,0.04705389,21
Gaia DR3 1593961220809159936,225.9544579,52.99875607,ms,12.652,0.032,2M,16.423443,0.002836,2.891224,0,1.121,107.351028,0.4374695,0.218863985,0.002680091,24.0902154,0.855101244,103.8851499,nan,-0.421868715,0.091338685,3.24042692,0.034468514,43.5
Gaia DR3 1595101826683842176,234.4600533,51.53768252,ms,9.057,0.014,2M,10.877111,0.002798,1.04128,0,0.929,103.57457,0.120472,0.809424662,0.003512103,1327.569802,32.60170849,20.84323739,7.57411996,1.524534173,0.017301767,9.592504195,0.009506405,31
Gaia DR3 1595201774867484032,232.6669599,51.27383558,ms,14.513,0.098,2M,19.453941,0.004253,3.335503,0,1.02,110.284142,2.5336075,0.099411979,0.003525469,3.717717884,0.424974459,152.7375013,nan,nan,nan,1.21478235,0.089577155,46.5
Gaia DR3 1595445625930530048,230.6449451,50.38939267,ms,13.364,0.032,2M,17.402515,0.002933,3.167209,0,1.014,101.517838,0.6813165,0.153469273,0.002283477,10.13268401,0.375633569,127.9668454,nan,nan,nan,2.349296412,0.036917679,44
Gaia DR3 1595598256183826304,231.2086813,51.21023678,ms,7.593,0.023,2M,8.744678,0.002761,0.668483,1,1.013,102.649811,0.1186905,1.231668237,0.011716202,9918.628319,271.2223273,8.969530368,nan,nan,nan,8.886907664,0.022416792,18
Gaia DR3 1596179554237426688,232.5243888,52.62686749,ms,11.792,0.026,2M,15.679058,0.002856,2.817205,0,1.001,110.061806,0.306923,0.363845008,0.004855954,60.25753997,1.63890218,66.87615216,nan,0,0,4.586297353,0.041026122,44
Gaia DR3 1596427940786153728,232.8092369,53.460131,ms,9.346,0.019,2M,11.342299,0.002796,1.160163,0,0.933,107.614151,0.154846,0.750497672,0.006543966,895.7294676,38.5998302,23.92544289,8.490385913,1.186308874,0.021360885,9.190846205,0.020239702,32
Gaia DR3 1596712645577547136,237.3738997,52.76164719,ms,8.805,0.021,2M,10.687152,0.002823,0.933616,1,2.07,139.423691,0.551697,1.044269633,0.008833874,4881.643959,168.3310001,12.6371826,7.87487,2.519263941,0.02377872,9.431985752,0.015911023,31
Gaia DR3 1596773531035098880,236.6475468,52.86811029,ms,12.763,0.028,2M,16.794867,0.002918,3.107987,0,1.048,117.701836,0.540726,0.226036117,0.002397806,26.44714648,0.838335886,101.5744422,0.55,-9.57175934,0.1285035,3.335755928,0.028743495,44
Gaia DR3 1596940450643796992,235.0903199,53.30433223,ms,13.05,0.03,2M,16.977036,0.003038,3.058112,0,1.05,112.49221,0.7143935,0.194940703,0.002660302,17.64501925,0.621618812,112.0390783,1,-5.73460559,0.19007404,2.921118515,0.032314232,44
Gaia DR3 1596948112865456640,235.0595279,53.52571234,ms,12.227,0.02,2M,16.138557,0.002868,2.985931,0,1.136,118.817986,0.479084,0.314990498,0.003969474,46.00029054,1.020216961,77.31649307,nan,-4.3926314,0.18154444,4.149674001,0.032825631,44
Gaia DR3 1597061946678694016,236.0592536,53.87362725,ms,13.134,0.034,2M,17.263193,0.002978,3.146637,0,0.998,106.932503,0.621601,0.179233157,0.002953194,14.41393026,0.544662773,117.7901208,0.427,-3.871946545,0.244430071,2.709254553,0.03352567,44.5
Gaia DR3 1597089159591345152,237.6529545,52.83940207,ms,8.3,0.019,2M,9.740872,0.0028,0.808074,1,4.986,116.383629,0.8744395,1.075081618,0.005198113,5655.71378,171.7918976,11.90352871,4.56211645,2.287707441,0.073564753,9.330281014,0.01516904,24
Gaia DR3 1597169011623359488,237.6240969,53.46404966,ms,11.364,0.019,2M,14.81925,0.002881,2.427453,0,1.086,115.304405,0.196556,0.425029307,0.003873825,101.708359,2.293525945,56.03475944,5.403135589,-4.247327245,0.067432846,5.144266265,0.040567855,42
Gaia DR3 1597431279506511232,237.3901501,54.43855403,ms,10.496,0.018,2M,13.416274,0.002779,1.847124,0,0.963,116.239685,0.1360895,0.567254001,0.002598397,259.8452102,5.763413903,37.92013721,13.33003072,-0.264,0.02,6.338279618,0.022037253,38
Gaia DR3 1597442412061653120,236.6049923,54.07694609,ms,10.685,0.018,2M,13.897234,0.002785,2.127754,0,1.114,106.761665,0.128704,0.513863261,0.002598992,172.3348702,3.121902309,43.75848712,16.4849,0,0,5.851002195,0.025736408,41
Gaia DR3 1597524939857051904,238.3842723,54.71067443,ms,13.543,0.048,2M,17.775455,0.00313,3.391343,0,0.898,112.21254,0.87529,0.155965258,0.0033091,10.54397565,0.571128875,126.9383689,0.226,-6.454,0.375,2.393597357,0.055376519,44.5
Gaia DR3 1597588269150761088,237.8570928,54.94785807,ms,12.595,0.026,2M,16.09545,0.002809,2.542236,0,1.068,121.240387,0.4961665,0.258189175,0.004229699,33.28921934,0.903629125,91.91393276,nan,-0.517464536,0.200683245,3.633595135,0.035108126,43
Gaia DR3 1597757387783227008,233.8174941,53.9221415,giant,3.406,0.324,2M,5.629723,0.002834,1.30311,0,1.754,113.060364,0.554615,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1597911456849873024,235.5182045,54.64946324,ms,13.133,0.031,2M,17.197191,0.002929,3.183042,0,1.013,105.000954,0.634743,0.176091937,0.00273872,13.85633862,0.484909951,118.9801987,nan,nan,nan,2.671241039,0.030567523,44
Gaia DR3 1598036281483719168,232.9130801,54.56062971,ms,14.338,0.075,2M,19.90696,0.005642,3.258323,0,1.064,101.359978,4.4545022,0.09914999,0.003847756,3.687934849,0.462433575,152.8700962,nan,nan,nan,1.20733211,0.068553945,47.5
Gaia DR3 1598183070581618688,234.6886548,55.26868254,ms,13.893,0.053,2M,18.183252,0.00319,3.438706,0,0.913,113.229385,1.798412,0.13449249,0.004101665,7.487671288,0.505937884,136.1032878,nan,nan,nan,2.029299747,0.055050239,45
Gaia DR3 1598228528516035200,236.4768072,54.69215006,ms,11.365,0.017,2M,15.01141,0.002867,2.59148,0,1.025,109.912727,0.2244035,0.404037208,0.003509156,90.13145846,1.839198272,59.50459018,2.060217805,-4.706929393,0.049552788,4.90595039,0.041494569,43
Gaia DR3 1598289036015344256,236.0352772,54.94546912,ms,12.276,0.022,2M,16.29466,0.002907,3.168638,0,1.054,107.563377,0.407425,0.267269841,0.003615395,35.25944259,0.816507489,89.37982918,nan,-6.87530122,0.518358461,3.713296428,0.029706876,44
Gaia DR3 1598320543895403648,236.4882687,55.1407314,ms,12.787,0.028,2M,16.789137,0.002911,3.141974,0,1.116,113.592033,0.710777,0.217870566,0.002509654,23.78075898,0.789555358,104.2099293,0.81,-4.655174815,0.551476187,3.227167587,0.03015995,44
Gaia DR3 1598572710014890624,235.0622012,55.7030914,ms,11.518,0.026,2M,15.092844,0.002873,2.523207,0,1.102,112.729942,0.317627,0.393691692,0.002166379,81.89206814,2.068184203,61.30703855,2.487932538,-3.675186166,0.089262883,4.811056405,0.015246194,43
Gaia DR3 1598925240930354176,229.4450364,52.23988641,ms,12.229,0.027,2M,16.064442,0.002887,2.884079,0,1.057,103.604034,0.3859865,0.261969043,0.004339365,34.09559284,0.949845722,90.84918751,0.59253,-8.39254544,0.1175497,3.666771152,0.036458439,43.5
Gaia DR3 1598997121502934144,229.0010476,52.73219284,ms,13.936,0.066,2M,18.389393,0.003296,3.630161,0,1.127,103.743149,1.3005945,0.120186561,0.003566262,5.879338348,0.453444989,142.6257856,nan,-9.12067151,0.660083305,1.768581684,0.090399729,45
Gaia DR3 1599057800800877824,229.6394068,53.46545482,ms,12.64,0.024,2M,16.320366,0.002843,2.705338,0,1.015,124.642204,0.5821955,0.260505723,0.004004827,33.78112574,0.867609979,91.25969582,nan,0.253293717,0.109445728,3.653927552,0.032407501,43
Gaia DR3 1599260415882717440,228.969482,53.67248901,ms,13.973,0.069,2M,19.42782,0.004096,3.357374,0,1.076,108.954002,3.157921,0.123853851,0.006033324,6.319673724,0.637996202,140.9206228,nan,nan,nan,1.859296961,0.071669179,47.5
Gaia DR3 1599320820302927872,228.7963636,54.01004125,ms,13.964,0.047,2M,18.68737,0.003407,3.69156,0,1.015,110.37458,1.8995325,0.126266589,0.003890616,6.567471922,0.420212051,139.8113807,nan,nan,nan,1.897851905,0.048818136,45.5
Gaia DR3 1599397515534523392,230.8467194,53.60706532,ms,12.117,0.026,2M,16.062208,0.002831,2.995634,0,1.041,111.61158,0.474785,0.310275553,0.005009963,44.81719853,1.258148811,78.42068933,1.125,nan,nan,4.107111961,0.042673321,44
Gaia DR3 1599397756052692096,230.8455522,53.60880077,ms,12.098,0.038,2M,16.047718,0.002819,3.002612,0,1.297,110.588829,0.580376,0.310105326,0.007211151,44.77505832,1.820328499,78.46089517,1.014,nan,nan,4.10557531,0.062368699,44
Gaia DR3 1599573501818510080,231.010622,54.36976237,ms,12.99,0.027,2M,17.306217,0.002962,3.500964,0,0.983,107.455536,0.7698975,0.191766267,0.002512635,16.93088548,0.562808422,113.1750337,nan,nan,nan,2.878748737,0.029082808,45
Gaia DR3 1599579755290918144,231.0092799,54.4391536,ms,13.595,0.038,2M,17.859533,0.003069,3.286772,0,0.998,110.951027,1.2192155,0.150991375,0.002912641,9.740243605,0.462905983,128.9972466,nan,nan,nan,2.305316481,0.043839744,45
Gaia DR3 1599606143569639552,231.2864275,54.63030133,ms,13.754,0.045,2M,18.737501,0.00523,3.696318,0,2.109,121.556114,3.500748,0.153546975,0.004960622,10.14524255,0.834829854,127.9346858,nan,-5.306376413,0.722964894,2.350675531,0.051915486,46.5
Gaia DR3 1599791690453354240,230.8154329,54.84814009,ms,nan,nan,nan,14.706985,0.003069,nan,0,0.976,112.546043,1.0267105,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1599791690453687168,230.8162771,54.8482309,ms,9.035790879,0.085576443,GBP,10.950133,0.002819,1.046062,0,0.812,109.448967,0.1702765,0.87583188,0.027763229,1715.390815,297.2726004,17.9492968,7.563071634,1.60574072,0.017331758,8.883459153,0.780731553,32
Gaia DR3 1600463835654983296,226.7665366,55.6887322,ms,14.575,0.084,2M,19.845497,0.008008,2.715676,0,1.058,108.266998,4.1936225,0.096135236,0.003783305,3.361913455,0.414074473,154.4052847,nan,-8.824217171,2.45352246,1.121600991,0.076780419,46
Gaia DR3 1600477923147759232,229.1526927,54.6682212,ms,11.126,0.018,2M,14.664007,0.002846,2.492596,0,1.197,108.481171,0.200554,0.444010659,0.002405092,114.3279039,2.130065754,53.10056062,1.731897605,-6.143518125,0.057501092,5.342149032,0.022279829,43
Gaia DR3 1600587290194879488,229.0335129,55.5401502,ms,9.939,0.016,2M,12.37889,0.002768,1.440553,0,1.164,117.43441,0.137493,0.683979061,0.003241568,510.416552,10.77952647,28.12275666,10.06290995,0.528686918,0.013595858,8.060733629,0.07234798,35
Gaia DR3 1600709159890974848,229.3626082,56.03688532,ms,13.596,0.033,2M,17.840971,0.003137,3.376792,0,0.957,107.756973,0.9630585,0.146808714,0.002483579,9.111983824,0.367985887,130.7580081,nan,-3.042712496,0.340986553,2.231078929,0.038071357,44.5
Gaia DR3 1600815335778533760,228.2397227,56.04603797,ms,9.418447938,0.085580172,GBP,10.96054,0.00293,0.838271,0,1.566,112.468887,0.3965,0.758633835,0.029368992,943.9698379,196.7823134,23.467244,7.505852411,nan,nan,9.221361135,0.112968149,27
Gaia DR3 1600815335778533888,228.2412739,56.04643742,ms,6.993,0.023,2M,7.497693,0.002776,0.245768,0,1.162,113.121109,0.313004,1.761369253,0.008798268,35502.61883,2996.736956,0,nan,11.13923844,0.03030573,nan,nan,7
Gaia DR3 1600879859071448704,227.6907992,56.38247522,ms,13.833,0.046,2M,19.230993,0.004238,3.637605,0,1.328,107.874962,3.244484,0.131547721,0.005136912,7.144303672,0.609648971,137.4177736,nan,-7.937782122,2.133375985,1.98224307,0.047779453,47.5
Gaia DR3 1600900204332290048,229.2853209,56.20360721,ms,12.384,0.022,2M,16.196505,0.002844,2.843194,0,1.055,107.445793,0.402546,0.250312631,0.003605069,31.66963902,0.731259429,94.17910134,1.13,-4.632222891,0.112033481,3.564462456,0.029706876,43.5
Gaia DR3 1600957825613481856,229.6516889,56.93189599,ms,11.985,0.021,2M,15.726259,0.002813,2.757203,0,1.056,106.558525,0.335415,0.315994738,0.004019997,46.25628501,1.039097564,77.08364134,1.31612417,-6.71983826,0.14230419,4.158739323,0.034466913,43
Gaia DR3 1600961497811899904,228.5974112,56.3585079,ms,13.566,0.049,2M,18.840048,0.006485,3.647994,0,2.125,101.81691,9.06735975,0.140755755,0.012458276,8.273853704,1.817686249,133.3546439,nan,nan,nan,2.12938516,0.050895504,46
Gaia DR3 1601006405987904768,229.4502197,57.02932914,ms,15.452,0.163,2M,20.361526,0.00706,2.415449,0,1.119,116.71656,8.1996115,0.082417453,0.002891913,1.609335444,0.463378111,161.6142081,nan,nan,nan,0.482384317,0.083601255,46.5
Gaia DR3 1601415394249322752,231.4373214,56.15964197,ms,12.428,0.021,2M,16.279186,0.00284,2.921355,0,1.098,106.203789,0.342449,0.239634244,0.003402664,29.59903478,0.64466207,97.35320451,0.7,-6.49303065,0.36159091,3.470737916,0.028356564,44
Gaia DR3 1601522630992809088,232.4061064,56.31233432,ms,13.27,0.03,2M,17.37204,0.002967,3.232468,0,0.997,113.819832,0.823471,0.179200163,0.002754731,14.40795849,0.507213115,117.8025502,nan,nan,nan,2.708855275,0.029581474,44
Gaia DR3 1601555616341574784,232.528314,56.88084557,ms,12.224,0.022,2M,16.01091,0.00282,2.827569,0,1.026,107.740242,0.349407,0.276888156,0.004199961,37.26618645,0.875057946,86.78297864,1.32,-4.86619893,0.14332943,3.801747182,0.037448668,43.5
Gaia DR3 1601557162529801728,232.5442183,56.96131604,ms,12.879,0.026,2M,16.488388,0.00282,2.707618,0,1.012,131.367172,0.5824815,0.241304769,0.004262143,29.9137937,0.818316972,96.84863937,nan,nan,nan,3.485400171,0.035108126,43
Gaia DR3 1601557162529801856,232.5419334,56.96739413,ms,9.222,0.016,2M,11.471688,0.002772,1.290714,1,0.966,132.146927,0.1509325,0.918965425,0.004021993,2330.534767,49.07131758,16.34353782,8.22856998,0.663772511,0.018362602,9.067658047,0.038834773,33
Gaia DR3 1601903538756343808,234.3373177,57.20604295,ms,13.59,0.044,2M,17.700472,0.003034,3.354767,0,0.896,102.292053,0.685303,0.139845783,0.003013307,8.154700794,0.401271897,133.7500481,0.235,-6.717,0.464,2.114844034,0.045702085,44.5
Gaia DR3 1601989854714943488,234.4564648,57.68434361,ms,9.848,0.022,2M,12.473969,0.002773,1.567768,0,1.239,106.016541,0.1017265,0.6577878,0.004419009,431.1111136,12.45917096,30.02275796,12,0.425403306,0.010515875,7.49092045,0.085850362,36
Gaia DR3 1602002151205967872,233.9213319,57.76377242,ms,14.07,0.062,2M,18.529821,0.0033,3.556959,0,0.969,113.206543,1.549225,0.122971198,0.003433638,6.230498357,0.462011672,141.3289061,nan,nan,nan,1.844863623,0.084920957,45
Gaia DR3 1602089772833227264,234.7896616,57.9244263,giant,3.956155368,0.085574585,GBP,6.165427,0.002762,1.216368,0,1.085,133.427521,0.3241575,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1602092281095134208,234.8907162,58.04557762,ms,13.664,0.045,2M,17.5857,0.002922,3.041214,0,0.99,132.85289,1.2089995,0.174451005,0.004002249,13.57369086,0.699740953,119.6073228,nan,nan,nan,2.65138329,0.044372211,44
Gaia DR3 1602181238458171136,230.6166874,56.36241028,ms,12.703,0.025,2M,16.71417,0.002912,3.258945,0,1.072,100.309013,0.49138635,0.202861707,0.002190823,19.56108892,0.565767228,109.2609142,nan,-3.24418284,0.645156485,3.026841598,0.026928526,44
Gaia DR3 1602248579249285376,230.188593,56.63167434,ms,11.816,0.018,2M,15.223203,0.002781,2.414077,0,1.049,105.529556,0.3166695,0.342887216,0.003484206,53.6676648,1.043352821,71.14041342,nan,0.216945566,0.023669916,4.401499032,0.029543068,42
Gaia DR3 1603278379263570560,233.7573487,60.25486087,ms,7.353,0.018,2M,8.416646,0.002761,0.611015,1,1.13,101.382469,0.171555,1.317659879,0.007029283,13326.94737,355.1685922,7.793646868,nan,3.788238064,0.03770166,nan,nan,16
Gaia DR3 1603372868544389760,217.9179496,48.90256402,ms,12.329,0.023,2M,16.230629,0.002807,2.956133,0,1.102,97.6887741,0.3899994,0.228406185,0.001983117,27.27563418,0.713133787,100.8238396,nan,nan,nan,3.365903988,0.023610728,44
Gaia DR3 1603491650160165120,219.5374965,49.99997531,ms,12.204,0.025,2M,16.16731,0.002947,2.988539,0,2.24,93.4935226,0.6635513,0.231511661,0.004507327,28.11515277,0.813992095,99.84993333,0.489,-8.055,0.139,3.399445755,0.033757814,44
Gaia DR3 1603660249099855488,217.124829,49.77031564,ms,13.684,0.055,2M,18.245934,0.003048,3.608508,0,0.985,93.3034134,0.8360367,0.121270411,0.002917104,6.013602476,0.376790462,142.1194122,nan,-3.4813118,0.41894264,1.798272516,0.075333107,45.5
Gaia DR3 1604441971804002176,216.4728755,50.41647391,ms,10.416,0.017,2M,13.654587,0.00278,2.160471,0,1.111,90.9399185,0.0932007,0.50253925,0.00244788,159.3680023,2.7177232,45.13155439,17.0025,-0.218312313,0.02216243,5.737664664,0.024306608,41.5
Gaia DR3 1604774127395060992,215.1361107,51.28865407,ms,13.922,0.06,2M,18.698715,0.003283,3.792887,0,0.954,96.0744629,1.2802925,0.112546948,0.003326423,5.014274945,0.359807796,146.2535078,nan,-6.975805159,0.956237216,1.568036583,0.077146043,45.5
