                           1                            2                            3                            4                            5                            6                            7 
              version_number                     compiler                        build             MESA_SDK_version                         date                    burn_min1                    burn_min2 
                       11701                   "gfortran"                      "8.3.0"      "x86_64-linux-20190503"                   "20241023"      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49                               50                               51                               52                               53                               54                               55                               56                               57                               58                               59                               60                               61                               62                               63                               64                               65                               66                               67                               68                               69                               70                               71                               72                               73                               74                               75                               76                               77                               78                               79                               80                               81                               82                               83                               84                               85                               86                               87                               88                               89                               90                               91                               92                               93                               94                               95                               96                               97                               98                               99                              100                              101                              102                              103                              104                              105                              106                              107                              108                              109                              110                              111                              112                              113                              114                              115                              116                              117                              118                              119                              120                              121                              122                              123                              124                              125                              126                              127                              128                              129                              130                              131                              132                              133                              134                              135                              136                              137                              138                              139                              140                              141                              142                              143                              144                              145                              146 
                    model_number                         star_age                        star_mass                        star_mdot                     he_core_mass                      c_core_mass                      o_core_mass                            log_L                   log_L_div_Ledd                           log_LH                          log_LHe                           log_LZ                         log_Teff                    log_abs_Lgrav                            log_R                            log_g                  log_surf_cell_z                   surf_avg_omega                   surf_avg_v_rot         surf_num_c12_div_num_o16                  v_wind_Km_per_s                   surf_avg_j_rot              surf_avg_omega_crit    surf_avg_omega_div_omega_crit                  surf_avg_v_crit            surf_avg_v_div_v_crit           surf_avg_Lrad_div_Ledd                v_div_csound_surf          surf_r_equatorial_div_r               surf_r_polar_div_r    surf_r_equatorial_div_r_polar           total_angular_momentum                grav_dark_L_polar             grav_dark_Teff_polar           grav_dark_L_equatorial        grav_dark_Teff_equatorial                       surface_h1                      surface_he3                      surface_he4                      surface_li7                      surface_c12                      surface_c13                      surface_n14                      surface_o16                     surface_ne20                     surface_ne22                     surface_mg24                     log_center_T                   log_center_Rho                center_degeneracy                     center_omega                     center_gamma                   mass_conv_core                        center_h1                       center_he3                       center_he4                       center_c12                       center_n14                       center_o16                      center_ne20                      center_mg24                               pp                              cno                         tri_alfa                           burn_c                           burn_n                           burn_o                          c12_c12              apsidal_constant_k2                         delta_nu                         delta_Pg                           nu_max                  acoustic_cutoff                     conv_mx1_top                     conv_mx1_bot                     conv_mx2_top                     conv_mx2_bot                          mx1_top                          mx1_bot                          mx2_top                          mx2_bot                   conv_mx1_top_r                   conv_mx1_bot_r                   conv_mx2_top_r                   conv_mx2_bot_r                        mx1_top_r                        mx1_bot_r                        mx2_top_r                        mx2_bot_r                      cz_bot_mass                    cz_bot_radius              cz_log_radial_depth                  cz_scale_height                         cz_omega          cz_omega_div_omega_crit                          cz_zone                      cz_top_mass                    cz_top_radius          cz_top_log_radial_depth              cz_top_scale_height                     cz_top_omega      cz_top_omega_div_omega_crit                      cz_top_zone          max_conv_vel_div_csound              max_gradT_div_grada               gradT_excess_alpha                   min_Pgas_div_P               max_L_rad_div_Ledd                        e_thermal                conv_env_top_mass                conv_env_bot_mass              conv_env_top_radius              conv_env_bot_radius              scale_height_at_bcz             mixing_length_at_bcz                         r_at_bcz  conv_env_turnover_time_maxLconv                             Prot          envelope_binding_energy          total_moment_of_inertia                      omegadm_sum                           dm_sum                  alt_omegadm_sum                       alt_dm_sum                       surf_omega                            mag_n                               Ro      conv_env_turnover_time_l_hp  conv_env_turnover_time_l_hp_mid   conv_env_turnover_time_l_hp_hi  conv_env_turnover_time_l_hp_hi2  conv_env_turnover_time_l_hp_hi3       conv_env_turnover_time_l_b       conv_env_turnover_time_l_t     conv_env_turnover_time_l_mlt         conv_env_turnover_time_g                            rtauc                            vtauc                           hptauc  surf_omega_div_omega_crit_roche                surf_r_equatorial                     surf_r_polar              surf_extra_omegadot      conv_turnover_time_l_hybrid   conv_turnover_time_l_hybrid_hi   conv_turnover_time_l_hybrid_lo 
                               1          1.0000000000000001E-005          3.2000000000000001E-001         -4.9433010248068975E-013          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          6.3019153620026830E-002         -2.9171998470329430E+000          6.4413297268453586E+000         -9.8999999999999986E+001          6.3999088509475142E+000          3.4841885791160849E+000          6.7221428181465983E+000          5.8639125503047018E-001          2.7702568216720906E+000         -1.8851565197074684E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.4525250179023577E-001          1.4775974379263862E-005          0.0000000000000000E+000          4.6849758683561380E-005          0.0000000000000000E+000          1.2578538308202167E+002          0.0000000000000000E+000          1.1436477192462886E-004          1.9374906444890129E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.0000000000000000E+000          0.0000000000000000E+000          1.1561632311496519E+000          3.0492187323258549E+003          1.1561632311496519E+000          3.0492187323258549E+003          7.1841862274048063E-001          4.4569660777029867E-005          2.6849589798867679E-001          9.0027120865060294E-009          2.2786729115015242E-003          2.5525914595017099E-005          6.7250162120045039E-004          5.5721533394037272E-003          1.1378447606007608E-003          8.3665650038056063E-005          5.4479105266036487E-004          5.8313559902440639E+000         -1.2435585137139098E+000         -4.5612560234777400E+000          0.0000000000000000E+000          1.4229985447688068E-001          2.1866163767103381E-005          7.1841862274048074E-001          4.4569660777057318E-005          2.6849589798867685E-001          2.2786729115015247E-003          6.7250162120045050E-004          5.5721533394037280E-003          1.1378447606007612E-003          5.4479105266036498E-004          6.4413297268453586E+000         -5.6105797050038291E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0387631033153291E-001          1.0079911339576825E+001          0.0000000000000000E+000          9.1724648530405005E+001          5.1757385235498646E+002          2.5429115289816573E-001          1.7146553302233584E-002          4.1585171572742685E-001          3.0343258438110676E-001          2.5429115289816573E-001          1.4431118199957783E-002          4.1585171572742685E-001          3.0343258433029674E-001          1.3941628203043421E+000          6.4433255548827961E-001          1.7283086721442249E+000          1.5419894135305583E+000          1.3941628203043421E+000          4.9181287065705787E-001          1.7283086721442249E+000          1.5014433025331355E+000          1.0100030103636399E-002          6.4433255548827961E-001          1.1349632545243336E+001          1.2667075422368610E+011          0.0000000000000000E+000          0.0000000000000000E+000                              269          8.1373168927413031E-002          1.3941628203043421E+000          1.1234254222682944E+001          5.6380016198154945E+010          0.0000000000000000E+000          0.0000000000000000E+000                              260          2.8806500739298885E-001          1.6862486601491917E+000          0.0000000000000000E+000          9.9989526421242503E-001          1.6706655072927195E-004          8.4350048093572455E+046          3.2000000000000001E-001          3.1492827926288725E-001          3.8550288257349070E+000          3.2861311146574859E+000          1.0174463536801010E+010          1.8517523636977840E+010          2.2870815331793170E+011          1.9907677971800018E+004         -9.9999999999999997E+098         -3.8597114848908384E+046          8.3295667239099742E+054          0.0000000000000000E+000          6.3654400000000003E+032          0.0000000000000000E+000          6.3654399999999996E+032          0.0000000000000000E+000          9.9999999999999997E+098         -9.9999999999999997E+098          4.5063158959395555E+005          3.9608636458797794E+005          4.1374858803597704E+005          3.4272520299878810E+005          1.1973985256249990E+005          9.6240018989863025E+005          1.0052345030447369E+006          6.0198967854094319E+005          1.9891508625902378E+006          2.3292576013164746E+011          1.9804827281409533E+004          8.9246807994553146E+009          0.0000000000000000E+000          2.6852703389833774E+011          2.6852703389833774E+011          0.0000000000000000E+000          3.6998039797644738E+003          3.6998039797644738E+003          3.6998039797644738E+003 
                               2          1.7500000000000002E-005          3.2000000000000001E-001         -5.5759699122628321E-013          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          8.2356774776453853E-002         -2.9174471775641231E+000          4.1107886506543885E+000         -9.8999999999999986E+001          4.5880936630554174E+000          3.4889814758394260E+000          4.7129763013197516E+000          5.8647427216200176E-001          2.7700907874090275E+000         -1.8851565201569953E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.4525250179023566E-001          1.7287848075307770E-005          0.0000000000000000E+000          4.6836579758677044E-005          0.0000000000000000E+000          1.2577348264586280E+002          0.0000000000000000E+000          1.1686345813624031E-004          2.5654239226673858E-001          1.0000000000000000E+000          1.0000000000000000E+000          1.0000000000000000E+000          0.0000000000000000E+000          1.2088064670138168E+000          3.0830564444323941E+003          1.2088064670138168E+000          3.0830564444323941E+003          7.1841862274048063E-001          4.4569660777029854E-005          2.6849589800216050E-001          9.0027120865060278E-009          2.2786729115015234E-003          2.5525914595017095E-005          6.7250162120045039E-004          5.5721533394037254E-003          1.1378447606007606E-003          8.3665650038056063E-005          5.4479105266036477E-004          5.8313557517116816E+000         -1.2435565644767006E+000         -4.5612506687386647E+000          0.0000000000000000E+000          1.4230014552086259E-001          2.1866163593037809E-005          7.1841862274048063E-001          4.4569660777077924E-005          2.6849589800216056E-001          2.2786729115015242E-003          6.7250162120045039E-004          5.5721533394037272E-003          1.1378447606007610E-003          5.4479105266036487E-004          4.1107886506543885E+000         -5.6105903011491009E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0375864449299417E-001          1.0068093957517936E+001          0.0000000000000000E+000          9.1185035953986315E+001          5.1412713965578803E+002          2.0126930995078107E-001          1.7365467318581733E-003          4.9573837563923984E-001          4.5098835527391817E-001          2.0126930995078107E-001          1.0188125785940320E-004          4.9573837563923984E-001          4.5098835527345227E-001          1.2685205579266470E+000          3.0000212101875207E-001          1.8823498286157503E+000          1.8074074489881622E+000          1.2685205579266470E+000          1.0008382242759760E-001          1.8823498286157503E+000          1.7963746685506059E+000          1.0736434465541222E-003          3.0000212101875207E-001          1.1393923939790053E+001          1.5533053498568390E+011          0.0000000000000000E+000          0.0000000000000000E+000                              271          6.4406179184249943E-002          1.2685205579266470E+000          1.1255976155409371E+001          6.2559833033462166E+010          0.0000000000000000E+000          0.0000000000000000E+000                              260          2.3016770969922504E-001          1.5664797624649187E+000          0.0000000000000000E+000          9.9989526384863403E-001          1.6533770562730501E-004          8.4349994981678438E+046          3.2000000000000001E-001          3.1978810899537935E-001          3.8549966050763498E+000          3.6118561315283855E+000          4.1494934467585535E+009          7.5520780731005678E+009          2.5137796304211258E+011          1.5064845000705129E+004         -9.9999999999999997E+098         -3.8603560893983749E+046          8.3295752645467166E+054          0.0000000000000000E+000          6.3654400000000003E+032          0.0000000000000000E+000          6.3654399999999996E+032          0.0000000000000000E+000          9.9999999999999997E+098         -9.9999999999999997E+098          1.3170058415618527E+005          1.1183048613706137E+005          9.0723452692544059E+004          5.8415318556939572E+004          2.4120621451542844E+004          2.7061253649814922E+005          2.2024306338343697E+005          1.6635281727136395E+005          4.9664194849714247E+005          2.5312907194422272E+011          2.8694615247772108E+004          3.7790975902685676E+009          0.0000000000000000E+000          2.6857836882381613E+011          2.6857836882381613E+011          0.0000000000000000E+000          4.7139242915244176E+003          4.7139242915244176E+003          4.7139242915244176E+003 
                               3          2.1858901192132529E-005          3.2000000000000001E-001         -5.8309733960431980E-013          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          9.6407333915220189E-002         -2.8941132566900589E+000          2.0144761099520241E+000         -9.8999999999999986E+001          3.0071623815472348E+000          3.4924765403857374E+000          3.0487407192926472E+000          5.8650942263876260E-001          2.7700204864555058E+000         -1.8851565201590865E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.4525250179023554E-001          1.8402975595380856E-005          0.0000000000000000E+000          4.6830943092406873E-005          0.0000000000000000E+000          1.2576832583557265E+002          0.0000000000000000E+000          1.1951317762350897E-004          1.8694698597205683E-001          1.0000000000000000E+000          1.0000000000000000E+000          1.0000000000000000E+000          0.0000000000000000E+000          1.2485540102679187E+000          3.1079680127407369E+003          1.2485540102679187E+000          3.1079680127407369E+003          7.1841862274048041E-001          4.4569660777029854E-005          2.6849589800222329E-001          9.0027120865060261E-009          2.2786729115015234E-003          2.5525914595017095E-005          6.7250162120045017E-004          5.5721533394037263E-003          1.1378447606007608E-003          8.3665650038056063E-005          5.4479105266036455E-004          5.8313557548749779E+000         -1.2435560421170704E+000         -4.5612494603933698E+000          0.0000000000000000E+000          1.4230020153609771E-001          2.1866162531492880E-005          7.1841862274048063E-001          4.4569660777089918E-005          2.6849589800222334E-001          2.2786729115015242E-003          6.7250162120045039E-004          5.5721533394037272E-003          1.1378447606007610E-003          5.4479105266036487E-004          2.0144761099520241E+000         -5.6105960028190715E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0371663321377998E-001          1.0063080647246213E+001          0.0000000000000000E+000          9.0804158995781478E+001          5.1256461526315843E+002          2.0126930995078107E-001          1.7365467319932128E-003          3.4825753635378109E-001          3.0343258433134301E-001          2.0126930995078107E-001          9.1813961178150198E-005          5.3797806685510818E-001          4.5098835527344955E-001          1.2685206110893159E+000          3.0000125856211696E-001          1.5942080374140180E+000          1.5419888870664991E+000          1.2685206110893159E+000          1.0008379859255553E-001          1.9927615566554071E+000          1.7963747379968016E+000          1.0736434465541222E-003          3.0000125856211696E-001          1.1393962158348419E+001          1.5532893900019772E+011          0.0000000000000000E+000          0.0000000000000000E+000                              270          6.4406179184249943E-002          1.2685206110893159E+000          1.1256028508650099E+001          6.2559841366166466E+010          0.0000000000000000E+000          0.0000000000000000E+000                              259          2.0701079752096002E-001          1.5213230356964680E+000          0.0000000000000000E+000          9.9989526377460325E-001          1.6525750832891843E-004          8.4349992827182886E+046          3.2000000000000001E-001          3.1978810899537630E-001          3.8552287012291142E+000          3.6118568438437229E+000          4.1494795618116245E+009          7.5520528024971571E+009          2.5137801261783542E+011          2.0885054928590707E+004         -9.9999999999999997E+098         -3.8603559991840936E+046          8.3295758323720952E+054          0.0000000000000000E+000          6.3654400000000003E+032          0.0000000000000000E+000          6.3654399999999996E+032          0.0000000000000000E+000          9.9999999999999997E+098         -9.9999999999999997E+098          1.3853891048934165E+005          1.1652483871062023E+005          9.3544857963365852E+004          5.8637638113444475E+004          2.4084939602342049E+004          2.7077720129260991E+005          2.1974724118403671E+005          1.7246018019394041E+005          4.6166639904155041E+005          2.5312913445296417E+011          2.7278113815420995E+004          3.7790801681926832E+009          0.0000000000000000E+000          2.6860010762125568E+011          2.6860010762125568E+011          0.0000000000000000E+000          5.2553600801254261E+003          5.2553600801254261E+003          5.2553600801254261E+003 
                               4          2.5128077086231926E-005          3.2000000000000001E-001         -6.0231928634607617E-013          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.0373483739587898E-001         -2.8836857198050119E+000          4.2302790256495255E-002         -9.8999999999999986E+001          1.5473868144381944E+000          3.4942959705013226E+000          1.5453995423279829E+000          5.8653431414792090E-001          2.7699707034371892E+000         -1.8851565201591052E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.4525250179023588E-001          1.9088544904874146E-005          0.0000000000000000E+000          4.6826982424218760E-005          0.0000000000000000E+000          1.2576468345235740E+002          0.0000000000000000E+000          1.2181989362080555E-004          1.7656040561630576E-001          1.0000000000000000E+000          1.0000000000000000E+000          1.0000000000000000E+000          0.0000000000000000E+000          1.2697985809455801E+000          3.1210158232439758E+003          1.2697985809455801E+000          3.1210158232439758E+003          7.1841862274048085E-001          4.4569660777029867E-005          2.6849589800222390E-001          9.0027120865060294E-009          2.2786729115015242E-003          2.5525914595017099E-005          6.7250162120045050E-004          5.5721533394037263E-003          1.1378447606007610E-003          8.3665650038056076E-005          5.4479105266036477E-004          5.8313558288412679E+000         -1.2435557401998714E+000         -4.5612490056783299E+000          0.0000000000000000E+000          1.4230021027565262E-001          2.1866160105221436E-005          7.1841862274048063E-001          4.4569660777098917E-005          2.6849589800222384E-001          2.2786729115015242E-003          6.7250162120045039E-004          5.5721533394037272E-003          1.1378447606007610E-003          5.4479105266036487E-004          4.2302790256495255E-002         -5.6105996252369032E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0368688867343220E-001          1.0059533528555217E+001          0.0000000000000000E+000          9.0603764459357180E+001          5.1186002830808303E+002          2.0126930995078107E-001          1.7365467321275917E-003          6.3448700767525978E-001          5.8951649675531581E-001          2.0126930995078107E-001          8.5347795524307502E-005          6.3448700767525978E-001          4.5098835527344772E-001          1.2685206394353812E+000          3.0000077485068544E-001          2.1526376408290626E+000          2.0726396693780056E+000          1.2685206394353812E+000          1.0008378131126751E-001          2.1526376408290626E+000          1.7963747768703480E+000          1.0736434465541222E-003          3.0000077485068544E-001          1.1393989206826072E+001          1.5532801017717996E+011          0.0000000000000000E+000          0.0000000000000000E+000                              270          6.4406179184249943E-002          1.2685206394353812E+000          1.1256065582454507E+001          6.2559847317149788E+010          0.0000000000000000E+000          0.0000000000000000E+000                              259          1.9783781275872336E-001          1.4940834013611817E+000          0.0000000000000000E+000          9.9989526372235971E-001          1.6502240455111618E-004          8.4349991984839193E+046          3.2000000000000001E-001          3.1978810899537602E-001          3.8553943508486292E+000          3.6118572984977715E+000          4.1494696487165728E+009          7.5520347606641626E+009          2.5137804426084790E+011          2.1378240659311847E+004         -9.9999999999999997E+098         -3.8603559760373671E+046          8.3295760931807177E+054          0.0000000000000000E+000          6.3654400000000003E+032          0.0000000000000000E+000          6.3654399999999996E+032          0.0000000000000000E+000          9.9999999999999997E+098         -9.9999999999999997E+098          1.4205919267045017E+005          1.1869384106813527E+005          9.4676668492194483E+004          5.8696657937906486E+004          2.4073390597727397E+004          2.7073403007259633E+005          2.1949420050772739E+005          1.7497310882568057E+005          4.5948984007191384E+005          2.5312917510320581E+011          2.6602065956651932E+004          3.7790680131680403E+009          0.0000000000000000E+000          2.6861550282870248E+011          2.6861550282870248E+011          0.0000000000000000E+000          5.5061834607768424E+003          5.5061834607768424E+003          5.5061834607768424E+003 
                               5          3.0031840927381018E-005          3.2000000000000001E-001         -6.1260306386654578E-013          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.0978246178483390E-001         -2.8688766899893285E+000         -2.0565377968771452E+000         -9.8999999999999986E+001         -8.3428623642385499E-002          3.4957950698186351E+000         -3.4406760369696815E-001          5.8655992770777399E-001          2.7699194763174830E+000         -1.8851565201591052E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.4525250179023588E-001          1.9763700644529465E-005          0.0000000000000000E+000          4.6822835983460604E-005          0.0000000000000000E+000          1.2576087685645254E+002          0.0000000000000000E+000          1.2407178676437138E-004          1.2113951245241628E-001          1.0000000000000000E+000          1.0000000000000000E+000          1.0000000000000000E+000          0.0000000000000000E+000          1.2876044287534374E+000          3.1318075721225664E+003          1.2876044287534374E+000          3.1318075721225664E+003          7.1841862274048063E-001          4.4569660777029860E-005          2.6849589800222379E-001          9.0027120865060278E-009          2.2786729115015242E-003          2.5525914595017092E-005          6.7250162120045039E-004          5.5721533394037254E-003          1.1378447606007608E-003          8.3665650038056063E-005          5.4479105266036477E-004          5.8313559809312299E+000         -1.2435553822017196E+000         -4.5612486840009057E+000          0.0000000000000000E+000          1.4230019954246834E-001          2.1866156198882720E-005          7.1841862274048052E-001          4.4569660777112402E-005          2.6849589800222379E-001          2.2786729115015238E-003          6.7250162120045028E-004          5.5721533394037263E-003          1.1378447606007608E-003          5.4479105266036477E-004         -2.0565377968771452E+000         -5.6106040873149958E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0365629202385380E-001          1.0055907032757295E+001          0.0000000000000000E+000          9.0436858026746677E+001          5.1050947595339136E+002          2.0126930995078107E-001          1.7365467322541554E-003          6.3448700767525978E-001          5.8951649650659166E-001          2.0126930995078107E-001          8.0607321840507379E-005          3.4825753635378109E-001          3.0343258433020753E-001          1.2685206787735632E+000          3.0000025386279572E-001          2.1526377132846695E+000          2.0726397198701187E+000          1.2685206787735632E+000          1.0008375775444979E-001          1.5942081112010196E+000          1.5014431410733402E+000          1.0736434465541222E-003          3.0000025386279572E-001          1.1394017042615722E+001          1.5532697653850446E+011          0.0000000000000000E+000          0.0000000000000000E+000                              270          6.4406179184249943E-002          1.2685206787735632E+000          1.1256103728902783E+001          6.2559856391103676E+010          0.0000000000000000E+000          0.0000000000000000E+000                              259          1.9246215728773294E-001          1.4643545223966894E+000          0.0000000000000000E+000          9.9989526365121062E-001          1.6489219665138296E-004          8.4349991132117823E+046          3.2000000000000001E-001          3.1978810899537591E-001          3.8555617424295598E+000          3.6118577620799384E+000          4.1494584602874022E+009          7.5520143977230721E+009          2.5137807652523956E+011          2.1822058975658318E+004         -9.9999999999999997E+098         -3.8603559470084148E+046          8.3295764076338522E+054          0.0000000000000000E+000          6.3654400000000003E+032          0.0000000000000000E+000          6.3654399999999996E+032          0.0000000000000000E+000          9.9999999999999997E+098         -9.9999999999999997E+098          1.4444332490190741E+005          1.2003953443173009E+005          9.5302300512548478E+004          5.8721589262033805E+004          2.4066774640254058E+004          2.7068198382969358E+005          2.1934822952341955E+005          1.7639537906062260E+005          4.5866085091718880E+005          2.5312921559744687E+011          2.6162890040204551E+004          3.7790548264501433E+009          0.0000000000000000E+000          2.6863134554012985E+011          2.6863134554012985E+011          0.0000000000000000E+000          5.6694966618759026E+003          5.6694966618759026E+003          5.6694966618759026E+003 
                               6          3.3709663808242835E-005          3.2000000000000001E-001         -6.2122997467503773E-013          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          2.0286467807797431E-001         -2.7156814122215374E+000         -2.9982508305486539E+000         -9.8999999999999986E+001         -1.5926794369275286E+000          3.5190886143623485E+000          1.9533630534504312E-001          5.8651394676691715E-001          2.7700114381991967E+000         -1.8851565201591052E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.4525250179023566E-001          2.3159624243117619E-005          0.0000000000000000E+000          4.6829084472290682E-005          0.0000000000000000E+000          1.2576636795747356E+002          0.0000000000000000E+000          1.2652773228354107E-004         -2.8941607046334017E-001          1.0000000000000000E+000          1.0000000000000000E+000          1.0000000000000000E+000          0.0000000000000000E+000          1.5953819643322702E+000          3.3043695721260697E+003          1.5953819643322702E+000          3.3043695721260697E+003          7.1841862274048052E-001          4.4569660777029854E-005          2.6849589800222384E-001          9.0027120865060245E-009          2.2786729115015234E-003          2.5525914595017085E-005          6.7250162120045017E-004          5.5721533394037254E-003          1.1378447606007606E-003          8.3665650038056049E-005          5.4479105266036455E-004          5.8313561076396994E+000         -1.2435551347992837E+000         -4.5612485346782430E+000          0.0000000000000000E+000          1.4230018504654030E-001          2.1866146775661859E-005          7.1841862274048063E-001          4.4569660777122532E-005          2.6849589800222384E-001          2.2786729115015242E-003          6.7250162120045039E-004          5.5721533394037272E-003          1.1378447606007610E-003          5.4479105266036487E-004         -2.9982508305486539E+000         -5.6106069874517388E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0371133870318648E-001          1.0062599803519335E+001          0.0000000000000000E+000          8.8062427966796463E+001          5.0473590124880559E+002          2.0126930995078107E-001          1.7365467324560796E-003          4.9573837563923984E-001          4.3942169940854170E-001          2.0126930995078107E-001          7.4506755048326469E-005          4.9573837563923984E-001          4.3942169886695992E-001          1.2685206973767322E+000          2.9999993580450524E-001          1.8823498164766979E+000          1.7963748446217043E+000          1.2685206973767322E+000          1.0008374044765819E-001          1.8823498164766979E+000          1.7740483844897268E+000          1.0736434465541222E-003          2.9999993580450524E-001          1.1393967225193578E+001          1.5532633924132895E+011          0.0000000000000000E+000          0.0000000000000000E+000                              271          6.4406179184249943E-002          1.2685206973767322E+000          1.1256035233434345E+001          6.2559863363371971E+010          0.0000000000000000E+000          0.0000000000000000E+000                              260          1.8668659793649320E-001          1.4582570828141563E+000          0.0000000000000000E+000          9.9989526359893999E-001          1.6484235265514064E-004          8.4349992548400973E+046          3.2000000000000001E-001          3.1978810899537569E-001          3.8552226449312599E+000          3.6118569470866606E+000          4.1494675014007344E+009          7.5520308525493374E+009          2.5137801980333740E+011          2.2528495216833933E+004         -9.9999999999999997E+098         -3.8603559289879837E+046          8.3295763225900162E+054          0.0000000000000000E+000          6.3654400000000003E+032          0.0000000000000000E+000          6.3654400000000003E+032          0.0000000000000000E+000          9.9999999999999997E+098         -9.9999999999999997E+098          1.4740400195940895E+005          1.2154345533719905E+005          9.5907159871792101E+004          5.8730501156617276E+004          2.4063766842987548E+004          2.7063838469247939E+005          2.1918504041741899E+005          1.7779870253479329E+005          4.5780604121773894E+005          2.5312913485561829E+011          2.5637485245800723E+004          3.7790679254063282E+009          0.0000000000000000E+000          2.6860290569419754E+011          2.6860290569419754E+011          0.0000000000000000E+000          5.8867732603275681E+003          5.8867732603275681E+003          5.8867732603275681E+003 
